Date,NIFTY18DEC11100PE O,NIFTY18DEC11100PE H,NIFTY18DEC11100PE L,NIFTY18DEC11100PE C,NIFTY18DEC11100PE V
12/3/2018 3:29:00 PM,277.35,277.35,273.15,276.45,3825
12/3/2018 3:28:00 PM,279,279,277.35,277.35,225
12/3/2018 3:27:00 PM,279.95,279.95,279,279,450
12/3/2018 3:26:00 PM,279.3,279.3,278.25,278.25,750
12/3/2018 3:25:00 PM,280.45,281.4,279.3,279.3,2700
12/3/2018 3:24:00 PM,279.2,279.7,279,279.7,900
12/3/2018 3:23:00 PM,280.05,280.05,279,279.2,450
12/3/2018 3:22:00 PM,279.55,280.05,278.6,280.05,1425
12/3/2018 3:21:00 PM,280.6,280.6,279.5,279.55,1800
12/3/2018 3:20:00 PM,280,281.95,279.8,280.6,2175
12/3/2018 3:19:00 PM,279.55,280.5,279.55,280.3,900
12/3/2018 3:18:00 PM,279.85,280.2,278.55,279.55,2100
12/3/2018 3:17:00 PM,279.5,279.85,278,279.85,2025
12/3/2018 3:16:00 PM,283.05,283.05,279.5,279.5,2250
12/3/2018 3:15:00 PM,281.4,283.05,281.4,283.05,450
12/3/2018 3:14:00 PM,285,285,281.4,281.4,450
12/3/2018 3:13:00 PM,287.85,287.85,285,285,975
12/3/2018 3:12:00 PM,290,290,287.85,287.85,450
12/3/2018 3:11:00 PM,290.6,292,290,290,1500
12/3/2018 3:10:00 PM,290.2,290.6,290.2,290.6,75
12/3/2018 3:09:00 PM,288.5,290.2,288.5,290.2,300
12/3/2018 3:08:00 PM,287.5,288.5,287.5,288.5,150
12/3/2018 3:07:00 PM,287.5,287.5,287.5,287.5,0
12/3/2018 3:06:00 PM,290,290,287.5,287.5,375
12/3/2018 3:05:00 PM,290,290,289,290,300
12/3/2018 3:04:00 PM,292,292,290,290,375
12/3/2018 3:03:00 PM,290.15,292.5,290.15,292,150
12/3/2018 3:02:00 PM,288.35,290.15,288.35,290.15,150
12/3/2018 3:01:00 PM,288.35,288.35,288.35,288.35,0
12/3/2018 3:00:00 PM,289.5,289.5,288.35,288.35,75
12/3/2018 2:59:00 PM,295.05,295.05,288.45,289.5,1275
12/3/2018 2:58:00 PM,296.05,297,295.05,295.05,2325
12/3/2018 2:57:00 PM,296,296.3,295.8,296.05,1125
12/3/2018 2:56:00 PM,293.75,296,293.75,296,1650
12/3/2018 2:55:00 PM,294.3,294.3,293.75,293.75,150
12/3/2018 2:54:00 PM,296.15,296.15,294.3,294.3,375
12/3/2018 2:53:00 PM,293.7,297.5,293.7,296.15,600
12/3/2018 2:52:00 PM,290.35,294.5,290.35,293.7,1275
12/3/2018 2:51:00 PM,291.65,291.65,290.35,290.35,150
12/3/2018 2:50:00 PM,292.55,292.55,291.45,291.65,1725
12/3/2018 2:49:00 PM,301.05,301.05,292.55,292.55,1425
12/3/2018 2:48:00 PM,302,302.05,300.7,301.05,1050
12/3/2018 2:47:00 PM,301.55,303.55,301.55,302,525
12/3/2018 2:46:00 PM,301.55,301.55,301,301.55,300
12/3/2018 2:45:00 PM,300.8,301.55,300.5,301.55,225
12/3/2018 2:44:00 PM,300.35,301.8,300.35,300.8,675
12/3/2018 2:43:00 PM,302.4,302.4,300.35,300.35,375
12/3/2018 2:42:00 PM,300.4,302.4,300.4,302.4,525
12/3/2018 2:41:00 PM,297.85,300.65,297.85,300.4,2925
12/3/2018 2:40:00 PM,295.4,297.85,295.4,297.85,900
12/3/2018 2:39:00 PM,297.7,297.7,295.4,295.4,225
12/3/2018 2:38:00 PM,295.55,298.7,295.55,297.7,1500
12/3/2018 2:37:00 PM,294.4,296,294.4,295.55,975
12/3/2018 2:36:00 PM,288.4,294.4,288.4,294.4,3300
12/3/2018 2:35:00 PM,289.15,289.15,288.1,288.4,675
12/3/2018 2:34:00 PM,293.85,293.85,289.15,289.15,1125
12/3/2018 2:33:00 PM,292.15,293.85,292.15,293.85,450
12/3/2018 2:32:00 PM,295.35,295.35,292.15,292.15,525
12/3/2018 2:31:00 PM,294.95,296.55,293.55,295.35,1050
12/3/2018 2:30:00 PM,301.45,302.05,294.95,294.95,1500
12/3/2018 2:29:00 PM,299.55,303.65,299.55,301.45,1800
12/3/2018 2:28:00 PM,296.7,301.8,296.65,299.55,3825
12/3/2018 2:27:00 PM,288.55,296.7,288.55,296.7,1050
12/3/2018 2:26:00 PM,288.55,288.55,288.55,288.55,0
