Date,BANKNIFTY06DEC1827200PE O,BANKNIFTY06DEC1827200PE H,BANKNIFTY06DEC1827200PE L,BANKNIFTY06DEC1827200PE C,BANKNIFTY06DEC1827200PE V
12/3/2018 3:29:00 PM,377.05,379.35,373.35,373.35,980
12/3/2018 3:28:00 PM,380,380.55,377.05,377.05,520
12/3/2018 3:27:00 PM,381.75,381.95,378.8,380,500
12/3/2018 3:26:00 PM,383.65,383.65,379.9,381.75,300
12/3/2018 3:25:00 PM,383,385,383,383.65,300
12/3/2018 3:24:00 PM,382.75,384.1,382.75,383,540
12/3/2018 3:23:00 PM,383.55,384,380.2,382.75,580
12/3/2018 3:22:00 PM,381.75,384.65,378.4,383.55,1780
12/3/2018 3:21:00 PM,378.25,381.75,378.25,381.75,500
12/3/2018 3:20:00 PM,377.65,381.85,376.4,378.25,1000
12/3/2018 3:19:00 PM,379.7,381.2,378.35,379.25,160
12/3/2018 3:18:00 PM,377.55,379.7,377.55,379.7,40
12/3/2018 3:17:00 PM,377.75,380,375.85,377.55,360
12/3/2018 3:16:00 PM,378.1,378.1,375.4,377.75,140
12/3/2018 3:15:00 PM,380,380.35,371.5,378.1,820
12/3/2018 3:14:00 PM,380,380,380,380,320
12/3/2018 3:13:00 PM,385,385.05,380,380,620
12/3/2018 3:12:00 PM,383,385,380.6,385,220
12/3/2018 3:11:00 PM,384.15,386,383,383,320
12/3/2018 3:10:00 PM,378.2,384.15,378.2,384.15,20
12/3/2018 3:09:00 PM,378.2,378.2,378.2,378.2,0
12/3/2018 3:08:00 PM,377.6,378.2,377.6,378.2,20
12/3/2018 3:07:00 PM,380,380,376,377.6,80
12/3/2018 3:06:00 PM,380,380,378.8,380,80
12/3/2018 3:05:00 PM,383.4,385.7,380,380,80
12/3/2018 3:04:00 PM,380,383.4,380,383.4,460
12/3/2018 3:03:00 PM,380,380,380,380,0
12/3/2018 3:02:00 PM,380,380,380,380,0
12/3/2018 3:01:00 PM,374.8,380,374.8,380,120
12/3/2018 3:00:00 PM,370,374.8,370,374.8,20
12/3/2018 2:59:00 PM,384.75,384.75,370,370,360
12/3/2018 2:58:00 PM,387,387,384.75,384.75,40
12/3/2018 2:57:00 PM,388,389,387,387,460
12/3/2018 2:56:00 PM,387.15,388,387.15,388,20
12/3/2018 2:55:00 PM,387.15,387.15,387.15,387.15,0
12/3/2018 2:54:00 PM,384.35,387.15,384.35,387.15,400
12/3/2018 2:53:00 PM,384.35,384.35,384.35,384.35,0
12/3/2018 2:52:00 PM,383.25,384.35,380.35,384.35,60
12/3/2018 2:51:00 PM,383.3,386.95,383.25,383.25,220
12/3/2018 2:50:00 PM,390,390,379.1,383.3,100
12/3/2018 2:49:00 PM,393,393,390,390,300
12/3/2018 2:48:00 PM,395.9,396,393,393,1020
12/3/2018 2:47:00 PM,395.9,395.9,395.9,395.9,0
12/3/2018 2:46:00 PM,395.9,395.9,395.9,395.9,0
12/3/2018 2:45:00 PM,395.9,395.9,395.9,395.9,0
12/3/2018 2:44:00 PM,395.9,395.9,395.9,395.9,0
12/3/2018 2:43:00 PM,399.8,399.8,395,395.9,1920
12/3/2018 2:42:00 PM,386.75,399.8,386.75,399.8,60
12/3/2018 2:41:00 PM,386.75,386.75,386.75,386.75,0
12/3/2018 2:40:00 PM,386.75,386.75,386.75,386.75,0
12/3/2018 2:39:00 PM,395.2,395.2,386.75,386.75,120
12/3/2018 2:38:00 PM,392,395.2,390.35,395.2,400
12/3/2018 2:37:00 PM,380,392,380,392,20
12/3/2018 2:36:00 PM,380,380,380,380,0
12/3/2018 2:35:00 PM,390,390,380,380,20
12/3/2018 2:34:00 PM,390,390,390,390,0
12/3/2018 2:33:00 PM,390,390,390,390,0
12/3/2018 2:32:00 PM,390,390,390,390,0
12/3/2018 2:31:00 PM,393.75,393.75,390,390,1020
12/3/2018 2:30:00 PM,405.05,405.05,393.75,393.75,260
12/3/2018 2:29:00 PM,402.9,412.15,402.75,405.05,300
12/3/2018 2:28:00 PM,395.2,403.85,394,402.9,80
12/3/2018 2:27:00 PM,381,395.2,381,395.2,60
12/3/2018 2:26:00 PM,381,381,381,381,0
12/3/2018 2:25:00 PM,381,381,381,381,0
12/3/2018 2:24:00 PM,381,381,381,381,0
12/3/2018 2:23:00 PM,379.8,381,379.8,381,140
12/3/2018 2:22:00 PM,376.85,379.8,376.85,379.8,20
12/3/2018 2:21:00 PM,376,377.25,376,376.85,40
12/3/2018 2:20:00 PM,373.4,376.1,372,376,520
