Date,USDINR18DEC69.75PE O,USDINR18DEC69.75PE H,USDINR18DEC69.75PE L,USDINR18DEC69.75PE C,USDINR18DEC69.75PE V
12/3/2018 4:59:00 PM,0.245,0.245,0.24,0.24,10
12/3/2018 4:58:00 PM,0.255,0.255,0.245,0.245,511
12/3/2018 4:57:00 PM,0.255,0.255,0.255,0.255,0
12/3/2018 4:56:00 PM,0.255,0.255,0.255,0.255,149
12/3/2018 4:55:00 PM,0.255,0.2575,0.255,0.255,233
12/3/2018 4:54:00 PM,0.255,0.2575,0.255,0.255,92
12/3/2018 4:53:00 PM,0.2525,0.2575,0.2525,0.255,116
12/3/2018 4:52:00 PM,0.255,0.255,0.2525,0.2525,40
12/3/2018 4:51:00 PM,0.255,0.255,0.255,0.255,0
12/3/2018 4:50:00 PM,0.255,0.255,0.255,0.255,0
12/3/2018 4:49:00 PM,0.255,0.255,0.255,0.255,0
12/3/2018 4:48:00 PM,0.255,0.255,0.255,0.255,110
12/3/2018 4:47:00 PM,0.2575,0.2575,0.2575,0.2575,2
12/3/2018 4:46:00 PM,0.2475,0.2575,0.2475,0.2575,221
12/3/2018 4:45:00 PM,0.2525,0.2525,0.2475,0.2475,110
12/3/2018 4:44:00 PM,0.25,0.2525,0.25,0.2525,1
12/3/2018 4:43:00 PM,0.23,0.25,0.23,0.25,370
12/3/2018 4:42:00 PM,0.2525,0.2525,0.23,0.23,1
12/3/2018 4:41:00 PM,0.2525,0.2525,0.2525,0.2525,2
12/3/2018 4:40:00 PM,0.2525,0.2525,0.2525,0.2525,0
12/3/2018 4:39:00 PM,0.2525,0.2525,0.2425,0.2525,594
12/3/2018 4:38:00 PM,0.2575,0.2575,0.2525,0.2525,424
12/3/2018 4:37:00 PM,0.2525,0.2575,0.2525,0.2575,288
12/3/2018 4:36:00 PM,0.2525,0.2525,0.2525,0.2525,59
12/3/2018 4:35:00 PM,0.25,0.2525,0.25,0.2525,100
12/3/2018 4:34:00 PM,0.25,0.25,0.25,0.25,51
12/3/2018 4:33:00 PM,0.26,0.26,0.25,0.25,1
12/3/2018 4:32:00 PM,0.2575,0.26,0.2575,0.26,2
12/3/2018 4:31:00 PM,0.265,0.265,0.2575,0.2575,76
12/3/2018 4:30:00 PM,0.265,0.265,0.265,0.265,0
12/3/2018 4:29:00 PM,0.265,0.265,0.265,0.265,0
12/3/2018 4:28:00 PM,0.265,0.265,0.265,0.265,0
12/3/2018 4:27:00 PM,0.265,0.265,0.265,0.265,0
12/3/2018 4:26:00 PM,0.275,0.275,0.265,0.265,100
12/3/2018 4:25:00 PM,0.275,0.275,0.275,0.275,0
12/3/2018 4:24:00 PM,0.275,0.275,0.275,0.275,0
12/3/2018 4:23:00 PM,0.275,0.275,0.275,0.275,0
12/3/2018 4:22:00 PM,0.275,0.275,0.275,0.275,0
12/3/2018 4:21:00 PM,0.275,0.275,0.275,0.275,0
12/3/2018 4:20:00 PM,0.275,0.275,0.275,0.275,0
12/3/2018 4:19:00 PM,0.275,0.275,0.275,0.275,0
12/3/2018 4:18:00 PM,0.275,0.275,0.275,0.275,50
12/3/2018 4:17:00 PM,0.2725,0.275,0.2725,0.275,25
12/3/2018 4:16:00 PM,0.2725,0.2725,0.2725,0.2725,50
12/3/2018 4:15:00 PM,0.2675,0.2725,0.2675,0.2725,86
12/3/2018 4:14:00 PM,0.2675,0.2675,0.2675,0.2675,0
12/3/2018 4:13:00 PM,0.2675,0.2675,0.2675,0.2675,0
12/3/2018 4:12:00 PM,0.27,0.27,0.2675,0.2675,190
12/3/2018 4:11:00 PM,0.2675,0.27,0.2675,0.27,15
12/3/2018 4:10:00 PM,0.2675,0.27,0.2675,0.2675,141
12/3/2018 4:09:00 PM,0.2625,0.2675,0.2625,0.2675,465
