Date,NIFTY18DEC10800CE O,NIFTY18DEC10800CE H,NIFTY18DEC10800CE L,NIFTY18DEC10800CE C,NIFTY18DEC10800CE V
12/3/2018 3:29:00 PM,270.15,272,270,270,4650
12/3/2018 3:28:00 PM,270.3,271,270.15,270.15,18825
12/3/2018 3:27:00 PM,269.8,271.25,269.8,270.3,19875
12/3/2018 3:26:00 PM,269.55,270.15,269.2,269.8,17475
12/3/2018 3:25:00 PM,269.7,269.8,269.3,269.55,13650
12/3/2018 3:24:00 PM,270.1,270.55,269.7,269.75,7500
12/3/2018 3:23:00 PM,269.8,270.8,269.8,270.1,21975
12/3/2018 3:22:00 PM,270.1,270.95,269.7,269.8,15075
12/3/2018 3:21:00 PM,268.85,270.45,268.85,269.9,11775
12/3/2018 3:20:00 PM,268.65,269.35,267.1,268.9,100425
12/3/2018 3:19:00 PM,269.3,269.3,268.05,268.45,3300
12/3/2018 3:18:00 PM,269.45,269.55,268.05,268.45,6300
12/3/2018 3:17:00 PM,269.05,269.65,268.65,269.2,6300
12/3/2018 3:16:00 PM,266,269.5,265.95,269.05,8850
12/3/2018 3:15:00 PM,266.5,266.75,265.75,266,5100
12/3/2018 3:14:00 PM,265.35,266.7,265,266.5,3600
12/3/2018 3:13:00 PM,262.95,265.35,262.2,265.35,10350
12/3/2018 3:12:00 PM,262,263.1,261.2,262.95,8400
12/3/2018 3:11:00 PM,261.5,262,260,260.95,3150
12/3/2018 3:10:00 PM,261.5,262.15,261.1,262.05,1575
12/3/2018 3:09:00 PM,261.5,262.55,261.3,261.5,3600
12/3/2018 3:08:00 PM,263.35,263.35,261.5,261.5,2175
12/3/2018 3:07:00 PM,262.3,263.75,262.1,263.35,2100
12/3/2018 3:06:00 PM,264,264,261.05,262.25,1650
12/3/2018 3:05:00 PM,262.55,263.85,261.5,263.85,2550
12/3/2018 3:04:00 PM,261,263.7,260.4,262.55,24825
12/3/2018 3:03:00 PM,259.35,261,258.6,260.65,1950
12/3/2018 3:02:00 PM,260.5,262,258.2,259.05,1500
12/3/2018 3:01:00 PM,263.9,264,260.1,260.5,1350
12/3/2018 3:00:00 PM,263,264,262.6,263.9,11325
12/3/2018 2:59:00 PM,258.5,263,258.5,263,5025
12/3/2018 2:58:00 PM,257.8,258.5,257.8,258.5,900
12/3/2018 2:57:00 PM,257,257.8,256.6,257.8,1275
12/3/2018 2:56:00 PM,258.5,258.5,256,257,750
12/3/2018 2:55:00 PM,258.85,259,257.8,258.5,600
12/3/2018 2:54:00 PM,257.4,259.15,257.4,258.85,225
12/3/2018 2:53:00 PM,257.3,257.4,255.85,257.4,900
12/3/2018 2:52:00 PM,260,260,257.3,257.3,4350
12/3/2018 2:51:00 PM,260.15,260.95,260,260,600
12/3/2018 2:50:00 PM,259.95,260.55,259.45,260.15,1200
12/3/2018 2:49:00 PM,254.4,259.95,254.4,259.95,4125
12/3/2018 2:48:00 PM,252.85,254.6,252.85,254.4,2775
12/3/2018 2:47:00 PM,254,254,252.4,252.9,4350
12/3/2018 2:46:00 PM,254.6,255,254,254,1950
12/3/2018 2:45:00 PM,254.55,254.8,253.95,254.6,825
12/3/2018 2:44:00 PM,254.6,254.6,253,254.55,1350
12/3/2018 2:43:00 PM,253.1,254.6,252.5,254.6,3000
12/3/2018 2:42:00 PM,253.35,253.65,251.5,253.1,4725
12/3/2018 2:41:00 PM,255.5,255.5,253,253.35,1200
12/3/2018 2:40:00 PM,257.4,257.95,255.5,255.5,4275
12/3/2018 2:39:00 PM,257.45,258.35,257.2,258.35,2625
12/3/2018 2:38:00 PM,257,257.5,255.35,257.45,5550
12/3/2018 2:37:00 PM,257.95,257.95,255.4,257.5,1200
12/3/2018 2:36:00 PM,261.1,261.1,257.05,257.95,2325
12/3/2018 2:35:00 PM,261.9,262.65,261.1,261.1,2850
12/3/2018 2:34:00 PM,259.3,261.9,259.25,261.9,7500
12/3/2018 2:33:00 PM,258.4,259.45,258.4,259.3,1200
12/3/2018 2:32:00 PM,256.95,259.8,256.8,258.4,2175
12/3/2018 2:31:00 PM,256.95,257.85,255.9,256.95,3375
12/3/2018 2:30:00 PM,252.05,257.5,251.55,257.1,3675
12/3/2018 2:29:00 PM,253.7,254,250.05,251.85,4575
12/3/2018 2:28:00 PM,255.4,255.55,252.1,253.7,2550
12/3/2018 2:27:00 PM,258.6,258.6,255.15,255.65,9450
12/3/2018 2:26:00 PM,259.4,260,258.5,258.6,975
12/3/2018 2:25:00 PM,261.4,261.9,259.4,259.4,1575
12/3/2018 2:24:00 PM,264.05,264.05,261.4,261.4,1275
12/3/2018 2:23:00 PM,264.95,265.35,264.05,264.05,225
12/3/2018 2:22:00 PM,267,267,264.55,264.95,450
12/3/2018 2:21:00 PM,265.7,267,265.7,267,825
12/3/2018 2:20:00 PM,266,266,264.15,265.7,1725
12/3/2018 2:19:00 PM,267.3,267.95,266,266,1275
12/3/2018 2:18:00 PM,267.45,268.65,266.6,267.3,1500
12/3/2018 2:17:00 PM,267.65,267.65,266.8,267.45,2550
12/3/2018 2:16:00 PM,264.4,267.65,264.4,267.65,3600
12/3/2018 2:15:00 PM,264,264.45,262.8,264.4,1500
12/3/2018 2:14:00 PM,260,264,259.35,264,2700
12/3/2018 2:13:00 PM,259,260,259,260,150
12/3/2018 2:12:00 PM,260.5,261,259,259,1200
12/3/2018 2:11:00 PM,261.95,261.95,259.5,260.5,1650
12/3/2018 2:10:00 PM,262,262,260.75,261.95,825
12/3/2018 2:09:00 PM,259.2,262.5,259.2,262,1875
12/3/2018 2:08:00 PM,258.1,259.3,257.1,259.2,1500
12/3/2018 2:07:00 PM,258,261,257,258.1,3000
12/3/2018 2:06:00 PM,260.5,260.5,258,258,1425
12/3/2018 2:05:00 PM,259.5,260.5,258,260.5,2700
12/3/2018 2:04:00 PM,257,259.5,256.5,259.5,4725
12/3/2018 2:03:00 PM,261.5,261.5,256.6,257,4800
12/3/2018 2:02:00 PM,261.45,262,260.7,261.85,2175
12/3/2018 2:01:00 PM,262.25,262.5,260,261.45,8700
12/3/2018 2:00:00 PM,269,269,263.1,263.1,9450
12/3/2018 1:59:00 PM,269,269,269,269,1350
12/3/2018 1:58:00 PM,268.6,269,268.6,269,450
12/3/2018 1:57:00 PM,270.75,270.8,268.6,268.6,2100
12/3/2018 1:56:00 PM,268,270.05,268,270.05,1125
12/3/2018 1:55:00 PM,268.7,269,267,268,2325
12/3/2018 1:54:00 PM,268.4,269.7,268.4,268.7,2475
12/3/2018 1:53:00 PM,270.4,271.25,268.4,268.4,4650
12/3/2018 1:52:00 PM,271.5,271.5,269.1,270.4,2250
12/3/2018 1:51:00 PM,268.55,271.9,268.55,271.9,5550
12/3/2018 1:50:00 PM,269.25,270.5,268.55,268.55,1350
12/3/2018 1:49:00 PM,272.15,272.5,268.4,269.25,6825
12/3/2018 1:48:00 PM,271.5,273,271.45,272.15,5925
12/3/2018 1:47:00 PM,270,271.5,269.5,271.5,6825
12/3/2018 1:46:00 PM,270.7,270.95,268.65,270,4350
12/3/2018 1:45:00 PM,266.8,270.9,266.5,270.55,6600
12/3/2018 1:44:00 PM,267.8,267.8,265.4,266.8,7350
12/3/2018 1:43:00 PM,265.45,268.6,265.45,267.8,7200
12/3/2018 1:42:00 PM,267.5,267.7,265.45,265.45,11475
12/3/2018 1:41:00 PM,266.8,268.5,266.1,267.15,9600
12/3/2018 1:40:00 PM,263.2,267.5,262.45,266.8,30450
12/3/2018 1:39:00 PM,262.9,263.5,262,263.2,6900
12/3/2018 1:38:00 PM,259.1,263.2,258.95,262.9,14625
12/3/2018 1:37:00 PM,259.55,260,258,259.1,9975
12/3/2018 1:36:00 PM,260.05,260.8,258,259.55,10125
12/3/2018 1:35:00 PM,258.95,260.05,257.65,260.05,10800
12/3/2018 1:34:00 PM,258.5,259.35,258.05,258.95,900
12/3/2018 1:33:00 PM,258.7,260.25,258.5,258.5,3750
12/3/2018 1:32:00 PM,256.1,259,255.5,258.7,1800
12/3/2018 1:31:00 PM,256.9,257.2,255.5,256.1,1725
12/3/2018 1:30:00 PM,259.65,259.65,256,256,2700
12/3/2018 1:29:00 PM,257,260.05,257,260.05,825
12/3/2018 1:28:00 PM,257.2,258.35,256.2,257,4650
12/3/2018 1:27:00 PM,259,260.7,255.6,256.55,4350
12/3/2018 1:26:00 PM,257.75,261.25,257.75,260.9,47325
12/3/2018 1:25:00 PM,253.75,257.8,253.75,257.75,33900
12/3/2018 1:24:00 PM,255.8,255.8,253.75,253.75,750
12/3/2018 1:23:00 PM,255,256,253.85,255.8,1650
12/3/2018 1:22:00 PM,253.95,254.95,253.05,254.95,1125
12/3/2018 1:21:00 PM,255,255,253,253.05,1200
12/3/2018 1:20:00 PM,256.95,257.5,255,255,4350
12/3/2018 1:19:00 PM,258.7,258.75,256.7,256.95,12825
12/3/2018 1:18:00 PM,255.6,258.1,255.35,258,6075
12/3/2018 1:17:00 PM,251.75,255.6,251.75,255.6,3000
12/3/2018 1:16:00 PM,253.5,253.5,251.75,251.75,2475
12/3/2018 1:15:00 PM,252.95,254,252.95,253.5,1425
12/3/2018 1:14:00 PM,252,253.85,252,252.95,600
12/3/2018 1:13:00 PM,252.2,253.5,251.9,252,2100
12/3/2018 1:12:00 PM,249.7,252.2,249.7,252.2,450
12/3/2018 1:11:00 PM,248.65,250.15,248.45,249.7,2100
12/3/2018 1:10:00 PM,250.8,250.8,246.95,248.65,1950
12/3/2018 1:09:00 PM,250,250.8,250,250.8,675
12/3/2018 1:08:00 PM,250.05,251,250,250,1200
12/3/2018 1:07:00 PM,248.85,250.45,248.85,250.05,900
12/3/2018 1:06:00 PM,245.75,248.85,245.75,248.85,450
12/3/2018 1:05:00 PM,245,247,245,245.75,450
12/3/2018 1:04:00 PM,248,248,245,245,3225
12/3/2018 1:03:00 PM,249,249,248,248,450
12/3/2018 1:02:00 PM,245.65,248.6,245.65,248,5775
12/3/2018 1:01:00 PM,249.5,249.5,246.8,246.8,600
12/3/2018 1:00:00 PM,246.2,249.5,245,249.5,2625
12/3/2018 12:59:00 PM,245.5,247,243.5,246.2,3150
12/3/2018 12:58:00 PM,249,249,244,244,2475
12/3/2018 12:57:00 PM,251,251,249,249,150
12/3/2018 12:56:00 PM,249,251,249,251,675
12/3/2018 12:55:00 PM,249.25,251.05,249.1,249.9,675
12/3/2018 12:54:00 PM,249.75,250,249.25,249.25,300
12/3/2018 12:53:00 PM,250.45,250.45,247.4,249.75,2325
12/3/2018 12:52:00 PM,250.45,250.8,249.75,250.45,750
12/3/2018 12:51:00 PM,251.35,251.35,250,251.1,525
12/3/2018 12:50:00 PM,247.9,251.35,247.9,251.35,600
12/3/2018 12:49:00 PM,248.1,250,248.1,248.5,2400
12/3/2018 12:48:00 PM,246.65,248.6,246.65,248.1,1200
12/3/2018 12:47:00 PM,248.4,248.4,246.1,246.65,2850
12/3/2018 12:46:00 PM,251.35,251.35,248.4,248.4,3525
12/3/2018 12:45:00 PM,250.95,251.7,250.5,251.35,600
12/3/2018 12:44:00 PM,252.15,253.35,250.95,250.95,1050
12/3/2018 12:43:00 PM,254.6,254.6,252,252.15,2700
12/3/2018 12:42:00 PM,254.7,255.25,253.75,253.75,2325
12/3/2018 12:41:00 PM,253.05,254.75,253.05,254.7,2100
12/3/2018 12:40:00 PM,252.2,254.55,252.2,253.05,3450
12/3/2018 12:39:00 PM,254.1,254.15,252.2,252.2,2250
12/3/2018 12:38:00 PM,253.5,254.2,252.75,254.1,1575
12/3/2018 12:37:00 PM,253,254,253,253.5,2325
12/3/2018 12:36:00 PM,253.45,253.5,252.05,253,1725
12/3/2018 12:35:00 PM,251.5,253.45,251.5,253.45,300
12/3/2018 12:34:00 PM,250.5,253.85,250.5,251.5,4875
12/3/2018 12:33:00 PM,250.1,250.5,249.65,250.5,900
12/3/2018 12:32:00 PM,249.5,250.65,249.5,250.1,1500
12/3/2018 12:31:00 PM,250,250.2,249.5,249.5,975
12/3/2018 12:30:00 PM,250,250,249.5,250,1350
12/3/2018 12:29:00 PM,247.5,250.4,247.5,250,750
12/3/2018 12:28:00 PM,247.05,247.85,246.2,247.5,2175
12/3/2018 12:27:00 PM,249,249,246,247.05,3450
12/3/2018 12:26:00 PM,250.45,251.05,247.5,249,4875
12/3/2018 12:25:00 PM,248.95,250.45,248.95,250.45,1950
12/3/2018 12:24:00 PM,248.5,249.85,248.15,248.15,1425
12/3/2018 12:23:00 PM,248.95,249.7,248.5,248.5,900
12/3/2018 12:22:00 PM,248.95,249.1,247.65,248.95,525
12/3/2018 12:21:00 PM,249.1,249.25,248.95,248.95,300
12/3/2018 12:20:00 PM,245.8,249.1,245,249.1,4875
12/3/2018 12:19:00 PM,246,246.6,245.5,245.8,2850
12/3/2018 12:18:00 PM,243,246.55,243,246,3600
12/3/2018 12:17:00 PM,248,248.25,243,243,7425
12/3/2018 12:16:00 PM,250,250,248,248,1950
12/3/2018 12:15:00 PM,249.5,250.55,248.2,250,3450
12/3/2018 12:14:00 PM,250,251.5,249,250.45,2550
12/3/2018 12:13:00 PM,251.65,251.65,249.75,250,1125
12/3/2018 12:12:00 PM,250.85,252.15,250.5,251.65,825
12/3/2018 12:11:00 PM,252.1,252.8,250.85,250.85,2100
12/3/2018 12:10:00 PM,254.5,254.5,251.7,252.1,2175
12/3/2018 12:09:00 PM,254.65,254.75,254,254,750
12/3/2018 12:08:00 PM,253.8,254.8,253,254.8,2925
12/3/2018 12:07:00 PM,251,253.8,250.8,253.8,3825
12/3/2018 12:06:00 PM,249.65,251,248.7,251,3300
12/3/2018 12:05:00 PM,248.7,249.85,248,248.75,2925
12/3/2018 12:04:00 PM,250.35,250.5,248.7,248.7,2775
12/3/2018 12:03:00 PM,253.25,253.25,249.75,250.35,1050
12/3/2018 12:02:00 PM,254.15,254.15,251.6,253.25,1950
12/3/2018 12:01:00 PM,253.9,254.3,253.3,254.15,1200
12/3/2018 12:00:00 PM,252,253.9,251.75,253.9,3150
12/3/2018 11:59:00 AM,253.35,253.45,252.4,252.55,375
12/3/2018 11:58:00 AM,251.45,253.35,251.45,253.35,1575
12/3/2018 11:57:00 AM,250.95,252.25,250.95,251.45,6750
12/3/2018 11:56:00 AM,250.2,250.95,248.55,250.95,3600
12/3/2018 11:55:00 AM,247.25,250.2,245.95,250.2,4275
12/3/2018 11:54:00 AM,249,249,244.1,247.25,8850
12/3/2018 11:53:00 AM,250.5,251,249,249,3300
12/3/2018 11:52:00 AM,252,252.9,249.9,250.5,3075
12/3/2018 11:51:00 AM,251,253,250,252,3450
12/3/2018 11:50:00 AM,247.55,251,247.55,251,4350
12/3/2018 11:49:00 AM,251.4,251.4,247.8,248.4,11625
12/3/2018 11:48:00 AM,252.75,252.9,250.7,251.4,3825
12/3/2018 11:47:00 AM,254.75,254.75,250,252.45,7875
12/3/2018 11:46:00 AM,259.45,259.45,252.45,254.75,5925
12/3/2018 11:45:00 AM,261,261,259.45,259.45,600
12/3/2018 11:44:00 AM,259.5,261,259.5,261,975
12/3/2018 11:43:00 AM,260.05,260.05,257.6,259.5,1350
12/3/2018 11:42:00 AM,260.35,261.45,260.05,261.45,1725
12/3/2018 11:41:00 AM,259.15,260.8,259.15,260.35,750
12/3/2018 11:40:00 AM,259.7,261,259.15,259.15,1350
12/3/2018 11:39:00 AM,259,260,258,259.7,675
12/3/2018 11:38:00 AM,260.5,260.5,258.05,259,2250
12/3/2018 11:37:00 AM,259.1,260.5,258,260.5,975
12/3/2018 11:36:00 AM,257.3,259.1,255.95,259.1,1650
12/3/2018 11:35:00 AM,258,258,256.05,257.3,1500
12/3/2018 11:34:00 AM,260,260,255.75,258,3000
12/3/2018 11:33:00 AM,260,261.5,259.6,260,1125
12/3/2018 11:32:00 AM,261.9,261.9,259.4,260,2025
12/3/2018 11:31:00 AM,260.9,261.9,260.9,261.9,300
12/3/2018 11:30:00 AM,261.45,261.75,260.9,260.9,900
12/3/2018 11:29:00 AM,262.25,262.25,261.45,261.45,900
12/3/2018 11:28:00 AM,265,265.2,261.95,262.25,3450
12/3/2018 11:27:00 AM,264.8,265,264.7,265,675
12/3/2018 11:26:00 AM,263,264.35,263,264.35,75
12/3/2018 11:25:00 AM,264.55,264.85,263,263,7200
