Date,USDINR18DEC70.25CE O,USDINR18DEC70.25CE H,USDINR18DEC70.25CE L,USDINR18DEC70.25CE C,USDINR18DEC70.25CE V
12/3/2018 4:59:00 PM,0.795,0.82,0.795,0.82,55
12/3/2018 4:58:00 PM,0.8025,0.8025,0.795,0.795,7
12/3/2018 4:57:00 PM,0.805,0.805,0.8025,0.8025,3
12/3/2018 4:56:00 PM,0.8025,0.805,0.7975,0.805,99
12/3/2018 4:55:00 PM,0.805,0.805,0.7975,0.8025,7
12/3/2018 4:54:00 PM,0.8,0.805,0.79,0.805,174
12/3/2018 4:53:00 PM,0.7975,0.8,0.7975,0.8,152
12/3/2018 4:52:00 PM,0.805,0.805,0.8,0.8,18
12/3/2018 4:51:00 PM,0.81,0.81,0.8025,0.805,146
12/3/2018 4:50:00 PM,0.8075,0.8225,0.8075,0.81,112
12/3/2018 4:49:00 PM,0.8025,0.8075,0.8025,0.8075,1
12/3/2018 4:48:00 PM,0.8025,0.8025,0.8025,0.8025,0
12/3/2018 4:47:00 PM,0.805,0.805,0.8025,0.8025,2
12/3/2018 4:46:00 PM,0.8125,0.8125,0.805,0.805,30
12/3/2018 4:45:00 PM,0.805,0.8175,0.805,0.8125,255
12/3/2018 4:44:00 PM,0.81,0.81,0.805,0.805,30
12/3/2018 4:43:00 PM,0.81,0.81,0.81,0.81,40
12/3/2018 4:42:00 PM,0.81,0.81,0.81,0.81,10
12/3/2018 4:41:00 PM,0.8325,0.8325,0.81,0.81,402
12/3/2018 4:40:00 PM,0.81,0.8325,0.81,0.8325,255
12/3/2018 4:39:00 PM,0.8125,0.815,0.81,0.81,205
12/3/2018 4:38:00 PM,0.81,0.8125,0.81,0.8125,80
12/3/2018 4:37:00 PM,0.81,0.81,0.81,0.81,0
12/3/2018 4:36:00 PM,0.815,0.815,0.81,0.81,120
12/3/2018 4:35:00 PM,0.8075,0.815,0.8025,0.815,224
12/3/2018 4:34:00 PM,0.805,0.815,0.805,0.8075,321
12/3/2018 4:33:00 PM,0.8,0.81,0.8,0.805,476
12/3/2018 4:32:00 PM,0.7875,0.8,0.7825,0.8,277
12/3/2018 4:31:00 PM,0.7775,0.7875,0.7775,0.7875,2
12/3/2018 4:30:00 PM,0.7775,0.78,0.775,0.7775,390
12/3/2018 4:29:00 PM,0.7625,0.7775,0.7625,0.7775,52
12/3/2018 4:28:00 PM,0.7625,0.7625,0.7625,0.7625,0
12/3/2018 4:27:00 PM,0.775,0.775,0.7625,0.7625,20
12/3/2018 4:26:00 PM,0.775,0.775,0.775,0.775,0
12/3/2018 4:25:00 PM,0.77,0.78,0.77,0.775,7
12/3/2018 4:24:00 PM,0.765,0.77,0.765,0.77,50
12/3/2018 4:23:00 PM,0.7625,0.765,0.7625,0.765,10
12/3/2018 4:22:00 PM,0.7675,0.7675,0.7625,0.7625,50
12/3/2018 4:21:00 PM,0.7675,0.7675,0.7675,0.7675,0
12/3/2018 4:20:00 PM,0.75,0.7675,0.75,0.7675,160
12/3/2018 4:19:00 PM,0.7525,0.7525,0.75,0.75,91
12/3/2018 4:18:00 PM,0.7525,0.7525,0.7525,0.7525,0
12/3/2018 4:17:00 PM,0.7575,0.7575,0.7525,0.7525,16
12/3/2018 4:16:00 PM,0.765,0.765,0.7575,0.7575,5
12/3/2018 4:15:00 PM,0.77,0.77,0.765,0.765,30
12/3/2018 4:14:00 PM,0.76,0.77,0.76,0.77,20
12/3/2018 4:13:00 PM,0.7675,0.7675,0.76,0.76,500
12/3/2018 4:12:00 PM,0.7725,0.7725,0.765,0.77,15
12/3/2018 4:11:00 PM,0.7725,0.7725,0.7725,0.7725,0
12/3/2018 4:10:00 PM,0.775,0.775,0.7725,0.7725,124
12/3/2018 4:09:00 PM,0.7875,0.7925,0.785,0.79,321
12/3/2018 4:08:00 PM,0.78,0.7875,0.78,0.7875,430
12/3/2018 4:07:00 PM,0.78,0.78,0.7775,0.78,580
12/3/2018 4:06:00 PM,0.79,0.79,0.78,0.78,167
12/3/2018 4:05:00 PM,0.78,0.79,0.78,0.79,443
12/3/2018 4:04:00 PM,0.7525,0.7875,0.7525,0.78,1190
12/3/2018 4:03:00 PM,0.7525,0.7525,0.7525,0.7525,0
12/3/2018 4:02:00 PM,0.76,0.76,0.7525,0.7525,1141
12/3/2018 4:01:00 PM,0.7575,0.76,0.755,0.76,399
12/3/2018 4:00:00 PM,0.755,0.7575,0.755,0.7575,2217
12/3/2018 3:59:00 PM,0.7575,0.7575,0.74,0.755,2143
12/3/2018 3:58:00 PM,0.74,0.7575,0.74,0.7575,2367
12/3/2018 3:57:00 PM,0.725,0.74,0.725,0.74,20
12/3/2018 3:56:00 PM,0.725,0.725,0.725,0.725,0
12/3/2018 3:55:00 PM,0.73,0.73,0.725,0.725,50
12/3/2018 3:54:00 PM,0.73,0.73,0.73,0.73,0
12/3/2018 3:53:00 PM,0.7325,0.7325,0.73,0.73,10
12/3/2018 3:52:00 PM,0.74,0.74,0.7325,0.7325,1
12/3/2018 3:51:00 PM,0.7225,0.74,0.7225,0.74,100
12/3/2018 3:50:00 PM,0.72,0.7225,0.72,0.7225,2
12/3/2018 3:49:00 PM,0.73,0.73,0.7175,0.72,198
12/3/2018 3:48:00 PM,0.73,0.73,0.73,0.73,0
