Date,USDINR18DEC71PE O,USDINR18DEC71PE H,USDINR18DEC71PE L,USDINR18DEC71PE C,USDINR18DEC71PE V
12/3/2018 4:59:00 PM,0.8025,0.8025,0.8025,0.8025,71
12/3/2018 4:58:00 PM,0.8075,0.81,0.8025,0.8025,223
12/3/2018 4:57:00 PM,0.8175,0.8175,0.8075,0.8075,366
12/3/2018 4:56:00 PM,0.8275,0.8275,0.8175,0.8175,447
12/3/2018 4:55:00 PM,0.82,0.8275,0.82,0.8275,1429
12/3/2018 4:54:00 PM,0.8275,0.8275,0.82,0.82,1399
12/3/2018 4:53:00 PM,0.83,0.83,0.825,0.8275,2163
12/3/2018 4:52:00 PM,0.8275,0.83,0.8275,0.83,45
12/3/2018 4:51:00 PM,0.82,0.8275,0.82,0.8275,134
12/3/2018 4:50:00 PM,0.825,0.825,0.8175,0.82,15
12/3/2018 4:49:00 PM,0.8275,0.8275,0.825,0.825,515
12/3/2018 4:48:00 PM,0.825,0.8275,0.825,0.8275,5
12/3/2018 4:47:00 PM,0.825,0.825,0.825,0.825,0
12/3/2018 4:46:00 PM,0.8175,0.825,0.8175,0.825,50
12/3/2018 4:45:00 PM,0.8175,0.8175,0.81,0.8175,150
12/3/2018 4:44:00 PM,0.8175,0.8175,0.8175,0.8175,0
12/3/2018 4:43:00 PM,0.82,0.82,0.8175,0.8175,50
12/3/2018 4:42:00 PM,0.8225,0.8225,0.8175,0.82,129
12/3/2018 4:41:00 PM,0.8,0.8225,0.8,0.8225,2821
12/3/2018 4:40:00 PM,0.8075,0.8125,0.8,0.8,105
12/3/2018 4:39:00 PM,0.815,0.815,0.805,0.8075,3494
12/3/2018 4:38:00 PM,0.83,0.83,0.815,0.815,19
12/3/2018 4:37:00 PM,0.8175,0.83,0.8175,0.83,160
12/3/2018 4:36:00 PM,0.8175,0.8175,0.8175,0.8175,40
12/3/2018 4:35:00 PM,0.82,0.8225,0.8125,0.815,57
12/3/2018 4:34:00 PM,0.825,0.825,0.815,0.82,165
12/3/2018 4:33:00 PM,0.825,0.825,0.8175,0.825,120
12/3/2018 4:32:00 PM,0.8425,0.8425,0.825,0.825,279
12/3/2018 4:31:00 PM,0.8425,0.8425,0.8425,0.8425,0
