Date,NIFTY18DEC11000PE O,NIFTY18DEC11000PE H,NIFTY18DEC11000PE L,NIFTY18DEC11000PE C,NIFTY18DEC11000PE V
12/3/2018 3:29:00 PM,224.95,226.3,222.95,223,16200
12/3/2018 3:28:00 PM,225.05,225.05,224.4,224.95,15825
12/3/2018 3:27:00 PM,225.55,225.95,225,225.05,15450
12/3/2018 3:26:00 PM,226.5,226.7,225.65,225.7,6750
12/3/2018 3:25:00 PM,227.1,227.5,226.55,226.55,4275
12/3/2018 3:24:00 PM,227,227.1,226.6,227.1,4350
12/3/2018 3:23:00 PM,227.1,227.1,226.05,227,5475
12/3/2018 3:22:00 PM,227.3,227.55,226.1,227.1,10500
12/3/2018 3:21:00 PM,228.2,228.2,227,227.3,14550
12/3/2018 3:20:00 PM,228.15,229.85,227.65,229.3,28875
12/3/2018 3:19:00 PM,226.6,228.8,226.5,228.75,21375
12/3/2018 3:18:00 PM,226.9,228,226.5,227.2,22200
12/3/2018 3:17:00 PM,226.35,227.7,226,226.9,8400
12/3/2018 3:16:00 PM,228.95,229.55,226.35,226.35,11775
12/3/2018 3:15:00 PM,229.35,229.9,228.65,229.05,9225
12/3/2018 3:14:00 PM,231.55,231.9,228.9,229.05,9075
12/3/2018 3:13:00 PM,235,235,231.55,231.55,10725
12/3/2018 3:12:00 PM,235.2,235.2,234.05,235,10725
12/3/2018 3:11:00 PM,235.95,237.25,235.05,235.2,6000
12/3/2018 3:10:00 PM,235.8,235.9,234.7,235.55,3900
12/3/2018 3:09:00 PM,234.5,235.8,234,235.8,1650
12/3/2018 3:08:00 PM,234.5,235,233.7,234.5,3975
12/3/2018 3:07:00 PM,234.4,234.5,233.3,234.5,1800
12/3/2018 3:06:00 PM,233,234.95,233,234.4,2475
12/3/2018 3:05:00 PM,236.95,236.95,233.7,233.7,9075
12/3/2018 3:04:00 PM,236.75,236.95,234.3,236.95,16125
12/3/2018 3:03:00 PM,239.05,239.05,236.65,236.75,4800
12/3/2018 3:02:00 PM,237,238.95,236.35,238.95,3600
12/3/2018 3:01:00 PM,234.9,237.95,234.3,237,3750
12/3/2018 3:00:00 PM,235.95,235.95,234.3,234.9,3000
12/3/2018 2:59:00 PM,241.3,241.3,235,236,13275
12/3/2018 2:58:00 PM,241.8,242.55,241.25,241.3,7350
12/3/2018 2:57:00 PM,240.6,242.35,240.6,241.8,1950
12/3/2018 2:56:00 PM,240.7,242.55,240.7,242,6225
12/3/2018 2:55:00 PM,240.5,241.15,239.6,240.7,2250
12/3/2018 2:54:00 PM,242.55,243.6,239.25,240.5,6525
12/3/2018 2:53:00 PM,240.85,243.75,240.85,242.55,7125
12/3/2018 2:52:00 PM,237.95,241,237.1,240.85,12375
12/3/2018 2:51:00 PM,237,237.95,236.5,237.95,2625
12/3/2018 2:50:00 PM,239,239,237,237,4725
12/3/2018 2:49:00 PM,245.5,245.5,238.5,239,9150
12/3/2018 2:48:00 PM,247.75,248.1,245.5,245.5,5925
12/3/2018 2:47:00 PM,247.25,248.65,247.25,247.75,9975
12/3/2018 2:46:00 PM,246.5,247,245.1,247,15975
12/3/2018 2:45:00 PM,245.05,246.6,244.55,246.5,5100
12/3/2018 2:44:00 PM,245.7,246.35,245.5,245.5,2400
