Date,BANKNIFTY06DEC1826800PE O,BANKNIFTY06DEC1826800PE H,BANKNIFTY06DEC1826800PE L,BANKNIFTY06DEC1826800PE C,BANKNIFTY06DEC1826800PE V
12/3/2018 3:29:00 PM,149.15,150,146.8,148,20780
12/3/2018 3:28:00 PM,150.05,150.5,149,149.6,15780
12/3/2018 3:27:00 PM,151,151.2,149.4,150,17780
12/3/2018 3:26:00 PM,151.1,152.1,150.3,150.6,18600
12/3/2018 3:25:00 PM,151.2,151.75,150.6,150.9,17320
12/3/2018 3:24:00 PM,150.65,151.2,149.75,151.2,11500
12/3/2018 3:23:00 PM,150.9,151.6,149.6,150.9,24420
12/3/2018 3:22:00 PM,149.9,151.45,148.8,151.45,15040
12/3/2018 3:21:00 PM,150,150.9,148.35,149.85,20020
12/3/2018 3:20:00 PM,150.65,151.5,149,149.95,35200
12/3/2018 3:19:00 PM,149.65,151.55,149.5,150.2,12500
12/3/2018 3:18:00 PM,150.2,150.55,149.05,149.5,12300
12/3/2018 3:17:00 PM,147.8,150.95,147.7,150.4,15460
12/3/2018 3:16:00 PM,148.6,148.65,147.05,147.45,22320
12/3/2018 3:15:00 PM,147,149,143.85,149,26580
12/3/2018 3:14:00 PM,148.4,149.6,147,147,11060
12/3/2018 3:13:00 PM,150.2,151.6,148.1,148.25,18960
12/3/2018 3:12:00 PM,150.45,151.65,150.05,150.2,10880
12/3/2018 3:11:00 PM,150.65,152.3,149.25,150.45,19140
12/3/2018 3:10:00 PM,151,151.95,149.85,150.8,9840
12/3/2018 3:09:00 PM,149.05,151.85,147.65,151.4,10000
12/3/2018 3:08:00 PM,147.6,149.05,146.4,149.05,10760
12/3/2018 3:07:00 PM,148.65,149.1,147,147.25,5440
12/3/2018 3:06:00 PM,146.15,149.65,145.25,148.55,12660
12/3/2018 3:05:00 PM,150.5,151.95,145.85,145.85,7060
12/3/2018 3:04:00 PM,149.6,152,147.2,151.1,12080
12/3/2018 3:03:00 PM,153.3,154.2,148.75,148.75,9440
12/3/2018 3:02:00 PM,150.95,153.6,150.35,153.6,12480
12/3/2018 3:01:00 PM,144.75,153,144.7,151.1,13620
12/3/2018 3:00:00 PM,144.9,148,144.1,144.75,13900
12/3/2018 2:59:00 PM,152.95,153.05,143,144.75,29120
12/3/2018 2:58:00 PM,155,155.25,152.8,152.95,10360
12/3/2018 2:57:00 PM,153.85,156.3,153.5,155,8780
12/3/2018 2:56:00 PM,154.25,156,152.8,154,8100
12/3/2018 2:55:00 PM,152.15,154.1,151.5,154.1,14540
12/3/2018 2:54:00 PM,154.75,156.8,151.05,152.15,10280
12/3/2018 2:53:00 PM,156.35,157.55,154.35,154.75,9120
12/3/2018 2:52:00 PM,152.15,156,151.05,156,8560
12/3/2018 2:51:00 PM,150.8,153,150.05,152.35,8740
12/3/2018 2:50:00 PM,150.5,151.9,148.95,150.9,14100
12/3/2018 2:49:00 PM,157.25,157.25,150.05,150.05,21540
12/3/2018 2:48:00 PM,161.3,162.3,156.45,157.05,13420
12/3/2018 2:47:00 PM,157.95,162.15,157.75,160.55,16260
12/3/2018 2:46:00 PM,158.9,158.9,156,157.6,6420
12/3/2018 2:45:00 PM,157.9,159.35,155.05,158.9,9560
12/3/2018 2:44:00 PM,159,161.05,157.9,158.5,15180
12/3/2018 2:43:00 PM,160.8,162,158.1,158.95,14740
12/3/2018 2:42:00 PM,159.6,162.8,159.6,160.8,13060
12/3/2018 2:41:00 PM,157.1,160,157.1,160,13040
12/3/2018 2:40:00 PM,155.2,157.3,154.5,157.1,6120
12/3/2018 2:39:00 PM,156.2,156.25,151.15,155.2,8840
12/3/2018 2:38:00 PM,156.45,158.45,155.1,156.2,8840
12/3/2018 2:37:00 PM,156,157.85,154.5,154.8,11800
12/3/2018 2:36:00 PM,150.35,156,149.9,155.05,14560
12/3/2018 2:35:00 PM,154.7,154.7,148.15,150.4,20740
12/3/2018 2:34:00 PM,155.05,155.5,153.65,155.05,10940
12/3/2018 2:33:00 PM,155.1,156.35,153.55,154.35,9060
12/3/2018 2:32:00 PM,157.75,158.15,153.55,155.15,12740
12/3/2018 2:31:00 PM,157.15,159.95,155.9,158.65,18040
12/3/2018 2:30:00 PM,166.2,167.65,156.8,157,27220
12/3/2018 2:29:00 PM,162,168.6,162,165.35,39460
12/3/2018 2:28:00 PM,159,164.2,158.45,162,33320
12/3/2018 2:27:00 PM,159.85,160,157.5,158.8,18980
12/3/2018 2:26:00 PM,157.15,159.25,157.1,158.95,13860
12/3/2018 2:25:00 PM,154.6,158,153,156.4,16760
12/3/2018 2:24:00 PM,152.65,154.4,152.1,154.35,5000
12/3/2018 2:23:00 PM,151.45,152.55,150.5,152,7120
12/3/2018 2:22:00 PM,151,153,150.1,150.4,7020
12/3/2018 2:21:00 PM,148.1,151,148.1,150.9,4820
12/3/2018 2:20:00 PM,149,150.4,148,148.1,9400
