Date,NIFTY18DEC10850CE O,NIFTY18DEC10850CE H,NIFTY18DEC10850CE L,NIFTY18DEC10850CE C,NIFTY18DEC10850CE V
12/3/2018 3:29:00 PM,238.35,239.4,238.05,239.4,1425
12/3/2018 3:28:00 PM,238,238.95,238,238.35,825
12/3/2018 3:27:00 PM,238.8,238.95,238,238,825
12/3/2018 3:26:00 PM,238,238.8,238,238.8,2475
12/3/2018 3:25:00 PM,237.5,237.55,237.2,237.55,225
12/3/2018 3:24:00 PM,238,238.1,237.5,237.5,375
12/3/2018 3:23:00 PM,238,239,238,238,150
12/3/2018 3:22:00 PM,238.4,238.8,237.4,238,675
12/3/2018 3:21:00 PM,237.4,238.5,237.35,238.4,1425
12/3/2018 3:20:00 PM,236.85,238,235.8,237.4,2100
12/3/2018 3:19:00 PM,237.5,238,236.8,236.8,825
12/3/2018 3:18:00 PM,238.05,238.05,237.5,237.5,1050
12/3/2018 3:17:00 PM,238.05,238.05,238.05,238.05,75
12/3/2018 3:16:00 PM,235.75,238.7,235.75,238.05,2550
12/3/2018 3:15:00 PM,235.05,236.5,235.05,235.75,2250
12/3/2018 3:14:00 PM,234,235.6,234,235.05,300
12/3/2018 3:13:00 PM,232.55,234,232.55,234,300
12/3/2018 3:12:00 PM,232,232.55,232,232.55,1425
12/3/2018 3:11:00 PM,231.5,232,231.05,232,450
12/3/2018 3:10:00 PM,232,232.15,231.5,231.5,300
12/3/2018 3:09:00 PM,232,232,232,232,0
12/3/2018 3:08:00 PM,232.2,232.2,232,232,300
12/3/2018 3:07:00 PM,233.5,233.5,232.2,232.2,150
12/3/2018 3:06:00 PM,233.5,233.5,233.5,233.5,0
12/3/2018 3:05:00 PM,231.2,233.5,231.2,233.5,675
12/3/2018 3:04:00 PM,231.8,231.8,231.2,231.2,75
12/3/2018 3:03:00 PM,229.6,231.8,229.6,231.8,75
12/3/2018 3:02:00 PM,234.3,234.3,229.6,229.6,1650
12/3/2018 3:01:00 PM,234.3,234.3,234.3,234.3,225
12/3/2018 3:00:00 PM,232.7,233.9,232.7,233.9,750
12/3/2018 2:59:00 PM,230,232.7,230,232.7,750
12/3/2018 2:58:00 PM,227.85,230,227.85,230,450
12/3/2018 2:57:00 PM,227.95,227.95,227.85,227.85,75
12/3/2018 2:56:00 PM,229.75,229.75,227.95,227.95,225
12/3/2018 2:55:00 PM,227,230.45,227,229.75,600
12/3/2018 2:54:00 PM,227.75,227.75,227,227,300
12/3/2018 2:53:00 PM,229.2,229.2,227,227.75,300
12/3/2018 2:52:00 PM,230.8,230.8,229.2,229.2,525
12/3/2018 2:51:00 PM,230.8,230.8,230.8,230.8,75
12/3/2018 2:50:00 PM,229.45,230.8,229.45,230.8,225
12/3/2018 2:49:00 PM,224,229.45,224,229.45,525
12/3/2018 2:48:00 PM,223.3,224,223.3,224,75
12/3/2018 2:47:00 PM,225.85,225.85,223.1,223.3,1125
12/3/2018 2:46:00 PM,224.9,225.85,224.9,225.85,225
12/3/2018 2:45:00 PM,225,225.65,224.9,224.9,525
12/3/2018 2:44:00 PM,224.15,225.5,224.15,225,150
12/3/2018 2:43:00 PM,224.4,224.4,223.9,224.15,300
12/3/2018 2:42:00 PM,224.2,224.4,223,224.4,675
12/3/2018 2:41:00 PM,226.9,226.9,224.1,224.2,1050
12/3/2018 2:40:00 PM,229.45,229.45,226.9,226.9,75
12/3/2018 2:39:00 PM,227.5,229.45,227.5,229.45,150
12/3/2018 2:38:00 PM,226.5,227.6,226.05,227.5,1650
12/3/2018 2:37:00 PM,228.5,228.5,226.5,226.5,75
12/3/2018 2:36:00 PM,230.6,230.6,228.5,228.5,2175
12/3/2018 2:35:00 PM,231.6,231.6,230.6,230.6,225
12/3/2018 2:34:00 PM,229.85,231.6,229.85,231.6,75
12/3/2018 2:33:00 PM,229.45,229.85,229.45,229.85,75
12/3/2018 2:32:00 PM,226.75,229.45,226.75,229.45,450
12/3/2018 2:31:00 PM,227.25,228.1,226.75,226.75,600
12/3/2018 2:30:00 PM,223.75,227.45,223.75,227.25,375
12/3/2018 2:29:00 PM,222.9,225.2,222.9,223.75,375
12/3/2018 2:28:00 PM,227,227,222.7,222.9,525
12/3/2018 2:27:00 PM,228.75,228.75,227,227,375
12/3/2018 2:26:00 PM,235,235,228.75,228.75,225
12/3/2018 2:25:00 PM,235,235,235,235,0
12/3/2018 2:24:00 PM,235,235,235,235,0
12/3/2018 2:23:00 PM,235,235,235,235,0
12/3/2018 2:22:00 PM,236.05,236.05,235,235,75
12/3/2018 2:21:00 PM,235.3,236.05,235.3,236.05,75
12/3/2018 2:20:00 PM,236.65,236.65,235,235.3,1500
12/3/2018 2:19:00 PM,238.2,238.2,236.65,236.65,75
12/3/2018 2:18:00 PM,236.65,238.2,236.65,238.2,900
12/3/2018 2:17:00 PM,237.2,237.25,236.65,236.65,675
12/3/2018 2:16:00 PM,234.35,237.2,234.35,237.2,150
12/3/2018 2:15:00 PM,230.55,234.35,230.55,234.35,75
12/3/2018 2:14:00 PM,230.55,230.55,230.55,230.55,0
12/3/2018 2:13:00 PM,229.8,230.55,229.8,230.55,75
12/3/2018 2:12:00 PM,231.75,231.75,229.8,229.8,300
12/3/2018 2:11:00 PM,231.75,231.75,231.75,231.75,0
12/3/2018 2:10:00 PM,232.15,232.15,231.75,231.75,150
12/3/2018 2:09:00 PM,228.85,232.15,228.85,232.15,300
