Date,USDINR18DEC71.5CE O,USDINR18DEC71.5CE H,USDINR18DEC71.5CE L,USDINR18DEC71.5CE C,USDINR18DEC71.5CE V
12/3/2018 4:59:00 PM,0.295,0.2975,0.2825,0.295,87
12/3/2018 4:58:00 PM,0.2875,0.3,0.2875,0.295,512
12/3/2018 4:57:00 PM,0.2875,0.2925,0.2875,0.2875,397
12/3/2018 4:56:00 PM,0.295,0.295,0.2875,0.2875,56
12/3/2018 4:55:00 PM,0.295,0.295,0.295,0.295,0
12/3/2018 4:54:00 PM,0.2875,0.295,0.285,0.295,575
12/3/2018 4:53:00 PM,0.29,0.29,0.2875,0.2875,850
12/3/2018 4:52:00 PM,0.295,0.295,0.29,0.29,482
12/3/2018 4:51:00 PM,0.3,0.3,0.295,0.295,568
12/3/2018 4:50:00 PM,0.2975,0.3,0.2975,0.3,17
12/3/2018 4:49:00 PM,0.2975,0.3,0.295,0.2975,707
12/3/2018 4:48:00 PM,0.2925,0.2975,0.2925,0.2975,93
12/3/2018 4:47:00 PM,0.2975,0.2975,0.2925,0.2925,17
12/3/2018 4:46:00 PM,0.2975,0.2975,0.2975,0.2975,0
12/3/2018 4:45:00 PM,0.295,0.3,0.295,0.2975,180
12/3/2018 4:44:00 PM,0.2975,0.2975,0.295,0.295,197
12/3/2018 4:43:00 PM,0.295,0.2975,0.295,0.2975,55
12/3/2018 4:42:00 PM,0.2925,0.295,0.2925,0.295,17
12/3/2018 4:41:00 PM,0.31,0.31,0.2925,0.2925,519
12/3/2018 4:40:00 PM,0.2975,0.31,0.2975,0.31,143
12/3/2018 4:39:00 PM,0.2975,0.3075,0.2975,0.2975,1026
12/3/2018 4:38:00 PM,0.29,0.2975,0.29,0.2975,136
12/3/2018 4:37:00 PM,0.2925,0.2925,0.29,0.29,1608
12/3/2018 4:36:00 PM,0.295,0.295,0.2925,0.2925,65
12/3/2018 4:35:00 PM,0.295,0.295,0.295,0.295,70
12/3/2018 4:34:00 PM,0.2925,0.2975,0.2925,0.295,98
12/3/2018 4:33:00 PM,0.29,0.295,0.29,0.2925,977
12/3/2018 4:32:00 PM,0.2825,0.29,0.2825,0.29,388
12/3/2018 4:31:00 PM,0.2775,0.2825,0.2775,0.2825,29
12/3/2018 4:30:00 PM,0.2775,0.2775,0.2775,0.2775,31
12/3/2018 4:29:00 PM,0.275,0.2775,0.275,0.2775,1520
12/3/2018 4:28:00 PM,0.2725,0.275,0.2725,0.275,3180
12/3/2018 4:27:00 PM,0.275,0.275,0.2725,0.2725,273
12/3/2018 4:26:00 PM,0.2775,0.2775,0.275,0.275,2300
12/3/2018 4:25:00 PM,0.2775,0.2775,0.2775,0.2775,90
12/3/2018 4:24:00 PM,0.27,0.2775,0.27,0.2775,100
12/3/2018 4:23:00 PM,0.27,0.27,0.27,0.27,0
12/3/2018 4:22:00 PM,0.2725,0.2725,0.27,0.27,364
12/3/2018 4:21:00 PM,0.2725,0.2725,0.2725,0.2725,163
12/3/2018 4:20:00 PM,0.2675,0.2725,0.2675,0.2725,177
12/3/2018 4:19:00 PM,0.2675,0.2675,0.2675,0.2675,43
12/3/2018 4:18:00 PM,0.2675,0.2675,0.2675,0.2675,0
12/3/2018 4:17:00 PM,0.27,0.27,0.265,0.2675,850
12/3/2018 4:16:00 PM,0.2675,0.27,0.2675,0.27,56
12/3/2018 4:15:00 PM,0.27,0.27,0.2675,0.2675,1
