Date,USDINR18DEC69.5PE O,USDINR18DEC69.5PE H,USDINR18DEC69.5PE L,USDINR18DEC69.5PE C,USDINR18DEC69.5PE V
12/3/2018 4:59:00 PM,0.1825,0.1825,0.18,0.18,296
12/3/2018 4:58:00 PM,0.1875,0.1875,0.1825,0.1825,192
12/3/2018 4:57:00 PM,0.19,0.195,0.1875,0.1875,358
12/3/2018 4:56:00 PM,0.1925,0.1925,0.19,0.19,165
12/3/2018 4:55:00 PM,0.1925,0.195,0.1925,0.1925,149
12/3/2018 4:54:00 PM,0.195,0.1975,0.1925,0.1925,1139
12/3/2018 4:53:00 PM,0.19,0.195,0.19,0.195,1338
12/3/2018 4:52:00 PM,0.19,0.195,0.19,0.19,355
12/3/2018 4:51:00 PM,0.1925,0.1925,0.19,0.19,1000
12/3/2018 4:50:00 PM,0.19,0.1925,0.19,0.1925,360
12/3/2018 4:49:00 PM,0.195,0.195,0.19,0.19,430
12/3/2018 4:48:00 PM,0.195,0.195,0.1925,0.195,583
12/3/2018 4:47:00 PM,0.195,0.195,0.195,0.195,230
12/3/2018 4:46:00 PM,0.19,0.1925,0.19,0.1925,96
12/3/2018 4:45:00 PM,0.1925,0.1925,0.19,0.19,1000
12/3/2018 4:44:00 PM,0.19,0.1925,0.19,0.1925,510
12/3/2018 4:43:00 PM,0.1925,0.1925,0.1875,0.19,240
12/3/2018 4:42:00 PM,0.1925,0.1925,0.1925,0.1925,0
12/3/2018 4:41:00 PM,0.185,0.1925,0.1825,0.1925,888
12/3/2018 4:40:00 PM,0.1875,0.1875,0.1825,0.185,1250
12/3/2018 4:39:00 PM,0.19,0.19,0.1825,0.1875,695
12/3/2018 4:38:00 PM,0.1925,0.1925,0.1875,0.19,2908
12/3/2018 4:37:00 PM,0.19,0.195,0.1875,0.195,3295
12/3/2018 4:36:00 PM,0.1875,0.1925,0.1875,0.1925,252
12/3/2018 4:35:00 PM,0.19,0.19,0.1875,0.1875,3
12/3/2018 4:34:00 PM,0.19,0.19,0.1875,0.19,656
12/3/2018 4:33:00 PM,0.19,0.19,0.1875,0.19,470
12/3/2018 4:32:00 PM,0.195,0.1975,0.1925,0.1925,455
12/3/2018 4:31:00 PM,0.2,0.2,0.195,0.195,254
12/3/2018 4:30:00 PM,0.2025,0.2025,0.1975,0.2,796
12/3/2018 4:29:00 PM,0.205,0.205,0.2025,0.2025,200
12/3/2018 4:28:00 PM,0.205,0.205,0.205,0.205,0
12/3/2018 4:27:00 PM,0.2025,0.205,0.2025,0.205,169
12/3/2018 4:26:00 PM,0.2,0.2025,0.2,0.2025,173
12/3/2018 4:25:00 PM,0.2,0.2,0.2,0.2,3
12/3/2018 4:24:00 PM,0.205,0.205,0.2,0.2,600
12/3/2018 4:23:00 PM,0.205,0.205,0.205,0.205,0
12/3/2018 4:22:00 PM,0.205,0.205,0.205,0.205,125
12/3/2018 4:21:00 PM,0.205,0.205,0.205,0.205,0
12/3/2018 4:20:00 PM,0.21,0.21,0.205,0.205,883
12/3/2018 4:19:00 PM,0.21,0.21,0.21,0.21,0
12/3/2018 4:18:00 PM,0.21,0.21,0.21,0.21,100
12/3/2018 4:17:00 PM,0.2075,0.21,0.2075,0.21,100
12/3/2018 4:16:00 PM,0.205,0.2075,0.205,0.2075,378
12/3/2018 4:15:00 PM,0.205,0.205,0.205,0.205,678
12/3/2018 4:14:00 PM,0.205,0.2075,0.205,0.205,255
12/3/2018 4:13:00 PM,0.205,0.2075,0.205,0.2075,542
12/3/2018 4:12:00 PM,0.205,0.205,0.205,0.205,38
12/3/2018 4:11:00 PM,0.205,0.205,0.2025,0.205,102
12/3/2018 4:10:00 PM,0.2025,0.205,0.2,0.205,215
12/3/2018 4:09:00 PM,0.2,0.2025,0.1975,0.2025,555
12/3/2018 4:08:00 PM,0.2025,0.2025,0.2,0.2,3
12/3/2018 4:07:00 PM,0.2,0.2025,0.2,0.2025,25
12/3/2018 4:06:00 PM,0.2,0.2,0.1975,0.2,214
12/3/2018 4:05:00 PM,0.1975,0.2,0.1975,0.2,500
12/3/2018 4:04:00 PM,0.2,0.2,0.1975,0.1975,1395
12/3/2018 4:03:00 PM,0.2025,0.2025,0.2,0.2,1603
12/3/2018 4:02:00 PM,0.2075,0.21,0.2025,0.2025,2920
12/3/2018 4:01:00 PM,0.2075,0.21,0.2075,0.2075,872
12/3/2018 4:00:00 PM,0.21,0.2125,0.2075,0.2075,3548
12/3/2018 3:59:00 PM,0.21,0.2125,0.2075,0.21,2028
12/3/2018 3:58:00 PM,0.215,0.215,0.21,0.21,586
12/3/2018 3:57:00 PM,0.215,0.215,0.215,0.215,79
12/3/2018 3:56:00 PM,0.2175,0.2175,0.215,0.215,202
12/3/2018 3:55:00 PM,0.215,0.22,0.215,0.2175,30
12/3/2018 3:54:00 PM,0.2125,0.215,0.2125,0.215,105
