Date,BANKNIFTY06DEC1827200CE O,BANKNIFTY06DEC1827200CE H,BANKNIFTY06DEC1827200CE L,BANKNIFTY06DEC1827200CE C,BANKNIFTY06DEC1827200CE V
12/3/2018 3:29:00 PM,82.8,83,81.5,82,35980
12/3/2018 3:28:00 PM,82,83,82,82.9,24060
12/3/2018 3:27:00 PM,81.35,82.25,81.15,81.9,24160
12/3/2018 3:26:00 PM,80.95,81.6,80.55,81.2,21620
12/3/2018 3:25:00 PM,80.4,80.95,80,80.65,17060
12/3/2018 3:24:00 PM,80.1,80.95,80.05,80.15,22620
12/3/2018 3:23:00 PM,80.7,81.45,79.7,80.45,50980
12/3/2018 3:22:00 PM,81.55,82.25,80.65,80.75,30120
12/3/2018 3:21:00 PM,83.1,83.4,81.5,81.55,22240
12/3/2018 3:20:00 PM,82.4,83.25,82,82.95,50280
12/3/2018 3:19:00 PM,83.15,83.15,82.05,82.25,19520
12/3/2018 3:18:00 PM,83.35,83.55,82.5,83.2,16620
12/3/2018 3:17:00 PM,83.6,84,82.25,83.3,25700
12/3/2018 3:16:00 PM,82.7,84,82.7,84,39740
12/3/2018 3:15:00 PM,83.25,84.3,82.6,82.6,40740
12/3/2018 3:14:00 PM,82.2,83.2,82.1,83,24740
12/3/2018 3:13:00 PM,81.5,82.55,80.95,82.25,22260
12/3/2018 3:12:00 PM,82.3,82.3,81.2,81.5,13420
12/3/2018 3:11:00 PM,82.6,82.6,81,82.4,16660
12/3/2018 3:10:00 PM,80.65,82.25,80.1,82.05,24900
12/3/2018 3:09:00 PM,82.4,83.5,80.2,80.25,22540
12/3/2018 3:08:00 PM,83.85,84,82.45,82.45,9460
12/3/2018 3:07:00 PM,83.4,83.95,82.6,83.6,15740
12/3/2018 3:06:00 PM,84.2,84.3,81.95,83.15,17680
12/3/2018 3:05:00 PM,81.65,84.15,81.15,84.15,19220
12/3/2018 3:04:00 PM,82.05,83.7,81.3,81.9,19440
12/3/2018 3:03:00 PM,79.9,82.9,79.5,82.7,12640
