Date,USDINR18DEC68.5PE O,USDINR18DEC68.5PE H,USDINR18DEC68.5PE L,USDINR18DEC68.5PE C,USDINR18DEC68.5PE V
12/3/2018 4:59:00 PM,0.0575,0.06,0.0575,0.06,10
12/3/2018 4:58:00 PM,0.0575,0.0575,0.0575,0.0575,7
12/3/2018 4:57:00 PM,0.06,0.06,0.0575,0.0575,265
12/3/2018 4:56:00 PM,0.06,0.06,0.06,0.06,0
12/3/2018 4:55:00 PM,0.0575,0.06,0.0575,0.06,100
12/3/2018 4:54:00 PM,0.06,0.06,0.0575,0.0575,300
12/3/2018 4:53:00 PM,0.0575,0.06,0.0575,0.06,326
12/3/2018 4:52:00 PM,0.06,0.06,0.0575,0.0575,224
12/3/2018 4:51:00 PM,0.06,0.06,0.06,0.06,0
12/3/2018 4:50:00 PM,0.06,0.06,0.06,0.06,0
12/3/2018 4:49:00 PM,0.06,0.06,0.06,0.06,0
12/3/2018 4:48:00 PM,0.06,0.06,0.06,0.06,0
12/3/2018 4:47:00 PM,0.06,0.06,0.06,0.06,0
12/3/2018 4:46:00 PM,0.06,0.06,0.0575,0.06,450
12/3/2018 4:45:00 PM,0.06,0.06,0.06,0.06,0
12/3/2018 4:44:00 PM,0.06,0.06,0.06,0.06,0
12/3/2018 4:43:00 PM,0.06,0.06,0.06,0.06,0
12/3/2018 4:42:00 PM,0.06,0.06,0.06,0.06,0
12/3/2018 4:41:00 PM,0.06,0.06,0.06,0.06,65
12/3/2018 4:40:00 PM,0.06,0.06,0.06,0.06,0
12/3/2018 4:39:00 PM,0.06,0.06,0.06,0.06,0
12/3/2018 4:38:00 PM,0.06,0.06,0.06,0.06,321
12/3/2018 4:37:00 PM,0.06,0.06,0.06,0.06,101
12/3/2018 4:36:00 PM,0.06,0.06,0.06,0.06,0
12/3/2018 4:35:00 PM,0.06,0.0625,0.06,0.06,540
12/3/2018 4:34:00 PM,0.06,0.06,0.06,0.06,129
12/3/2018 4:33:00 PM,0.0625,0.0625,0.06,0.06,758
