Date,NIFTY18DEC10700CE O,NIFTY18DEC10700CE H,NIFTY18DEC10700CE L,NIFTY18DEC10700CE C,NIFTY18DEC10700CE V
12/3/2018 3:29:00 PM,341.5,342.75,340.9,340.9,2475
12/3/2018 3:28:00 PM,340.85,341.5,340.25,341.5,1275
12/3/2018 3:27:00 PM,341,342,340.2,340.85,1950
12/3/2018 3:26:00 PM,339.4,341.35,339.4,341,1800
12/3/2018 3:25:00 PM,339,340,339,339.4,3900
12/3/2018 3:24:00 PM,340.1,340.65,339,339,1050
12/3/2018 3:23:00 PM,339.85,340.9,339.35,339.95,3975
12/3/2018 3:22:00 PM,339.75,340,339.75,339.85,750
12/3/2018 3:21:00 PM,338.95,339.75,338.65,339.75,1050
12/3/2018 3:20:00 PM,338.25,339.65,337.05,338.95,10725
12/3/2018 3:19:00 PM,338.7,339,337.75,338.25,3900
12/3/2018 3:18:00 PM,339.2,339.2,338,338.7,1875
12/3/2018 3:17:00 PM,338.4,339.75,338.4,339.2,1125
12/3/2018 3:16:00 PM,335.45,338.95,335.45,338.4,2025
12/3/2018 3:15:00 PM,336,336.65,335.45,335.45,3750
12/3/2018 3:14:00 PM,334.1,336,334.1,336,1275
12/3/2018 3:13:00 PM,331,334.65,330.55,334.1,1050
12/3/2018 3:12:00 PM,328.05,331,328.05,331,300
12/3/2018 3:11:00 PM,330.05,330.05,328.05,328.05,450
12/3/2018 3:10:00 PM,329.6,330.05,329.6,330.05,75
12/3/2018 3:09:00 PM,330.35,330.95,329.6,329.6,300
12/3/2018 3:08:00 PM,331,331,330.35,330.35,75
12/3/2018 3:07:00 PM,330.75,332,330.75,331,150
12/3/2018 3:06:00 PM,331.25,331.7,330.35,330.75,525
12/3/2018 3:05:00 PM,331.45,331.45,330.85,331.25,300
12/3/2018 3:04:00 PM,328.15,332.15,328.15,331.45,975
12/3/2018 3:03:00 PM,326.95,328.15,326.95,328.15,150
12/3/2018 3:02:00 PM,328.95,328.95,326.95,326.95,450
12/3/2018 3:01:00 PM,331,332.4,328.95,328.95,450
12/3/2018 3:00:00 PM,331,332.5,331,331,675
12/3/2018 2:59:00 PM,326.05,331.9,326.05,331,2025
12/3/2018 2:58:00 PM,326,326.05,326,326.05,750
12/3/2018 2:57:00 PM,325.05,326,324.4,326,900
12/3/2018 2:56:00 PM,326.4,326.4,323.65,325.05,1800
12/3/2018 2:55:00 PM,327,327,325.8,326.4,525
12/3/2018 2:54:00 PM,323.55,327.35,323.55,327,750
12/3/2018 2:53:00 PM,326,326,323.4,323.55,600
12/3/2018 2:52:00 PM,328.8,328.8,326,326,2625
12/3/2018 2:51:00 PM,327.85,329,327.85,328.8,375
12/3/2018 2:50:00 PM,324.75,327.95,324.75,327.85,375
12/3/2018 2:49:00 PM,321.4,324.75,321.4,324.75,225
12/3/2018 2:48:00 PM,318.3,321.4,318.3,321.4,75
12/3/2018 2:47:00 PM,321.45,321.45,318.3,318.3,1500
12/3/2018 2:46:00 PM,321.6,321.85,321.45,321.45,225
12/3/2018 2:45:00 PM,320.55,322.25,320.55,321.6,300
12/3/2018 2:44:00 PM,320.4,320.9,320.4,320.55,150
12/3/2018 2:43:00 PM,320.4,320.4,320.4,320.4,0
12/3/2018 2:42:00 PM,320.7,320.7,318.75,320.4,900
12/3/2018 2:41:00 PM,323.55,323.65,320.35,320.7,825
12/3/2018 2:40:00 PM,326.95,326.95,323.55,323.55,375
12/3/2018 2:39:00 PM,325.65,326.95,325.05,326.95,2175
12/3/2018 2:38:00 PM,324.6,325.85,322.8,325.65,2400
12/3/2018 2:37:00 PM,325.2,325.65,323.8,325.05,2100
12/3/2018 2:36:00 PM,330.3,330.3,325.2,325.2,1275
12/3/2018 2:35:00 PM,329.15,330.55,329.15,330.3,525
12/3/2018 2:34:00 PM,328.05,329.15,327.5,329.15,225
12/3/2018 2:33:00 PM,328,328.05,328,328.05,150
12/3/2018 2:32:00 PM,325,328,325,328,975
12/3/2018 2:31:00 PM,325,325,325,325,300
12/3/2018 2:30:00 PM,319,325,319,325,900
12/3/2018 2:29:00 PM,321.45,321.45,317,319,1350
12/3/2018 2:28:00 PM,323.1,323.1,318.15,320.15,7125
12/3/2018 2:27:00 PM,326,326.1,323.1,323.1,2700
12/3/2018 2:26:00 PM,328.1,328.1,326,326,600
12/3/2018 2:25:00 PM,332,332,328.1,328.1,525
12/3/2018 2:24:00 PM,334.25,334.25,332,332,75
12/3/2018 2:23:00 PM,334.25,334.25,334.25,334.25,0
12/3/2018 2:22:00 PM,335.65,335.65,334.25,334.25,150
