Date,USDINR18DEC70.5CE O,USDINR18DEC70.5CE H,USDINR18DEC70.5CE L,USDINR18DEC70.5CE C,USDINR18DEC70.5CE V
12/3/2018 4:59:00 PM,0.6875,0.69,0.675,0.69,223
12/3/2018 4:58:00 PM,0.6775,0.6875,0.6725,0.6875,85
12/3/2018 4:57:00 PM,0.6625,0.6775,0.6625,0.6775,793
12/3/2018 4:56:00 PM,0.6625,0.67,0.6625,0.6625,214
12/3/2018 4:55:00 PM,0.6675,0.6675,0.6625,0.6625,980
12/3/2018 4:54:00 PM,0.6625,0.665,0.66,0.6625,1216
12/3/2018 4:53:00 PM,0.675,0.675,0.665,0.665,1039
12/3/2018 4:52:00 PM,0.67,0.675,0.67,0.675,221
12/3/2018 4:51:00 PM,0.675,0.675,0.67,0.67,1146
12/3/2018 4:50:00 PM,0.68,0.68,0.675,0.675,67
12/3/2018 4:49:00 PM,0.6675,0.68,0.6675,0.68,35
12/3/2018 4:48:00 PM,0.6725,0.6725,0.6675,0.6675,53
12/3/2018 4:47:00 PM,0.6825,0.6825,0.6725,0.6725,3
12/3/2018 4:46:00 PM,0.6825,0.6825,0.6825,0.6825,0
12/3/2018 4:45:00 PM,0.67,0.6825,0.67,0.6825,163
12/3/2018 4:44:00 PM,0.675,0.675,0.67,0.67,20
12/3/2018 4:43:00 PM,0.6775,0.6775,0.675,0.675,185
12/3/2018 4:42:00 PM,0.6675,0.6775,0.6675,0.6775,29
12/3/2018 4:41:00 PM,0.7,0.7,0.6675,0.6675,618
12/3/2018 4:40:00 PM,0.6825,0.7,0.6825,0.7,343
12/3/2018 4:39:00 PM,0.68,0.6925,0.6775,0.6825,629
12/3/2018 4:38:00 PM,0.6675,0.68,0.6675,0.68,157
12/3/2018 4:37:00 PM,0.67,0.67,0.665,0.6675,65
12/3/2018 4:36:00 PM,0.68,0.68,0.67,0.67,92
12/3/2018 4:35:00 PM,0.675,0.68,0.67,0.68,235
12/3/2018 4:34:00 PM,0.6725,0.6825,0.6725,0.675,399
12/3/2018 4:33:00 PM,0.67,0.6725,0.67,0.6725,308
12/3/2018 4:32:00 PM,0.6525,0.6675,0.6525,0.6675,197
12/3/2018 4:31:00 PM,0.65,0.655,0.6475,0.6525,187
12/3/2018 4:30:00 PM,0.6475,0.65,0.645,0.65,509
12/3/2018 4:29:00 PM,0.6375,0.6475,0.6375,0.6475,222
12/3/2018 4:28:00 PM,0.64,0.64,0.6375,0.6375,60
12/3/2018 4:27:00 PM,0.64,0.64,0.64,0.64,0
12/3/2018 4:26:00 PM,0.6475,0.6475,0.64,0.64,84
12/3/2018 4:25:00 PM,0.64,0.65,0.64,0.6475,45
12/3/2018 4:24:00 PM,0.635,0.64,0.635,0.64,45
12/3/2018 4:23:00 PM,0.6375,0.6375,0.635,0.635,226
12/3/2018 4:22:00 PM,0.635,0.635,0.6275,0.6275,396
12/3/2018 4:21:00 PM,0.635,0.6375,0.63,0.635,328
12/3/2018 4:20:00 PM,0.63,0.64,0.63,0.635,1189
12/3/2018 4:19:00 PM,0.6275,0.6275,0.625,0.625,41
12/3/2018 4:18:00 PM,0.6225,0.6275,0.6225,0.6275,270
12/3/2018 4:17:00 PM,0.6275,0.63,0.6225,0.6225,1467
12/3/2018 4:16:00 PM,0.625,0.6325,0.625,0.6275,129
12/3/2018 4:15:00 PM,0.635,0.635,0.625,0.625,201
12/3/2018 4:14:00 PM,0.635,0.6375,0.635,0.635,165
12/3/2018 4:13:00 PM,0.64,0.64,0.63,0.63,55
12/3/2018 4:12:00 PM,0.64,0.64,0.635,0.64,251
12/3/2018 4:11:00 PM,0.6425,0.6425,0.64,0.64,52
12/3/2018 4:10:00 PM,0.6475,0.6475,0.64,0.6425,406
12/3/2018 4:09:00 PM,0.6475,0.6575,0.645,0.6475,375
12/3/2018 4:08:00 PM,0.65,0.65,0.6475,0.6475,160
12/3/2018 4:07:00 PM,0.645,0.65,0.645,0.65,830
12/3/2018 4:06:00 PM,0.6475,0.6525,0.645,0.645,2795
12/3/2018 4:05:00 PM,0.65,0.655,0.6475,0.6475,1363
12/3/2018 4:04:00 PM,0.6425,0.6525,0.6425,0.65,1437
12/3/2018 4:03:00 PM,0.6375,0.6425,0.635,0.6425,107
12/3/2018 4:02:00 PM,0.63,0.6375,0.6275,0.6375,124
12/3/2018 4:01:00 PM,0.63,0.63,0.625,0.63,177
12/3/2018 4:00:00 PM,0.625,0.63,0.6175,0.63,388
12/3/2018 3:59:00 PM,0.625,0.625,0.62,0.625,388
12/3/2018 3:58:00 PM,0.615,0.6275,0.615,0.625,749
12/3/2018 3:57:00 PM,0.605,0.615,0.605,0.615,106
12/3/2018 3:56:00 PM,0.6,0.6025,0.6,0.6025,25
12/3/2018 3:55:00 PM,0.6025,0.6025,0.6,0.6,218
12/3/2018 3:54:00 PM,0.61,0.61,0.605,0.605,1
12/3/2018 3:53:00 PM,0.61,0.61,0.605,0.61,4
12/3/2018 3:52:00 PM,0.6125,0.6125,0.61,0.61,100
12/3/2018 3:51:00 PM,0.5975,0.6125,0.5975,0.6125,1250
12/3/2018 3:50:00 PM,0.6,0.6,0.5975,0.5975,554
12/3/2018 3:49:00 PM,0.6,0.6,0.5925,0.6,1994
12/3/2018 3:48:00 PM,0.6025,0.6025,0.6,0.6,218
12/3/2018 3:47:00 PM,0.615,0.615,0.6025,0.6025,498
12/3/2018 3:46:00 PM,0.605,0.615,0.6025,0.615,169
12/3/2018 3:45:00 PM,0.5975,0.605,0.5975,0.605,1403
12/3/2018 3:44:00 PM,0.58,0.605,0.58,0.5975,1595
12/3/2018 3:43:00 PM,0.57,0.5825,0.57,0.58,1300
12/3/2018 3:42:00 PM,0.5625,0.57,0.5625,0.57,100
12/3/2018 3:41:00 PM,0.565,0.565,0.5625,0.5625,1
12/3/2018 3:40:00 PM,0.565,0.5675,0.565,0.565,1024
12/3/2018 3:39:00 PM,0.57,0.57,0.5625,0.565,1094
12/3/2018 3:38:00 PM,0.565,0.57,0.565,0.57,25
12/3/2018 3:37:00 PM,0.5625,0.5675,0.5625,0.565,80
12/3/2018 3:36:00 PM,0.5625,0.57,0.5625,0.5625,92
12/3/2018 3:35:00 PM,0.5575,0.5625,0.5575,0.5625,3
12/3/2018 3:34:00 PM,0.5625,0.5625,0.5575,0.5575,50
12/3/2018 3:33:00 PM,0.5425,0.565,0.5425,0.5625,223
12/3/2018 3:32:00 PM,0.54,0.5425,0.54,0.54,90
12/3/2018 3:31:00 PM,0.55,0.55,0.54,0.54,420
12/3/2018 3:30:00 PM,0.55,0.55,0.5475,0.55,501
12/3/2018 3:29:00 PM,0.535,0.55,0.535,0.55,109
12/3/2018 3:28:00 PM,0.535,0.535,0.535,0.535,0
12/3/2018 3:27:00 PM,0.5325,0.535,0.5325,0.535,7
12/3/2018 3:26:00 PM,0.5325,0.5325,0.5325,0.5325,0
12/3/2018 3:25:00 PM,0.5375,0.5375,0.5325,0.5325,101
12/3/2018 3:24:00 PM,0.54,0.54,0.5375,0.5375,70
12/3/2018 3:23:00 PM,0.5425,0.5425,0.54,0.54,5
12/3/2018 3:22:00 PM,0.535,0.5425,0.535,0.5425,140
12/3/2018 3:21:00 PM,0.535,0.535,0.535,0.535,0
12/3/2018 3:20:00 PM,0.5425,0.5425,0.535,0.535,2
12/3/2018 3:19:00 PM,0.5475,0.5475,0.5425,0.5425,901
12/3/2018 3:18:00 PM,0.5525,0.5525,0.5475,0.5475,5
12/3/2018 3:17:00 PM,0.5525,0.5525,0.5525,0.5525,300
12/3/2018 3:16:00 PM,0.555,0.555,0.55,0.5525,130
12/3/2018 3:15:00 PM,0.5575,0.5575,0.5525,0.555,185
12/3/2018 3:14:00 PM,0.56,0.56,0.5575,0.5575,111
12/3/2018 3:13:00 PM,0.57,0.57,0.56,0.56,40
12/3/2018 3:12:00 PM,0.57,0.57,0.57,0.57,0
12/3/2018 3:11:00 PM,0.57,0.5775,0.57,0.57,93
12/3/2018 3:10:00 PM,0.57,0.57,0.57,0.57,50
12/3/2018 3:09:00 PM,0.5725,0.5725,0.57,0.57,70
12/3/2018 3:08:00 PM,0.565,0.58,0.565,0.5725,400
12/3/2018 3:07:00 PM,0.56,0.565,0.56,0.565,115
12/3/2018 3:06:00 PM,0.5725,0.5725,0.56,0.56,50
12/3/2018 3:05:00 PM,0.5725,0.5725,0.5725,0.5725,0
12/3/2018 3:04:00 PM,0.5725,0.5725,0.5725,0.5725,27
12/3/2018 3:03:00 PM,0.5725,0.5725,0.5725,0.5725,0
12/3/2018 3:02:00 PM,0.5675,0.5725,0.5675,0.5725,27
12/3/2018 3:01:00 PM,0.5725,0.5725,0.565,0.5675,106
12/3/2018 3:00:00 PM,0.5675,0.5775,0.5675,0.5725,499
12/3/2018 2:59:00 PM,0.5575,0.5675,0.555,0.5675,185
12/3/2018 2:58:00 PM,0.5575,0.5575,0.5575,0.5575,300
12/3/2018 2:57:00 PM,0.5575,0.5575,0.5575,0.5575,1
12/3/2018 2:56:00 PM,0.565,0.565,0.5575,0.5575,108
12/3/2018 2:55:00 PM,0.555,0.565,0.555,0.565,226
12/3/2018 2:54:00 PM,0.55,0.5575,0.55,0.555,228
12/3/2018 2:53:00 PM,0.54,0.55,0.54,0.55,104
12/3/2018 2:52:00 PM,0.54,0.54,0.5375,0.54,54
12/3/2018 2:51:00 PM,0.5325,0.545,0.5325,0.54,490
12/3/2018 2:50:00 PM,0.53,0.5325,0.53,0.5325,100
12/3/2018 2:49:00 PM,0.525,0.5325,0.525,0.53,7
12/3/2018 2:48:00 PM,0.5225,0.525,0.5225,0.525,1
12/3/2018 2:47:00 PM,0.5225,0.5225,0.5225,0.5225,0
12/3/2018 2:46:00 PM,0.525,0.525,0.5225,0.5225,250
12/3/2018 2:45:00 PM,0.52,0.525,0.52,0.525,81
12/3/2018 2:44:00 PM,0.5225,0.5225,0.52,0.52,200
12/3/2018 2:43:00 PM,0.5225,0.525,0.5225,0.5225,1007
12/3/2018 2:42:00 PM,0.52,0.5225,0.52,0.5225,325
12/3/2018 2:41:00 PM,0.5225,0.5225,0.52,0.52,25
12/3/2018 2:40:00 PM,0.5225,0.5225,0.5225,0.5225,0
12/3/2018 2:39:00 PM,0.515,0.5225,0.515,0.5225,47
12/3/2018 2:38:00 PM,0.515,0.515,0.515,0.515,0
12/3/2018 2:37:00 PM,0.515,0.515,0.515,0.515,50
12/3/2018 2:36:00 PM,0.515,0.515,0.5125,0.515,415
12/3/2018 2:35:00 PM,0.52,0.52,0.5125,0.515,3503
12/3/2018 2:34:00 PM,0.52,0.525,0.52,0.52,1173
12/3/2018 2:33:00 PM,0.5225,0.5225,0.52,0.52,1884
12/3/2018 2:32:00 PM,0.525,0.525,0.5225,0.5225,1358
12/3/2018 2:31:00 PM,0.5225,0.525,0.5225,0.525,105
12/3/2018 2:30:00 PM,0.5225,0.525,0.5225,0.5225,225
12/3/2018 2:29:00 PM,0.52,0.5225,0.52,0.5225,20
12/3/2018 2:28:00 PM,0.5225,0.5225,0.52,0.52,61
12/3/2018 2:27:00 PM,0.5225,0.5225,0.5225,0.5225,0
12/3/2018 2:26:00 PM,0.5225,0.5225,0.5225,0.5225,0
12/3/2018 2:25:00 PM,0.5275,0.5275,0.5225,0.5225,510
12/3/2018 2:24:00 PM,0.535,0.535,0.5275,0.5275,342
12/3/2018 2:23:00 PM,0.535,0.535,0.535,0.535,0
12/3/2018 2:22:00 PM,0.53,0.535,0.53,0.535,170
12/3/2018 2:21:00 PM,0.5275,0.53,0.5275,0.53,100
12/3/2018 2:20:00 PM,0.535,0.535,0.5275,0.5275,29
12/3/2018 2:19:00 PM,0.525,0.535,0.525,0.535,14
12/3/2018 2:18:00 PM,0.53,0.53,0.525,0.525,107
12/3/2018 2:17:00 PM,0.53,0.53,0.53,0.53,0
12/3/2018 2:16:00 PM,0.535,0.535,0.53,0.53,10
12/3/2018 2:15:00 PM,0.53,0.535,0.53,0.535,1
12/3/2018 2:14:00 PM,0.53,0.53,0.53,0.53,0
12/3/2018 2:13:00 PM,0.5325,0.5325,0.53,0.53,3
12/3/2018 2:12:00 PM,0.53,0.5325,0.53,0.5325,80
12/3/2018 2:11:00 PM,0.53,0.5325,0.53,0.53,37
12/3/2018 2:10:00 PM,0.53,0.53,0.53,0.53,0
12/3/2018 2:09:00 PM,0.53,0.53,0.53,0.53,0
12/3/2018 2:08:00 PM,0.5275,0.535,0.5275,0.53,140
12/3/2018 2:07:00 PM,0.53,0.53,0.5275,0.5275,537
12/3/2018 2:06:00 PM,0.53,0.53,0.53,0.53,110
12/3/2018 2:05:00 PM,0.5325,0.5325,0.53,0.53,33
12/3/2018 2:04:00 PM,0.525,0.5325,0.525,0.5325,249
12/3/2018 2:03:00 PM,0.525,0.525,0.525,0.525,191
12/3/2018 2:02:00 PM,0.5175,0.525,0.5175,0.525,225
12/3/2018 2:01:00 PM,0.5275,0.5275,0.5175,0.5175,95
12/3/2018 2:00:00 PM,0.5325,0.5325,0.5275,0.5275,30
12/3/2018 1:59:00 PM,0.5325,0.5325,0.5325,0.5325,25
12/3/2018 1:58:00 PM,0.5325,0.535,0.5275,0.5325,774
12/3/2018 1:57:00 PM,0.535,0.535,0.5325,0.5325,83
12/3/2018 1:56:00 PM,0.5375,0.5375,0.5375,0.5375,0
12/3/2018 1:55:00 PM,0.545,0.545,0.5375,0.5375,1129
12/3/2018 1:54:00 PM,0.5425,0.5475,0.5425,0.545,162
12/3/2018 1:53:00 PM,0.5425,0.5425,0.5425,0.5425,143
12/3/2018 1:52:00 PM,0.55,0.55,0.5425,0.5425,1278
12/3/2018 1:51:00 PM,0.55,0.55,0.55,0.55,0
12/3/2018 1:50:00 PM,0.55,0.55,0.5475,0.55,8
12/3/2018 1:49:00 PM,0.5525,0.5525,0.55,0.55,5
12/3/2018 1:48:00 PM,0.555,0.555,0.5525,0.5525,19
12/3/2018 1:47:00 PM,0.56,0.56,0.5525,0.555,202
12/3/2018 1:46:00 PM,0.56,0.56,0.56,0.56,0
12/3/2018 1:45:00 PM,0.575,0.575,0.56,0.56,20
12/3/2018 1:44:00 PM,0.575,0.575,0.575,0.575,0
12/3/2018 1:43:00 PM,0.575,0.575,0.575,0.575,0
12/3/2018 1:42:00 PM,0.575,0.575,0.575,0.575,0
12/3/2018 1:41:00 PM,0.575,0.575,0.575,0.575,0
12/3/2018 1:40:00 PM,0.575,0.575,0.575,0.575,87
12/3/2018 1:39:00 PM,0.575,0.575,0.575,0.575,74
12/3/2018 1:38:00 PM,0.5725,0.5825,0.57,0.5775,220
12/3/2018 1:37:00 PM,0.5775,0.5775,0.57,0.5725,110
12/3/2018 1:36:00 PM,0.58,0.58,0.5775,0.5775,91
12/3/2018 1:35:00 PM,0.5725,0.58,0.5725,0.58,170
12/3/2018 1:34:00 PM,0.5725,0.5725,0.5725,0.5725,0
12/3/2018 1:33:00 PM,0.5825,0.5825,0.5725,0.5725,301
12/3/2018 1:32:00 PM,0.5775,0.5825,0.5775,0.5825,75
12/3/2018 1:31:00 PM,0.5775,0.5775,0.575,0.5775,489
12/3/2018 1:30:00 PM,0.5725,0.5875,0.5725,0.5775,425
12/3/2018 1:29:00 PM,0.5675,0.575,0.5675,0.5725,319
12/3/2018 1:28:00 PM,0.5475,0.5675,0.5475,0.5675,549
12/3/2018 1:27:00 PM,0.55,0.55,0.545,0.5475,371
12/3/2018 1:26:00 PM,0.545,0.555,0.545,0.55,302
12/3/2018 1:25:00 PM,0.545,0.545,0.5425,0.545,3372
12/3/2018 1:24:00 PM,0.55,0.55,0.5425,0.5425,620
12/3/2018 1:23:00 PM,0.54,0.55,0.5375,0.55,289
12/3/2018 1:22:00 PM,0.545,0.545,0.54,0.54,550
12/3/2018 1:21:00 PM,0.54,0.545,0.54,0.545,2319
12/3/2018 1:20:00 PM,0.5425,0.5425,0.54,0.54,300
12/3/2018 1:19:00 PM,0.5425,0.5425,0.5425,0.5425,0
12/3/2018 1:18:00 PM,0.5425,0.5425,0.5425,0.5425,178
12/3/2018 1:17:00 PM,0.545,0.5475,0.5425,0.5425,137
12/3/2018 1:16:00 PM,0.54,0.545,0.54,0.545,121
12/3/2018 1:15:00 PM,0.54,0.54,0.5375,0.54,90
12/3/2018 1:14:00 PM,0.5475,0.5475,0.54,0.54,25
12/3/2018 1:13:00 PM,0.5425,0.5475,0.5375,0.5475,893
12/3/2018 1:12:00 PM,0.5425,0.5425,0.5425,0.5425,11
12/3/2018 1:11:00 PM,0.5475,0.5475,0.5425,0.5425,52
12/3/2018 1:10:00 PM,0.545,0.5475,0.545,0.5475,2
12/3/2018 1:09:00 PM,0.55,0.55,0.545,0.545,100
12/3/2018 1:08:00 PM,0.55,0.55,0.55,0.55,0
12/3/2018 1:07:00 PM,0.545,0.5525,0.545,0.55,229
12/3/2018 1:06:00 PM,0.545,0.545,0.545,0.545,0
12/3/2018 1:05:00 PM,0.5475,0.5475,0.545,0.545,71
12/3/2018 1:04:00 PM,0.545,0.5475,0.545,0.5475,904
12/3/2018 1:03:00 PM,0.54,0.5475,0.54,0.545,500
12/3/2018 1:02:00 PM,0.5375,0.5425,0.5375,0.54,418
12/3/2018 1:01:00 PM,0.54,0.54,0.5375,0.5375,120
12/3/2018 1:00:00 PM,0.55,0.55,0.54,0.54,1
12/3/2018 12:59:00 PM,0.545,0.55,0.545,0.55,30
12/3/2018 12:58:00 PM,0.555,0.555,0.545,0.545,80
12/3/2018 12:57:00 PM,0.555,0.555,0.555,0.555,0
12/3/2018 12:56:00 PM,0.55,0.555,0.55,0.555,30
12/3/2018 12:55:00 PM,0.55,0.55,0.55,0.55,102
12/3/2018 12:54:00 PM,0.5525,0.5525,0.55,0.55,1080
12/3/2018 12:53:00 PM,0.5575,0.5575,0.55,0.5525,460
12/3/2018 12:52:00 PM,0.555,0.5575,0.555,0.5575,22
12/3/2018 12:51:00 PM,0.5625,0.5625,0.555,0.555,185
12/3/2018 12:50:00 PM,0.565,0.565,0.56,0.5625,1063
12/3/2018 12:49:00 PM,0.5775,0.5775,0.565,0.565,155
12/3/2018 12:48:00 PM,0.57,0.5775,0.5625,0.5775,324
12/3/2018 12:47:00 PM,0.59,0.59,0.57,0.57,437
12/3/2018 12:46:00 PM,0.5775,0.59,0.5775,0.59,967
12/3/2018 12:45:00 PM,0.5725,0.5775,0.5725,0.5775,160
12/3/2018 12:44:00 PM,0.57,0.5775,0.57,0.5725,165
12/3/2018 12:43:00 PM,0.5675,0.57,0.5675,0.57,14
12/3/2018 12:42:00 PM,0.5675,0.5675,0.5675,0.5675,0
12/3/2018 12:41:00 PM,0.5675,0.5675,0.5675,0.5675,60
12/3/2018 12:40:00 PM,0.565,0.57,0.565,0.57,378
12/3/2018 12:39:00 PM,0.56,0.565,0.56,0.565,264
12/3/2018 12:38:00 PM,0.5625,0.565,0.56,0.56,109
12/3/2018 12:37:00 PM,0.5625,0.565,0.56,0.5625,250
12/3/2018 12:36:00 PM,0.5675,0.5675,0.565,0.5675,169
12/3/2018 12:35:00 PM,0.5775,0.5775,0.5675,0.5675,710
12/3/2018 12:34:00 PM,0.575,0.5775,0.5725,0.5775,678
12/3/2018 12:33:00 PM,0.5725,0.575,0.5725,0.575,35
12/3/2018 12:32:00 PM,0.5825,0.5825,0.5725,0.5725,1093
12/3/2018 12:31:00 PM,0.58,0.585,0.5725,0.5825,1713
12/3/2018 12:30:00 PM,0.5525,0.58,0.5525,0.58,1601
12/3/2018 12:29:00 PM,0.55,0.5525,0.55,0.5525,70
12/3/2018 12:28:00 PM,0.5575,0.5575,0.55,0.55,185
12/3/2018 12:27:00 PM,0.55,0.5675,0.55,0.5575,1007
12/3/2018 12:26:00 PM,0.5575,0.5575,0.545,0.55,601
12/3/2018 12:25:00 PM,0.555,0.5575,0.55,0.5575,441
12/3/2018 12:24:00 PM,0.545,0.56,0.545,0.555,361
12/3/2018 12:23:00 PM,0.545,0.5525,0.545,0.545,121
12/3/2018 12:22:00 PM,0.5375,0.545,0.5375,0.545,150
12/3/2018 12:21:00 PM,0.5475,0.5475,0.5375,0.5375,70
12/3/2018 12:20:00 PM,0.5475,0.5475,0.535,0.5475,552
12/3/2018 12:19:00 PM,0.5375,0.5475,0.5375,0.5475,2037
12/3/2018 12:18:00 PM,0.5375,0.5525,0.5375,0.5375,598
12/3/2018 12:17:00 PM,0.52,0.5375,0.5175,0.5375,882
12/3/2018 12:16:00 PM,0.505,0.5225,0.505,0.5225,2689
12/3/2018 12:15:00 PM,0.4925,0.505,0.4925,0.505,2450
12/3/2018 12:14:00 PM,0.49,0.4925,0.49,0.4925,1089
12/3/2018 12:13:00 PM,0.4875,0.49,0.485,0.49,296
12/3/2018 12:12:00 PM,0.48,0.4875,0.48,0.4875,75
12/3/2018 12:11:00 PM,0.475,0.48,0.475,0.48,12
12/3/2018 12:10:00 PM,0.475,0.475,0.475,0.475,0
12/3/2018 12:09:00 PM,0.475,0.475,0.475,0.475,0
12/3/2018 12:08:00 PM,0.475,0.475,0.475,0.475,0
12/3/2018 12:07:00 PM,0.475,0.475,0.475,0.475,0
12/3/2018 12:06:00 PM,0.475,0.475,0.475,0.475,0
12/3/2018 12:05:00 PM,0.4725,0.475,0.4725,0.475,49
12/3/2018 12:04:00 PM,0.475,0.475,0.4725,0.4725,240
12/3/2018 12:03:00 PM,0.475,0.475,0.475,0.475,35
12/3/2018 12:02:00 PM,0.47,0.475,0.47,0.475,59
12/3/2018 12:01:00 PM,0.4725,0.4725,0.47,0.47,300
12/3/2018 12:00:00 PM,0.4725,0.4725,0.4725,0.4725,80
12/3/2018 11:59:00 AM,0.48,0.48,0.4725,0.4725,403
12/3/2018 11:58:00 AM,0.4825,0.4825,0.4775,0.48,100
12/3/2018 11:57:00 AM,0.4825,0.4825,0.4825,0.4825,0
12/3/2018 11:56:00 AM,0.4825,0.4825,0.4825,0.4825,25
12/3/2018 11:55:00 AM,0.4875,0.4875,0.4825,0.4825,357
12/3/2018 11:54:00 AM,0.4825,0.4875,0.4825,0.4875,819
12/3/2018 11:53:00 AM,0.4825,0.4825,0.4825,0.4825,300
12/3/2018 11:52:00 AM,0.485,0.485,0.4825,0.4825,775
