Date,BANKNIFTY06DEC1827000CE O,BANKNIFTY06DEC1827000CE H,BANKNIFTY06DEC1827000CE L,BANKNIFTY06DEC1827000CE C,BANKNIFTY06DEC1827000CE V
12/3/2018 3:29:00 PM,149.9,150,146,148,33140
12/3/2018 3:28:00 PM,149.15,150,148.55,150,35100
12/3/2018 3:27:00 PM,147.85,149.05,147.75,148.95,31260
12/3/2018 3:26:00 PM,147,147.95,146.6,147.85,30900
12/3/2018 3:25:00 PM,146.15,147,146,146.75,18420
12/3/2018 3:24:00 PM,146.55,147.4,146.05,146.05,16040
12/3/2018 3:23:00 PM,146.85,147.9,145,146.45,34280
12/3/2018 3:22:00 PM,147.95,149.1,146.3,146.75,18460
12/3/2018 3:21:00 PM,150.5,151,147.55,147.95,37800
12/3/2018 3:20:00 PM,149.55,151,148.35,150.45,44880
12/3/2018 3:19:00 PM,150.65,150.65,148.65,149.45,14200
12/3/2018 3:18:00 PM,150.45,151.25,149.25,150.45,19680
12/3/2018 3:17:00 PM,151.1,151.85,149.1,150.65,22580
12/3/2018 3:16:00 PM,150,152,149.15,152,45380
12/3/2018 3:15:00 PM,150.1,151.85,149.55,149.8,32100
12/3/2018 3:14:00 PM,148.65,150.3,148.5,150,32780
12/3/2018 3:13:00 PM,146.9,149.4,146.75,149,15560
12/3/2018 3:12:00 PM,148.6,148.9,146.75,147.15,11340
12/3/2018 3:11:00 PM,148.6,149,146.4,148.6,19640
12/3/2018 3:10:00 PM,145.75,148.65,145.1,148.45,13240
12/3/2018 3:09:00 PM,149.25,150.15,145.25,146.05,12980
12/3/2018 3:08:00 PM,150.5,151.05,148.85,149.25,8000
12/3/2018 3:07:00 PM,150,150.85,149,150.35,11720
12/3/2018 3:06:00 PM,151.3,151.45,147.65,150,17160
12/3/2018 3:05:00 PM,146.85,151.2,146.45,151.2,7860
12/3/2018 3:04:00 PM,148.1,150,146.15,146.9,20380
12/3/2018 3:03:00 PM,144.75,149.1,144.35,148.55,18400
12/3/2018 3:02:00 PM,148.35,148.8,145,145.15,20800
12/3/2018 3:01:00 PM,153,153.5,145.6,147.9,22120
12/3/2018 3:00:00 PM,154,154.1,151.6,152.8,17480
12/3/2018 2:59:00 PM,148,155,147.85,154.2,38580
12/3/2018 2:58:00 PM,146.6,148.65,145.55,147.4,8360
12/3/2018 2:57:00 PM,147.1,147.7,145,146.6,9720
12/3/2018 2:56:00 PM,146.65,148.45,145.45,147.35,12160
12/3/2018 2:55:00 PM,149.9,149.9,147,147,7120
12/3/2018 2:54:00 PM,147.1,150,145.75,149.9,14020
12/3/2018 2:53:00 PM,147.7,147.75,144.55,147.1,10800
12/3/2018 2:52:00 PM,149.5,151.05,147.5,147.7,13520
12/3/2018 2:51:00 PM,151.3,152.25,149.7,150.55,7380
12/3/2018 2:50:00 PM,152.05,153,150.4,151.35,17080
12/3/2018 2:49:00 PM,148.15,151.75,148,151.75,19000
12/3/2018 2:48:00 PM,144.15,148.8,144,148.7,10100
12/3/2018 2:47:00 PM,146.45,146.45,144.1,145.1,12940
12/3/2018 2:46:00 PM,145.3,148.65,145.3,146.4,10360
12/3/2018 2:45:00 PM,146.8,149.5,145.25,145.75,13300
12/3/2018 2:44:00 PM,145.45,147,144.2,146.8,11220
12/3/2018 2:43:00 PM,144.45,146.95,142.65,145.75,20500
12/3/2018 2:42:00 PM,144.65,144.95,141.9,143.7,8420
12/3/2018 2:41:00 PM,146.6,147,144,144.65,17400
12/3/2018 2:40:00 PM,148.5,149,146.4,146.6,4880
12/3/2018 2:39:00 PM,147,151.5,147,148.5,7120
12/3/2018 2:38:00 PM,147.75,148.7,145,147,8940
12/3/2018 2:37:00 PM,147.4,149.2,144.55,148.95,15880
12/3/2018 2:36:00 PM,153.15,153.15,148.6,148.6,21640
12/3/2018 2:35:00 PM,152,154.35,151.7,153.85,14840
12/3/2018 2:34:00 PM,151.55,152.1,150.5,152,11860
12/3/2018 2:33:00 PM,151,152.4,150.6,151.15,9240
12/3/2018 2:32:00 PM,148.85,151.95,148.75,151,11740
12/3/2018 2:31:00 PM,148,150.35,147.15,148.9,22000
12/3/2018 2:30:00 PM,141.45,148.8,140.9,148.4,31980
12/3/2018 2:29:00 PM,143.15,143.45,138.2,142.65,38160
12/3/2018 2:28:00 PM,146.65,147.3,141,143.2,39180
12/3/2018 2:27:00 PM,146,147.4,145.15,146.6,19200
12/3/2018 2:26:00 PM,147.5,147.95,145.9,146,12060
12/3/2018 2:25:00 PM,152.25,152.5,147.25,147.55,20760
12/3/2018 2:24:00 PM,152.15,152.9,151,152.7,6680
12/3/2018 2:23:00 PM,154.5,154.8,152.15,152.15,10500
