Date,USDINR18DEC70PE O,USDINR18DEC70PE H,USDINR18DEC70PE L,USDINR18DEC70PE C,USDINR18DEC70PE V
12/3/2018 4:59:00 PM,0.31,0.32,0.31,0.32,891
12/3/2018 4:58:00 PM,0.325,0.3275,0.31,0.31,1579
12/3/2018 4:57:00 PM,0.335,0.335,0.325,0.325,1729
12/3/2018 4:56:00 PM,0.3325,0.335,0.33,0.335,1341
12/3/2018 4:55:00 PM,0.33,0.335,0.33,0.3325,723
12/3/2018 4:54:00 PM,0.335,0.3375,0.33,0.33,1146
12/3/2018 4:53:00 PM,0.3325,0.335,0.3325,0.335,913
12/3/2018 4:52:00 PM,0.335,0.335,0.3325,0.3325,914
12/3/2018 4:51:00 PM,0.33,0.335,0.33,0.335,128
12/3/2018 4:50:00 PM,0.3275,0.33,0.3275,0.33,440
12/3/2018 4:49:00 PM,0.3325,0.335,0.3275,0.3275,237
12/3/2018 4:48:00 PM,0.33,0.335,0.33,0.3325,463
12/3/2018 4:47:00 PM,0.3325,0.335,0.33,0.33,492
12/3/2018 4:46:00 PM,0.3325,0.3325,0.33,0.3325,999
12/3/2018 4:45:00 PM,0.3325,0.3325,0.3325,0.3325,0
12/3/2018 4:44:00 PM,0.3325,0.335,0.3325,0.3325,23
12/3/2018 4:43:00 PM,0.33,0.3325,0.33,0.3325,377
12/3/2018 4:42:00 PM,0.335,0.335,0.33,0.33,300
12/3/2018 4:41:00 PM,0.3175,0.335,0.3175,0.335,1471
12/3/2018 4:40:00 PM,0.325,0.3275,0.3175,0.3175,843
12/3/2018 4:39:00 PM,0.33,0.33,0.325,0.325,1347
12/3/2018 4:38:00 PM,0.335,0.335,0.33,0.33,418
12/3/2018 4:37:00 PM,0.335,0.34,0.335,0.3375,1198
12/3/2018 4:36:00 PM,0.33,0.335,0.33,0.335,1235
12/3/2018 4:35:00 PM,0.3325,0.335,0.33,0.33,1121
12/3/2018 4:34:00 PM,0.33,0.3325,0.3275,0.3325,552
12/3/2018 4:33:00 PM,0.3325,0.3325,0.3275,0.33,1634
12/3/2018 4:32:00 PM,0.34,0.3425,0.3325,0.3325,834
12/3/2018 4:31:00 PM,0.3425,0.3425,0.34,0.34,485
12/3/2018 4:30:00 PM,0.345,0.345,0.3425,0.3425,109
12/3/2018 4:29:00 PM,0.35,0.35,0.345,0.345,458
12/3/2018 4:28:00 PM,0.3525,0.3525,0.35,0.35,71
12/3/2018 4:27:00 PM,0.35,0.3525,0.35,0.3525,162
12/3/2018 4:26:00 PM,0.345,0.35,0.345,0.35,236
12/3/2018 4:25:00 PM,0.3475,0.3475,0.3425,0.345,62
12/3/2018 4:24:00 PM,0.3525,0.3525,0.3475,0.3475,61
12/3/2018 4:23:00 PM,0.3525,0.3525,0.3525,0.3525,0
12/3/2018 4:22:00 PM,0.355,0.355,0.35,0.3525,383
12/3/2018 4:21:00 PM,0.355,0.355,0.355,0.355,233
12/3/2018 4:20:00 PM,0.36,0.36,0.355,0.355,101
12/3/2018 4:19:00 PM,0.355,0.36,0.355,0.36,13
12/3/2018 4:18:00 PM,0.3575,0.3575,0.355,0.355,242
12/3/2018 4:17:00 PM,0.355,0.36,0.355,0.3575,751
12/3/2018 4:16:00 PM,0.3575,0.3575,0.3525,0.355,848
12/3/2018 4:15:00 PM,0.35,0.355,0.35,0.355,2630
12/3/2018 4:14:00 PM,0.355,0.355,0.35,0.35,454
12/3/2018 4:13:00 PM,0.35,0.355,0.35,0.355,779
12/3/2018 4:12:00 PM,0.35,0.35,0.3475,0.35,1162
12/3/2018 4:11:00 PM,0.35,0.35,0.3475,0.35,1832
12/3/2018 4:10:00 PM,0.345,0.35,0.345,0.35,1477
12/3/2018 4:09:00 PM,0.345,0.345,0.34,0.345,2444
12/3/2018 4:08:00 PM,0.345,0.345,0.3425,0.345,2101
12/3/2018 4:07:00 PM,0.345,0.3475,0.345,0.345,150
12/3/2018 4:06:00 PM,0.3425,0.345,0.34,0.345,254
12/3/2018 4:05:00 PM,0.3425,0.3425,0.34,0.3425,2503
12/3/2018 4:04:00 PM,0.345,0.3475,0.34,0.3425,2267
12/3/2018 4:03:00 PM,0.3475,0.3475,0.345,0.345,2680
12/3/2018 4:02:00 PM,0.36,0.36,0.3475,0.3475,1338
12/3/2018 4:01:00 PM,0.3575,0.36,0.355,0.36,368
12/3/2018 4:00:00 PM,0.3575,0.36,0.355,0.3575,2388
12/3/2018 3:59:00 PM,0.3575,0.3625,0.3575,0.3575,495
12/3/2018 3:58:00 PM,0.3625,0.365,0.3575,0.3575,771
12/3/2018 3:57:00 PM,0.37,0.37,0.3625,0.3625,689
12/3/2018 3:56:00 PM,0.37,0.37,0.3675,0.37,1251
12/3/2018 3:55:00 PM,0.37,0.375,0.37,0.37,345
12/3/2018 3:54:00 PM,0.3675,0.37,0.3675,0.37,201
12/3/2018 3:53:00 PM,0.37,0.3725,0.3675,0.3675,426
12/3/2018 3:52:00 PM,0.3675,0.37,0.3625,0.37,402
12/3/2018 3:51:00 PM,0.37,0.37,0.365,0.3675,435
12/3/2018 3:50:00 PM,0.375,0.375,0.37,0.37,547
12/3/2018 3:49:00 PM,0.375,0.3775,0.375,0.375,1417
12/3/2018 3:48:00 PM,0.3675,0.375,0.3675,0.375,439
12/3/2018 3:47:00 PM,0.3675,0.3725,0.3675,0.3675,531
12/3/2018 3:46:00 PM,0.37,0.3725,0.365,0.3675,919
