Date,USDINR18DECFUT O,USDINR18DECFUT H,USDINR18DECFUT L,USDINR18DECFUT C,USDINR18DECFUT V
12/3/2018 2:58:00 PM,70.4175,70.42,70.41,70.41,3158
12/3/2018 2:57:00 PM,70.415,70.42,70.41,70.42,1902
12/3/2018 2:56:00 PM,70.4225,70.4275,70.415,70.415,7443
12/3/2018 2:55:00 PM,70.4075,70.4275,70.405,70.4225,6047
12/3/2018 2:54:00 PM,70.3975,70.4125,70.395,70.4075,6072
12/3/2018 2:53:00 PM,70.385,70.4,70.385,70.3975,4156
12/3/2018 2:52:00 PM,70.3775,70.385,70.375,70.385,3486
12/3/2018 2:51:00 PM,70.3625,70.385,70.3625,70.375,4790
12/3/2018 2:50:00 PM,70.36,70.3625,70.3575,70.3625,533
12/3/2018 2:49:00 PM,70.36,70.36,70.3525,70.3575,2271
12/3/2018 2:48:00 PM,70.3425,70.36,70.34,70.36,2254
12/3/2018 2:47:00 PM,70.3425,70.3425,70.34,70.3425,466
12/3/2018 2:46:00 PM,70.345,70.345,70.34,70.3425,1046
12/3/2018 2:45:00 PM,70.3375,70.345,70.3375,70.345,1833
12/3/2018 2:44:00 PM,70.3375,70.3425,70.3375,70.3375,282
12/3/2018 2:43:00 PM,70.3375,70.3425,70.3375,70.3375,1882
12/3/2018 2:42:00 PM,70.3375,70.34,70.335,70.3375,129
12/3/2018 2:41:00 PM,70.3375,70.34,70.3325,70.3375,2893
12/3/2018 2:40:00 PM,70.34,70.345,70.3325,70.3375,663
12/3/2018 2:39:00 PM,70.3375,70.345,70.3325,70.34,1613
12/3/2018 2:38:00 PM,70.325,70.3375,70.3225,70.3375,1178
12/3/2018 2:37:00 PM,70.32,70.33,70.32,70.3225,1753
12/3/2018 2:36:00 PM,70.32,70.32,70.31,70.32,3054
12/3/2018 2:35:00 PM,70.3325,70.335,70.3175,70.32,9970
12/3/2018 2:34:00 PM,70.335,70.34,70.3325,70.335,643
12/3/2018 2:33:00 PM,70.3375,70.34,70.3325,70.335,1668
12/3/2018 2:32:00 PM,70.345,70.345,70.3375,70.3375,781
12/3/2018 2:31:00 PM,70.345,70.355,70.34,70.345,3310
12/3/2018 2:30:00 PM,70.35,70.3525,70.345,70.345,2238
12/3/2018 2:29:00 PM,70.3375,70.3475,70.33,70.345,2451
12/3/2018 2:28:00 PM,70.3425,70.3425,70.3325,70.3375,4410
12/3/2018 2:27:00 PM,70.3425,70.3425,70.335,70.3425,4872
12/3/2018 2:26:00 PM,70.345,70.35,70.3425,70.3425,932
12/3/2018 2:25:00 PM,70.3575,70.365,70.3425,70.345,14595
12/3/2018 2:24:00 PM,70.375,70.375,70.355,70.36,2266
12/3/2018 2:23:00 PM,70.375,70.375,70.3675,70.37,1900
12/3/2018 2:22:00 PM,70.3625,70.3775,70.3625,70.3775,1164
12/3/2018 2:21:00 PM,70.365,70.365,70.36,70.3625,623
12/3/2018 2:20:00 PM,70.37,70.37,70.35,70.365,6003
12/3/2018 2:19:00 PM,70.3575,70.3725,70.3575,70.37,5080
12/3/2018 2:18:00 PM,70.36,70.365,70.355,70.3575,1624
12/3/2018 2:17:00 PM,70.365,70.37,70.3575,70.36,3149
12/3/2018 2:16:00 PM,70.375,70.375,70.3625,70.365,586
12/3/2018 2:15:00 PM,70.38,70.38,70.37,70.375,1213
12/3/2018 2:14:00 PM,70.3725,70.3825,70.37,70.38,2123
12/3/2018 2:13:00 PM,70.3725,70.3725,70.3675,70.3725,829
12/3/2018 2:12:00 PM,70.375,70.375,70.37,70.3725,1639
12/3/2018 2:11:00 PM,70.3675,70.375,70.3675,70.3725,2926
12/3/2018 2:10:00 PM,70.3675,70.3725,70.3675,70.3675,260
12/3/2018 2:09:00 PM,70.365,70.37,70.365,70.3675,946
12/3/2018 2:08:00 PM,70.3775,70.3775,70.365,70.365,1395
12/3/2018 2:07:00 PM,70.365,70.3775,70.3625,70.3775,3492
12/3/2018 2:06:00 PM,70.3625,70.3675,70.3575,70.365,898
12/3/2018 2:05:00 PM,70.3625,70.365,70.355,70.3625,4247
12/3/2018 2:04:00 PM,70.36,70.3675,70.36,70.3625,3600
12/3/2018 2:03:00 PM,70.3525,70.36,70.35,70.36,1922
12/3/2018 2:02:00 PM,70.345,70.3575,70.3425,70.3525,5689
12/3/2018 2:01:00 PM,70.365,70.365,70.33,70.345,12161
12/3/2018 2:00:00 PM,70.37,70.37,70.36,70.365,4824
12/3/2018 1:59:00 PM,70.375,70.375,70.36,70.37,1635
12/3/2018 1:58:00 PM,70.37,70.375,70.3625,70.3675,5840
12/3/2018 1:57:00 PM,70.38,70.3875,70.37,70.37,3082
12/3/2018 1:56:00 PM,70.385,70.39,70.37,70.3725,4695
12/3/2018 1:55:00 PM,70.405,70.405,70.3825,70.385,2814
12/3/2018 1:54:00 PM,70.3925,70.41,70.3875,70.405,3582
12/3/2018 1:53:00 PM,70.39,70.395,70.3875,70.3925,1277
12/3/2018 1:52:00 PM,70.405,70.405,70.3875,70.39,2829
12/3/2018 1:51:00 PM,70.4075,70.4125,70.4025,70.405,1655
12/3/2018 1:50:00 PM,70.41,70.4125,70.4025,70.4075,834
12/3/2018 1:49:00 PM,70.415,70.415,70.4025,70.41,3350
12/3/2018 1:48:00 PM,70.415,70.4175,70.4125,70.415,3240
12/3/2018 1:47:00 PM,70.4125,70.42,70.41,70.415,984
12/3/2018 1:46:00 PM,70.4225,70.4225,70.4075,70.4125,4582
12/3/2018 1:45:00 PM,70.4275,70.4325,70.425,70.4275,1712
12/3/2018 1:44:00 PM,70.44,70.4425,70.425,70.4275,1907
12/3/2018 1:43:00 PM,70.45,70.45,70.44,70.44,1425
12/3/2018 1:42:00 PM,70.4425,70.4525,70.4425,70.45,1163
12/3/2018 1:41:00 PM,70.44,70.4475,70.43,70.4425,7859
12/3/2018 1:40:00 PM,70.4525,70.455,70.4375,70.44,6636
12/3/2018 1:39:00 PM,70.4625,70.4625,70.455,70.46,960
12/3/2018 1:38:00 PM,70.4525,70.47,70.4475,70.4625,7722
12/3/2018 1:37:00 PM,70.46,70.46,70.4475,70.455,1503
12/3/2018 1:36:00 PM,70.465,70.47,70.455,70.4575,1714
12/3/2018 1:35:00 PM,70.455,70.4725,70.4525,70.4675,3095
12/3/2018 1:34:00 PM,70.4625,70.4675,70.4525,70.4525,1134
12/3/2018 1:33:00 PM,70.4625,70.465,70.4525,70.4625,1925
12/3/2018 1:32:00 PM,70.46,70.47,70.4575,70.47,2055
12/3/2018 1:31:00 PM,70.4575,70.4625,70.45,70.46,5699
12/3/2018 1:30:00 PM,70.4375,70.4775,70.43,70.46,9739
12/3/2018 1:29:00 PM,70.4375,70.45,70.4325,70.4375,8965
12/3/2018 1:28:00 PM,70.3925,70.44,70.3925,70.44,7942
12/3/2018 1:27:00 PM,70.405,70.405,70.3875,70.3925,3141
12/3/2018 1:26:00 PM,70.395,70.415,70.395,70.405,6097
12/3/2018 1:25:00 PM,70.395,70.3975,70.3875,70.395,1462
12/3/2018 1:24:00 PM,70.3975,70.4025,70.39,70.4,4361
12/3/2018 1:23:00 PM,70.385,70.4075,70.3825,70.4,2714
12/3/2018 1:22:00 PM,70.3975,70.405,70.385,70.385,1786
12/3/2018 1:21:00 PM,70.3775,70.3975,70.3775,70.3975,2099
12/3/2018 1:20:00 PM,70.3775,70.38,70.37,70.3775,2282
12/3/2018 1:19:00 PM,70.3775,70.38,70.37,70.38,1332
12/3/2018 1:18:00 PM,70.38,70.38,70.375,70.3775,3564
12/3/2018 1:17:00 PM,70.3825,70.39,70.3775,70.3775,6240
12/3/2018 1:16:00 PM,70.3725,70.3825,70.37,70.3825,1177
12/3/2018 1:15:00 PM,70.3725,70.375,70.365,70.3725,2166
12/3/2018 1:14:00 PM,70.375,70.375,70.3675,70.3725,1847
12/3/2018 1:13:00 PM,70.3725,70.385,70.36,70.375,3555
12/3/2018 1:12:00 PM,70.3775,70.3775,70.37,70.3725,3024
12/3/2018 1:11:00 PM,70.3925,70.3925,70.3725,70.3775,1901
12/3/2018 1:10:00 PM,70.385,70.395,70.385,70.3925,921
12/3/2018 1:09:00 PM,70.395,70.395,70.38,70.385,4163
12/3/2018 1:08:00 PM,70.3875,70.4125,70.3825,70.395,3491
12/3/2018 1:07:00 PM,70.395,70.4025,70.385,70.3875,3148
12/3/2018 1:06:00 PM,70.385,70.4025,70.385,70.395,2032
12/3/2018 1:05:00 PM,70.39,70.39,70.3825,70.3875,1646
12/3/2018 1:04:00 PM,70.3875,70.395,70.3825,70.39,3582
12/3/2018 1:03:00 PM,70.38,70.395,70.3775,70.385,2088
12/3/2018 1:02:00 PM,70.3775,70.3875,70.375,70.38,11379
12/3/2018 1:01:00 PM,70.385,70.3875,70.3725,70.3775,7339
12/3/2018 1:00:00 PM,70.395,70.4,70.3825,70.3825,6418
12/3/2018 12:59:00 PM,70.39,70.4025,70.39,70.395,2807
12/3/2018 12:58:00 PM,70.4225,70.4225,70.39,70.39,3286
12/3/2018 12:57:00 PM,70.415,70.425,70.415,70.4225,2296
12/3/2018 12:56:00 PM,70.41,70.42,70.41,70.415,2423
12/3/2018 12:55:00 PM,70.4075,70.415,70.4025,70.41,4012
12/3/2018 12:54:00 PM,70.41,70.4175,70.4075,70.41,9909
12/3/2018 12:53:00 PM,70.42,70.42,70.4,70.41,11080
12/3/2018 12:52:00 PM,70.41,70.42,70.4075,70.42,2570
12/3/2018 12:51:00 PM,70.43,70.4325,70.4075,70.4125,10219
12/3/2018 12:50:00 PM,70.435,70.435,70.4225,70.43,5159
12/3/2018 12:49:00 PM,70.4525,70.455,70.435,70.435,3263
12/3/2018 12:48:00 PM,70.4425,70.455,70.4325,70.4525,13433
12/3/2018 12:47:00 PM,70.485,70.495,70.4375,70.4425,16095
12/3/2018 12:46:00 PM,70.46,70.4825,70.46,70.48,5470
12/3/2018 12:45:00 PM,70.45,70.4625,70.45,70.46,4236
12/3/2018 12:44:00 PM,70.445,70.46,70.435,70.4525,3493
12/3/2018 12:43:00 PM,70.44,70.4475,70.44,70.4425,718
12/3/2018 12:42:00 PM,70.4425,70.4475,70.4375,70.44,1799
12/3/2018 12:41:00 PM,70.445,70.45,70.44,70.44,1366
12/3/2018 12:40:00 PM,70.4425,70.455,70.435,70.4475,7219
12/3/2018 12:39:00 PM,70.4275,70.4425,70.4225,70.44,7250
12/3/2018 12:38:00 PM,70.43,70.4375,70.4275,70.4275,5182
12/3/2018 12:37:00 PM,70.4275,70.435,70.4175,70.43,7479
12/3/2018 12:36:00 PM,70.44,70.445,70.4275,70.4275,9288
12/3/2018 12:35:00 PM,70.4625,70.4625,70.4375,70.44,7469
12/3/2018 12:34:00 PM,70.4475,70.465,70.4475,70.465,7396
12/3/2018 12:33:00 PM,70.4525,70.4575,70.45,70.4525,6911
12/3/2018 12:32:00 PM,70.465,70.47,70.4525,70.4525,6975
12/3/2018 12:31:00 PM,70.4675,70.4875,70.4575,70.465,14180
12/3/2018 12:30:00 PM,70.4175,70.4725,70.4175,70.465,22262
12/3/2018 12:29:00 PM,70.42,70.425,70.41,70.4175,3290
12/3/2018 12:28:00 PM,70.4275,70.4275,70.4125,70.42,3686
12/3/2018 12:27:00 PM,70.405,70.4475,70.405,70.4225,21839
12/3/2018 12:26:00 PM,70.3975,70.4075,70.395,70.405,7562
12/3/2018 12:25:00 PM,70.4025,70.4125,70.3925,70.3975,3789
12/3/2018 12:24:00 PM,70.3925,70.4175,70.3925,70.4025,11111
12/3/2018 12:23:00 PM,70.3875,70.405,70.385,70.395,8096
12/3/2018 12:22:00 PM,70.375,70.39,70.375,70.3875,7519
12/3/2018 12:21:00 PM,70.385,70.39,70.37,70.375,5920
12/3/2018 12:20:00 PM,70.37,70.39,70.3675,70.3825,8640
12/3/2018 12:19:00 PM,70.38,70.3975,70.3675,70.3725,14320
12/3/2018 12:18:00 PM,70.39,70.41,70.3725,70.3775,37217
12/3/2018 12:17:00 PM,70.3425,70.38,70.335,70.375,34276
12/3/2018 12:16:00 PM,70.31,70.35,70.305,70.345,30075
12/3/2018 12:15:00 PM,70.2775,70.3125,70.2725,70.3125,26226
12/3/2018 12:14:00 PM,70.275,70.28,70.2725,70.2775,4034
12/3/2018 12:13:00 PM,70.265,70.275,70.2625,70.275,8549
12/3/2018 12:12:00 PM,70.245,70.26,70.24,70.26,1377
12/3/2018 12:11:00 PM,70.2475,70.2475,70.2425,70.2475,400
12/3/2018 12:10:00 PM,70.2475,70.2525,70.245,70.25,509
12/3/2018 12:09:00 PM,70.245,70.25,70.2425,70.2475,1367
12/3/2018 12:08:00 PM,70.24,70.2475,70.24,70.245,692
12/3/2018 12:07:00 PM,70.2425,70.245,70.2375,70.2425,900
12/3/2018 12:06:00 PM,70.24,70.2475,70.2375,70.2425,863
12/3/2018 12:05:00 PM,70.2375,70.2425,70.235,70.24,2115
12/3/2018 12:04:00 PM,70.2325,70.24,70.2325,70.2375,554
12/3/2018 12:03:00 PM,70.2375,70.2375,70.23,70.2325,1343
12/3/2018 12:02:00 PM,70.2275,70.2375,70.2275,70.2375,886
12/3/2018 12:01:00 PM,70.2275,70.23,70.2225,70.2275,820
12/3/2018 12:00:00 PM,70.2325,70.2325,70.2225,70.2275,864
12/3/2018 11:59:00 AM,70.2325,70.2325,70.2275,70.2325,4907
12/3/2018 11:58:00 AM,70.24,70.245,70.2325,70.2325,3013
12/3/2018 11:57:00 AM,70.2425,70.245,70.24,70.24,5333
12/3/2018 11:56:00 AM,70.2475,70.2475,70.2425,70.2425,814
12/3/2018 11:55:00 AM,70.2575,70.2575,70.2425,70.2475,1370
12/3/2018 11:54:00 AM,70.2475,70.2575,70.2425,70.2575,7800
12/3/2018 11:53:00 AM,70.245,70.2475,70.2425,70.2475,490
12/3/2018 11:52:00 AM,70.25,70.25,70.2425,70.245,3265
12/3/2018 11:51:00 AM,70.25,70.2525,70.2475,70.25,1070
12/3/2018 11:50:00 AM,70.255,70.255,70.2475,70.25,891
12/3/2018 11:49:00 AM,70.25,70.255,70.2475,70.255,1479
12/3/2018 11:48:00 AM,70.2525,70.2575,70.2475,70.25,2126
12/3/2018 11:47:00 AM,70.25,70.2525,70.24,70.2525,2418
12/3/2018 11:46:00 AM,70.24,70.25,70.24,70.25,1165
12/3/2018 11:45:00 AM,70.2425,70.2425,70.2375,70.24,1374
12/3/2018 11:44:00 AM,70.24,70.245,70.2375,70.2425,1536
12/3/2018 11:43:00 AM,70.2375,70.245,70.2325,70.24,1990
12/3/2018 11:42:00 AM,70.2325,70.2425,70.2325,70.2425,951
12/3/2018 11:41:00 AM,70.24,70.24,70.23,70.2325,1168
12/3/2018 11:40:00 AM,70.245,70.255,70.24,70.24,3519
12/3/2018 11:39:00 AM,70.2575,70.2575,70.245,70.245,2282
12/3/2018 11:38:00 AM,70.25,70.2575,70.25,70.2575,4859
12/3/2018 11:37:00 AM,70.2525,70.2525,70.2475,70.25,1372
12/3/2018 11:36:00 AM,70.2475,70.2525,70.245,70.2525,2404
12/3/2018 11:35:00 AM,70.24,70.25,70.24,70.245,582
12/3/2018 11:34:00 AM,70.23,70.2475,70.23,70.24,2884
12/3/2018 11:33:00 AM,70.2225,70.23,70.215,70.23,3552
12/3/2018 11:32:00 AM,70.225,70.2275,70.22,70.2225,2490
12/3/2018 11:31:00 AM,70.235,70.235,70.225,70.225,1169
12/3/2018 11:30:00 AM,70.225,70.235,70.225,70.235,1804
12/3/2018 11:29:00 AM,70.23,70.2325,70.225,70.225,821
12/3/2018 11:28:00 AM,70.235,70.235,70.2275,70.2275,2207
12/3/2018 11:27:00 AM,70.235,70.2425,70.2325,70.2325,5125
12/3/2018 11:26:00 AM,70.225,70.235,70.22,70.235,7151
12/3/2018 11:25:00 AM,70.24,70.24,70.22,70.225,3407
12/3/2018 11:24:00 AM,70.23,70.2425,70.2275,70.24,3579
12/3/2018 11:23:00 AM,70.245,70.245,70.2275,70.2325,5947
12/3/2018 11:22:00 AM,70.26,70.2625,70.245,70.245,4399
12/3/2018 11:21:00 AM,70.255,70.2675,70.255,70.2625,1125
12/3/2018 11:20:00 AM,70.2525,70.255,70.2475,70.255,1838
12/3/2018 11:19:00 AM,70.255,70.255,70.25,70.25,2367
12/3/2018 11:18:00 AM,70.26,70.26,70.2525,70.255,756
12/3/2018 11:17:00 AM,70.2525,70.26,70.25,70.26,2613
12/3/2018 11:16:00 AM,70.26,70.26,70.2525,70.2525,5496
12/3/2018 11:15:00 AM,70.2625,70.27,70.2575,70.26,2843
12/3/2018 11:14:00 AM,70.27,70.2725,70.26,70.26,2444
12/3/2018 11:13:00 AM,70.265,70.275,70.2625,70.27,2656
12/3/2018 11:12:00 AM,70.27,70.28,70.265,70.265,9720
12/3/2018 11:11:00 AM,70.28,70.28,70.27,70.27,7391
12/3/2018 11:10:00 AM,70.29,70.29,70.2775,70.28,4813
12/3/2018 11:09:00 AM,70.2775,70.2925,70.275,70.29,12668
12/3/2018 11:08:00 AM,70.26,70.28,70.2575,70.275,11424
12/3/2018 11:07:00 AM,70.2525,70.26,70.2475,70.2575,6198
12/3/2018 11:06:00 AM,70.24,70.255,70.2375,70.2525,5499
12/3/2018 11:05:00 AM,70.235,70.2425,70.2325,70.2375,3006
12/3/2018 11:04:00 AM,70.2425,70.245,70.235,70.2375,3542
12/3/2018 11:03:00 AM,70.2375,70.245,70.2375,70.2425,1094
12/3/2018 11:02:00 AM,70.225,70.2425,70.2225,70.24,2772
12/3/2018 11:01:00 AM,70.2275,70.2275,70.2225,70.225,441
12/3/2018 11:00:00 AM,70.2125,70.2275,70.2125,70.2275,4069
12/3/2018 10:59:00 AM,70.2175,70.22,70.2125,70.2125,1410
12/3/2018 10:58:00 AM,70.2075,70.2175,70.2075,70.2175,641
12/3/2018 10:57:00 AM,70.205,70.21,70.205,70.2075,803
12/3/2018 10:56:00 AM,70.21,70.21,70.2025,70.205,1049
12/3/2018 10:55:00 AM,70.22,70.22,70.21,70.21,646
12/3/2018 10:54:00 AM,70.215,70.2225,70.2125,70.22,1749
12/3/2018 10:53:00 AM,70.21,70.22,70.2075,70.215,2738
12/3/2018 10:52:00 AM,70.215,70.2175,70.205,70.21,2257
12/3/2018 10:51:00 AM,70.2075,70.215,70.2075,70.215,1421
12/3/2018 10:50:00 AM,70.21,70.2175,70.205,70.2125,2727
12/3/2018 10:49:00 AM,70.2125,70.215,70.2075,70.21,2259
12/3/2018 10:48:00 AM,70.2175,70.2175,70.2125,70.2125,804
12/3/2018 10:47:00 AM,70.22,70.2225,70.2125,70.2175,2917
12/3/2018 10:46:00 AM,70.2075,70.2175,70.2025,70.2175,2369
12/3/2018 10:45:00 AM,70.2125,70.215,70.21,70.215,581
12/3/2018 10:44:00 AM,70.205,70.215,70.205,70.2125,2142
12/3/2018 10:43:00 AM,70.2125,70.215,70.2025,70.2075,5703
