Date,BANKNIFTY06DEC1827100CE O,BANKNIFTY06DEC1827100CE H,BANKNIFTY06DEC1827100CE L,BANKNIFTY06DEC1827100CE C,BANKNIFTY06DEC1827100CE V
12/3/2018 3:29:00 PM,112.85,113.1,110.05,111,24080
12/3/2018 3:28:00 PM,112.6,113,112.2,112.9,22260
12/3/2018 3:27:00 PM,111.25,112.9,111.25,112.45,11500
12/3/2018 3:26:00 PM,110.7,111.8,110.6,111.45,19840
12/3/2018 3:25:00 PM,110.1,111.35,109.9,110.5,17060
12/3/2018 3:24:00 PM,109.7,110.85,109.7,110.1,12300
12/3/2018 3:23:00 PM,110.55,111.45,109.15,110,27660
12/3/2018 3:22:00 PM,111.85,112.7,110.3,110.8,17600
12/3/2018 3:21:00 PM,113.55,114.05,111.55,111.85,19420
12/3/2018 3:20:00 PM,112.5,114.35,111.95,113.5,27920
12/3/2018 3:19:00 PM,113.3,113.6,112.4,112.55,10880
12/3/2018 3:18:00 PM,113.65,114.35,112.8,113.3,12200
12/3/2018 3:17:00 PM,114.35,114.6,112.5,114,13140
12/3/2018 3:16:00 PM,113.4,114.95,112.85,114.95,34180
12/3/2018 3:15:00 PM,113.4,114.95,112.9,112.9,20860
12/3/2018 3:14:00 PM,112.7,113.55,112.2,113.4,15180
12/3/2018 3:13:00 PM,111.5,112.9,110.85,112.7,15400
12/3/2018 3:12:00 PM,112.2,112.35,111.05,111.4,4440
12/3/2018 3:11:00 PM,112.6,112.9,110.55,112.25,15660
12/3/2018 3:10:00 PM,110.2,112.55,109.35,112.1,9580
12/3/2018 3:09:00 PM,112.8,113.8,110,110.05,8780
12/3/2018 3:08:00 PM,113.7,114.85,112.95,112.95,7880
12/3/2018 3:07:00 PM,113.65,114.7,113.1,113.95,6000
12/3/2018 3:06:00 PM,114.45,114.6,112,113.4,7860
12/3/2018 3:05:00 PM,110.95,114.8,110.65,114.8,4700
12/3/2018 3:04:00 PM,112,114.2,110.55,111.3,12100
12/3/2018 3:03:00 PM,109.3,112.85,108.8,112.4,12420
12/3/2018 3:02:00 PM,112.1,112.65,109.1,109.65,9020
12/3/2018 3:01:00 PM,116.5,116.5,110.05,112,14180
12/3/2018 3:00:00 PM,116.25,117,115,116.5,10380
12/3/2018 2:59:00 PM,112.3,117.7,112.3,116.75,21220
12/3/2018 2:58:00 PM,110.8,112.9,110.8,112.3,10000
12/3/2018 2:57:00 PM,112.3,112.3,109.9,110.8,7220
12/3/2018 2:56:00 PM,111.2,112.55,110,111.6,8820
12/3/2018 2:55:00 PM,113.45,113.85,111,111,6500
12/3/2018 2:54:00 PM,111.55,114,110.35,113.45,8140
12/3/2018 2:53:00 PM,112,112.1,109.55,111.55,7660
12/3/2018 2:52:00 PM,113.1,114.75,111.25,112,7040
12/3/2018 2:51:00 PM,115.15,115.45,113.85,113.85,3880
12/3/2018 2:50:00 PM,116,116.7,114.4,114.75,17040
12/3/2018 2:49:00 PM,112.8,115.25,112.7,115.25,13160
12/3/2018 2:48:00 PM,109.95,112.8,109.05,112.8,4200
12/3/2018 2:47:00 PM,111.6,111.6,109.05,110.3,10260
12/3/2018 2:46:00 PM,110.3,112.9,110.3,111.4,2900
12/3/2018 2:45:00 PM,111.5,113.55,110.3,110.5,9280
12/3/2018 2:44:00 PM,110.35,111.3,109.45,111.3,8720
12/3/2018 2:43:00 PM,109.5,111.35,108.05,110.05,15020
12/3/2018 2:42:00 PM,109.85,109.85,107,109,10300
12/3/2018 2:41:00 PM,110.8,111.55,108.9,109.85,8160
12/3/2018 2:40:00 PM,112.95,112.95,110.6,110.6,3020
12/3/2018 2:39:00 PM,111.7,115.5,111.7,112.55,5220
12/3/2018 2:38:00 PM,112,112.2,110.35,111.5,4540
12/3/2018 2:37:00 PM,112,113.05,109.15,113.05,14040
12/3/2018 2:36:00 PM,117.1,117.1,112.15,112.15,17440
12/3/2018 2:35:00 PM,115.3,117.9,115.3,116.95,13640
12/3/2018 2:34:00 PM,114.25,115.8,114.15,115.3,11880
12/3/2018 2:33:00 PM,115.5,115.55,114.25,114.25,6660
12/3/2018 2:32:00 PM,113,115.5,113,115.5,12020
12/3/2018 2:31:00 PM,112.5,114.4,111.9,113,13700
12/3/2018 2:30:00 PM,107.05,113,107,113,19460
12/3/2018 2:29:00 PM,108.7,109,104.75,107.9,22560
12/3/2018 2:28:00 PM,112.1,112.6,106.4,109.15,33520
12/3/2018 2:27:00 PM,110.85,112.2,110,111.5,14380
12/3/2018 2:26:00 PM,112.2,112.4,110.25,111,11680
12/3/2018 2:25:00 PM,115.45,116,112,112.4,10440
12/3/2018 2:24:00 PM,115.7,116.65,114.4,115.45,4000
12/3/2018 2:23:00 PM,117.2,117.8,115.55,115.7,4480
12/3/2018 2:22:00 PM,117.85,118,115.8,117.2,7400
12/3/2018 2:21:00 PM,120,120,117.95,118.15,8200
12/3/2018 2:20:00 PM,119.5,120.5,118.5,120,3960
12/3/2018 2:19:00 PM,121.05,122,118.45,119.5,8460
12/3/2018 2:18:00 PM,119.55,122.6,119.05,120.9,16940
12/3/2018 2:17:00 PM,118.7,119.9,118,119.7,8340
12/3/2018 2:16:00 PM,118.2,119.35,116.85,118.7,8080
12/3/2018 2:15:00 PM,118.95,119,114.5,116.85,7580
12/3/2018 2:14:00 PM,113.3,118.95,112.9,118.95,7900
12/3/2018 2:13:00 PM,113.45,114.3,112.55,112.95,4120
12/3/2018 2:12:00 PM,115.5,116.35,112.25,113.45,5560
12/3/2018 2:11:00 PM,117.45,117.45,115,115.5,4740
12/3/2018 2:10:00 PM,118.05,119.8,117.15,117.25,10700
12/3/2018 2:09:00 PM,116.3,119.9,116,119.35,11940
12/3/2018 2:08:00 PM,114.8,117.05,113.4,116.2,5120
12/3/2018 2:07:00 PM,113.8,116.3,111.85,114.8,8160
12/3/2018 2:06:00 PM,117,117,112.55,114,8720
12/3/2018 2:05:00 PM,112.35,117.35,112.35,116.9,16060
12/3/2018 2:04:00 PM,111.3,113.95,111.15,112.35,10800
12/3/2018 2:03:00 PM,114.15,114.5,110.15,111,22120
12/3/2018 2:02:00 PM,116.9,117.25,114.4,114.95,8980
12/3/2018 2:01:00 PM,112.95,117.55,112.95,116.9,14580
12/3/2018 2:00:00 PM,124.85,125.6,114.15,114.15,18980
12/3/2018 1:59:00 PM,123.65,125.4,123.25,124.85,6880
12/3/2018 1:58:00 PM,125.85,126,123.65,123.65,7540
12/3/2018 1:57:00 PM,128.85,129,125.3,125.6,10220
12/3/2018 1:56:00 PM,127.85,129,126.6,128.65,9180
12/3/2018 1:55:00 PM,125.45,128.15,125.05,128.15,9020
12/3/2018 1:54:00 PM,124.55,125.75,124.05,125.45,8720
12/3/2018 1:53:00 PM,125,125.95,124.5,124.55,4100
12/3/2018 1:52:00 PM,125.6,125.7,124.5,125,4900
12/3/2018 1:51:00 PM,124.3,126.25,124.3,125.6,5000
12/3/2018 1:50:00 PM,125.45,126.5,123.5,124.3,10340
12/3/2018 1:49:00 PM,129.2,129.95,124.35,125.55,23160
12/3/2018 1:48:00 PM,126.15,129,125.75,129,17920
12/3/2018 1:47:00 PM,126,127.05,125.6,125.95,15800
12/3/2018 1:46:00 PM,127.5,127.5,124.1,125.75,7260
12/3/2018 1:45:00 PM,121.05,127.15,121.05,126.5,10820
12/3/2018 1:44:00 PM,124.45,124.6,121.1,121.1,12340
12/3/2018 1:43:00 PM,125.3,127.35,123,124.25,10720
12/3/2018 1:42:00 PM,125.05,126.3,123,124.75,15400
12/3/2018 1:41:00 PM,128.25,129,125.15,125.15,27580
12/3/2018 1:40:00 PM,124.9,127.95,122.6,127.55,27420
12/3/2018 1:39:00 PM,119.2,125.8,118.9,125.1,17300
12/3/2018 1:38:00 PM,118,120,116.85,119.55,11540
12/3/2018 1:37:00 PM,117.35,118.35,116.6,118,4640
12/3/2018 1:36:00 PM,118,118,115.8,117.35,3360
12/3/2018 1:35:00 PM,115,118,114.95,118,10880
12/3/2018 1:34:00 PM,115.55,117.2,115,115,4920
12/3/2018 1:33:00 PM,117.15,119.3,115.55,115.55,8980
12/3/2018 1:32:00 PM,116,118,115.05,117.1,2780
12/3/2018 1:31:00 PM,117,117.7,115,115.25,9120
12/3/2018 1:30:00 PM,119.05,119.95,116,117,11640
12/3/2018 1:29:00 PM,117.7,121.1,116.5,119.25,9500
12/3/2018 1:28:00 PM,117.75,118.5,117,117.5,4760
12/3/2018 1:27:00 PM,120.05,122.6,115.35,117.75,20640
12/3/2018 1:26:00 PM,116.6,122.75,116.6,118.95,32140
12/3/2018 1:25:00 PM,114.35,117,113.7,116.6,4660
12/3/2018 1:24:00 PM,117.15,117.75,114.05,114.5,4360
12/3/2018 1:23:00 PM,116.1,118,113.7,117.15,6360
12/3/2018 1:22:00 PM,112,115.25,112,115.15,11500
12/3/2018 1:21:00 PM,114.6,114.6,111,112.3,12420
12/3/2018 1:20:00 PM,117,117.4,114,114,12540
12/3/2018 1:19:00 PM,117.95,119.15,115.5,117,12880
12/3/2018 1:18:00 PM,119.85,120,117.4,117.95,11700
12/3/2018 1:17:00 PM,116.15,120.85,116.15,119.85,12880
12/3/2018 1:16:00 PM,116,116.45,114.25,116.15,2760
12/3/2018 1:15:00 PM,114.3,117.3,114.3,116.05,8740
12/3/2018 1:14:00 PM,114.35,117.2,114.35,115.45,7040
12/3/2018 1:13:00 PM,114.4,118,113.75,115.9,10300
12/3/2018 1:12:00 PM,112.15,114.4,110.6,114.4,3220
12/3/2018 1:11:00 PM,111.75,114.5,110,112.7,6500
12/3/2018 1:10:00 PM,114.85,114.85,108.95,111.7,10460
12/3/2018 1:09:00 PM,113.9,115.4,113.45,115,8200
12/3/2018 1:08:00 PM,112.95,114,112,113.9,4540
12/3/2018 1:07:00 PM,111.8,114.2,111.5,113.35,14060
12/3/2018 1:06:00 PM,105.8,112.15,105.8,111.25,11460
12/3/2018 1:05:00 PM,107.4,108.25,104.65,105.8,14460
12/3/2018 1:04:00 PM,110.45,110.55,106.7,106.7,4640
12/3/2018 1:03:00 PM,110.6,111.05,109.85,110.05,2580
12/3/2018 1:02:00 PM,108.35,111.3,108.35,110.75,9480
12/3/2018 1:01:00 PM,109.5,110.9,108.35,108.35,7380
12/3/2018 1:00:00 PM,106.65,109.9,106.1,109.5,4420
12/3/2018 12:59:00 PM,104.8,109.3,104.15,107.55,10480
12/3/2018 12:58:00 PM,110,110,103.6,104.75,18640
12/3/2018 12:57:00 PM,111.55,112,109.1,110,6200
12/3/2018 12:56:00 PM,111.2,113.55,110.5,111.6,9580
12/3/2018 12:55:00 PM,111,111.45,109.3,111.2,7460
12/3/2018 12:54:00 PM,109.9,111,108.7,111,5560
12/3/2018 12:53:00 PM,110.05,110.05,108,109.9,5380
12/3/2018 12:52:00 PM,112.15,112.15,110,110,7100
12/3/2018 12:51:00 PM,112.55,112.55,111.25,112.15,4500
12/3/2018 12:50:00 PM,110,113.1,109.5,112.75,4500
12/3/2018 12:49:00 PM,109.7,111.7,108.8,110,4260
12/3/2018 12:48:00 PM,110.5,111.1,109.65,109.7,3800
12/3/2018 12:47:00 PM,109,110.3,108.35,110.3,8960
12/3/2018 12:46:00 PM,112.45,112.45,108.35,109,12120
12/3/2018 12:45:00 PM,115.05,115.05,112.1,112.1,7680
12/3/2018 12:44:00 PM,115.85,116.55,114.6,115.05,5140
12/3/2018 12:43:00 PM,119.25,119.25,115.5,116,6980
12/3/2018 12:42:00 PM,118.95,120.1,118.55,119.25,6400
12/3/2018 12:41:00 PM,120.15,121.25,118.3,118.95,7780
12/3/2018 12:40:00 PM,114.9,121.4,114.9,120.1,17540
12/3/2018 12:39:00 PM,116.55,116.75,114.2,114.9,6200
12/3/2018 12:38:00 PM,116,116.9,115.75,116.55,2540
12/3/2018 12:37:00 PM,115.7,116.5,115.5,116,3740
12/3/2018 12:36:00 PM,117.35,117.75,115,116,9140
12/3/2018 12:35:00 PM,117.65,118,116.4,118,9240
12/3/2018 12:34:00 PM,113.8,118.4,113.3,117.6,18040
12/3/2018 12:33:00 PM,113.35,113.8,112.15,113.8,3420
12/3/2018 12:32:00 PM,112.4,113.7,112.4,112.7,12880
12/3/2018 12:31:00 PM,112,113,111.4,112.4,11300
12/3/2018 12:30:00 PM,111.4,113.25,111.25,112,9960
12/3/2018 12:29:00 PM,110.95,112.55,110.3,111.75,5800
12/3/2018 12:28:00 PM,109,110.95,108.05,110.95,6820
12/3/2018 12:27:00 PM,112.55,112.55,109,109.5,9080
12/3/2018 12:26:00 PM,111.85,113.3,110.15,112.55,7020
12/3/2018 12:25:00 PM,109.2,111,108.75,111,6900
12/3/2018 12:24:00 PM,110.55,111.25,108,109,7160
12/3/2018 12:23:00 PM,110.3,111.75,109.35,110.55,9300
12/3/2018 12:22:00 PM,109.45,110.85,108.5,110.85,3200
12/3/2018 12:21:00 PM,107.2,110.8,107.2,109,8500
