Date,USDINR19JANFUT O,USDINR19JANFUT H,USDINR19JANFUT L,USDINR19JANFUT C,USDINR19JANFUT V
12/3/2018 9:41:00 AM,70.3975,70.41,70.3875,70.41,82
12/3/2018 9:40:00 AM,70.3975,70.4,70.39,70.3975,42
12/3/2018 9:39:00 AM,70.4025,70.4025,70.3925,70.3975,69
12/3/2018 9:38:00 AM,70.42,70.42,70.3925,70.4025,52
12/3/2018 9:37:00 AM,70.4025,70.42,70.395,70.42,177
12/3/2018 9:36:00 AM,70.39,70.4075,70.39,70.4025,53
12/3/2018 9:35:00 AM,70.4,70.4,70.385,70.39,139
12/3/2018 9:34:00 AM,70.4275,70.4275,70.4,70.4,183
12/3/2018 9:33:00 AM,70.4225,70.4375,70.4225,70.4275,300
12/3/2018 9:32:00 AM,70.4475,70.4475,70.42,70.42,330
12/3/2018 9:31:00 AM,70.475,70.475,70.4475,70.4475,1236
12/3/2018 9:30:00 AM,70.445,70.475,70.445,70.475,42
12/3/2018 9:29:00 AM,70.44,70.445,70.4375,70.445,809
12/3/2018 9:28:00 AM,70.4475,70.4525,70.44,70.44,122
12/3/2018 9:27:00 AM,70.435,70.4475,70.43,70.4475,1392
12/3/2018 9:26:00 AM,70.42,70.435,70.42,70.435,345
12/3/2018 9:25:00 AM,70.41,70.4275,70.405,70.42,1843
12/3/2018 9:24:00 AM,70.4275,70.4275,70.41,70.41,1628
12/3/2018 9:23:00 AM,70.44,70.44,70.42,70.425,2165
12/3/2018 9:22:00 AM,70.4275,70.44,70.4275,70.44,377
12/3/2018 9:21:00 AM,70.43,70.4325,70.4225,70.4275,913
12/3/2018 9:20:00 AM,70.44,70.44,70.425,70.43,1225
12/3/2018 9:19:00 AM,70.4375,70.4425,70.435,70.44,1217
12/3/2018 9:18:00 AM,70.465,70.465,70.4375,70.4375,2327
12/3/2018 9:17:00 AM,70.4775,70.4775,70.4625,70.465,394
12/3/2018 9:16:00 AM,70.485,70.4975,70.4725,70.4775,2375
12/3/2018 9:15:00 AM,70.4775,70.485,70.4725,70.485,925
12/3/2018 9:14:00 AM,70.475,70.49,70.46,70.4775,721
12/3/2018 9:13:00 AM,70.4675,70.495,70.4625,70.475,5797
12/3/2018 9:12:00 AM,70.435,70.465,70.435,70.465,2964
12/3/2018 9:11:00 AM,70.42,70.45,70.4175,70.435,517
12/3/2018 9:10:00 AM,70.425,70.43,70.415,70.42,397
12/3/2018 9:09:00 AM,70.4375,70.4375,70.425,70.425,297
12/3/2018 9:08:00 AM,70.41,70.44,70.41,70.4375,491
12/3/2018 9:07:00 AM,70.3825,70.42,70.38,70.41,3946
12/3/2018 9:06:00 AM,70.36,70.4075,70.36,70.385,7258
12/3/2018 9:05:00 AM,70.3325,70.3675,70.3325,70.3675,409
12/3/2018 9:04:00 AM,70.325,70.3575,70.32,70.3325,4622
12/3/2018 9:03:00 AM,70.3125,70.325,70.2875,70.325,3678
12/3/2018 9:02:00 AM,70.32,70.325,70.3125,70.3125,1108
12/3/2018 9:01:00 AM,70.32,70.3375,70.31,70.32,4760
12/3/2018 9:00:00 AM,70.2525,70.32,70.2425,70.32,465
