Date,BANKNIFTY06DEC1827000PE O,BANKNIFTY06DEC1827000PE H,BANKNIFTY06DEC1827000PE L,BANKNIFTY06DEC1827000PE C,BANKNIFTY06DEC1827000PE V
12/3/2018 3:29:00 PM,250.45,252,245,248.95,12360
12/3/2018 3:28:00 PM,250.4,251,249.15,250.3,9320
12/3/2018 3:27:00 PM,251.3,251.8,249.8,250.4,13780
12/3/2018 3:26:00 PM,251.85,253,250.65,251.4,13060
12/3/2018 3:25:00 PM,251.55,252.35,251.25,252.35,13300
12/3/2018 3:24:00 PM,251.25,252,250.1,251.05,3680
12/3/2018 3:23:00 PM,251.5,253,249.55,251,9100
12/3/2018 3:22:00 PM,250.6,252.2,249,252.2,7940
12/3/2018 3:21:00 PM,249.75,251.2,249,250.6,7700
12/3/2018 3:20:00 PM,250.15,251.9,248.55,250.4,10880
12/3/2018 3:19:00 PM,249.35,251.55,249.3,250.15,4620
12/3/2018 3:18:00 PM,248.75,250.95,248,249.35,5860
12/3/2018 3:17:00 PM,246.5,251,246.5,249.7,4280
12/3/2018 3:16:00 PM,247.95,249.3,246.3,246.9,7160
12/3/2018 3:15:00 PM,247.7,249.45,242.3,247.95,10760
12/3/2018 3:14:00 PM,249,250.6,247.45,247.7,8280
12/3/2018 3:13:00 PM,251.95,253.8,249.15,250.6,5560
12/3/2018 3:12:00 PM,253.2,253.55,251.9,251.95,1120
12/3/2018 3:11:00 PM,254.15,255,251,253,4040
12/3/2018 3:10:00 PM,252.4,254.4,252.15,254.15,1920
12/3/2018 3:09:00 PM,250.4,253.95,247.55,252.4,1420
12/3/2018 3:08:00 PM,246.75,250.4,245.85,250.4,1380
12/3/2018 3:07:00 PM,249.25,250.55,246.7,246.9,3960
12/3/2018 3:06:00 PM,244.95,250.95,244.35,249.2,12780
12/3/2018 3:05:00 PM,253.45,254.45,244.95,244.95,2840
12/3/2018 3:04:00 PM,251.05,254,247.65,253.45,4960
12/3/2018 3:03:00 PM,255.35,257,250.35,250.35,3900
12/3/2018 3:02:00 PM,251.55,255.7,251.55,255.35,2900
12/3/2018 3:01:00 PM,245.05,255,245.05,251.55,2900
12/3/2018 3:00:00 PM,244.65,248.4,243.1,243.9,4280
12/3/2018 2:59:00 PM,254.85,254.85,241.9,244.65,10540
12/3/2018 2:58:00 PM,256.55,258,254.85,254.85,1140
12/3/2018 2:57:00 PM,256.7,259.05,255.05,256.55,1920
12/3/2018 2:56:00 PM,257.35,258.55,255,256.7,4580
12/3/2018 2:55:00 PM,253,256.7,252.85,256.6,1740
12/3/2018 2:54:00 PM,257.05,260.5,252.5,253,3440
12/3/2018 2:53:00 PM,257.95,261.25,257.05,257.05,3880
12/3/2018 2:52:00 PM,252.8,257.95,251.8,257.95,1620
12/3/2018 2:51:00 PM,250.65,254.8,250.65,252.8,1260
12/3/2018 2:50:00 PM,252.4,252.7,248,250.65,2560
12/3/2018 2:49:00 PM,261.85,261.85,252.4,252.4,2460
12/3/2018 2:48:00 PM,266,266.8,261.85,261.85,1700
12/3/2018 2:47:00 PM,261,266.9,261,265.8,1620
12/3/2018 2:46:00 PM,262.6,262.6,259.1,261,1880
12/3/2018 2:45:00 PM,263,263,258,262.6,2120
12/3/2018 2:44:00 PM,262.75,265,262.35,263,1520
12/3/2018 2:43:00 PM,265.15,267.9,261.7,262.2,12200
12/3/2018 2:42:00 PM,265,268.6,263.95,266,4840
12/3/2018 2:41:00 PM,260.2,265.3,260.2,265,3400
12/3/2018 2:40:00 PM,257,260.45,256.45,260.2,800
12/3/2018 2:39:00 PM,257.2,259.75,252.6,257,3940
12/3/2018 2:38:00 PM,259,263.3,257.2,257.2,6800
12/3/2018 2:37:00 PM,258.6,261.85,256.95,257.05,5800
12/3/2018 2:36:00 PM,249.5,258.55,249.5,256.5,4640
12/3/2018 2:35:00 PM,255.65,255.65,248.95,249.5,3060
12/3/2018 2:34:00 PM,255,258,255,255.65,2680
12/3/2018 2:33:00 PM,256.15,258.1,255,255,5080
12/3/2018 2:32:00 PM,262,262,255.9,256.15,3980
12/3/2018 2:31:00 PM,261.25,263.85,259,262,2820
12/3/2018 2:30:00 PM,272.25,273.95,260.1,260.1,16060
12/3/2018 2:29:00 PM,267.3,275.95,267.3,272.25,8540
12/3/2018 2:28:00 PM,263.35,269.9,261.8,268,14100
12/3/2018 2:27:00 PM,262.7,263.8,260.6,263.35,9900
12/3/2018 2:26:00 PM,258.2,262.45,258.2,261.25,3680
12/3/2018 2:25:00 PM,255.35,259.75,253.7,259,2880
12/3/2018 2:24:00 PM,253.05,255.4,252.45,255.35,2460
12/3/2018 2:23:00 PM,250,253.05,250,253.05,3880
12/3/2018 2:22:00 PM,250.05,253,249.85,250,3000
12/3/2018 2:21:00 PM,248,251.05,247.35,250.05,1740
12/3/2018 2:20:00 PM,248.05,249.85,246.3,246.3,3140
12/3/2018 2:19:00 PM,243.4,249.2,242.5,248.05,3240
12/3/2018 2:18:00 PM,246.25,246.3,240,243.4,8840
12/3/2018 2:17:00 PM,248.35,250,245.15,247.45,6540
12/3/2018 2:16:00 PM,252.8,253.7,248.95,248.95,3480
12/3/2018 2:15:00 PM,252.2,258.95,249.5,252.8,7820
12/3/2018 2:14:00 PM,262,262,252.55,252.55,5800
12/3/2018 2:13:00 PM,259.8,262.45,259,262,3620
12/3/2018 2:12:00 PM,256.7,261.6,256.7,259.8,1260
12/3/2018 2:11:00 PM,251.1,257.35,251.1,256.7,5060
12/3/2018 2:10:00 PM,247.95,251.65,245.05,249.3,2360
12/3/2018 2:09:00 PM,255.6,255.6,246.25,247.85,1980
12/3/2018 2:08:00 PM,256.85,257.95,254.85,256.55,1340
12/3/2018 2:07:00 PM,259.55,264.9,256.15,256.85,2360
12/3/2018 2:06:00 PM,255.1,261.3,254.15,259.55,3440
12/3/2018 2:05:00 PM,262,262,252.65,254.7,5660
12/3/2018 2:04:00 PM,263.55,265,261.2,262,3960
12/3/2018 2:03:00 PM,260,265.7,259.9,263.55,4620
12/3/2018 2:02:00 PM,256,259.2,255,259.05,2640
12/3/2018 2:01:00 PM,260.3,260.3,254.35,255.05,7840
12/3/2018 2:00:00 PM,246,260.9,245.45,260.9,7280
12/3/2018 1:59:00 PM,247.75,248.7,245.55,246,4360
12/3/2018 1:58:00 PM,242,248.25,242,248.25,1980
12/3/2018 1:57:00 PM,237.9,243.55,237.45,242,3500
12/3/2018 1:56:00 PM,240,242.15,236.55,237.9,2800
12/3/2018 1:55:00 PM,245.75,245.75,238.8,239.25,1820
