Date,USDINR18DEC71CE O,USDINR18DEC71CE H,USDINR18DEC71CE L,USDINR18DEC71CE C,USDINR18DEC71CE V
12/3/2018 4:27:00 PM,0.43,0.43,0.425,0.4275,752
12/3/2018 4:26:00 PM,0.4325,0.435,0.43,0.43,93
12/3/2018 4:25:00 PM,0.4325,0.4375,0.4325,0.4325,491
12/3/2018 4:24:00 PM,0.4275,0.4325,0.4275,0.4325,347
12/3/2018 4:23:00 PM,0.425,0.4275,0.425,0.4275,525
12/3/2018 4:22:00 PM,0.43,0.43,0.4225,0.425,461
12/3/2018 4:21:00 PM,0.4275,0.43,0.425,0.43,355
12/3/2018 4:20:00 PM,0.4225,0.43,0.4225,0.4275,856
12/3/2018 4:19:00 PM,0.4175,0.4225,0.4175,0.4225,586
12/3/2018 4:18:00 PM,0.4175,0.4225,0.4175,0.4175,1161
12/3/2018 4:17:00 PM,0.4225,0.4225,0.4175,0.4175,521
12/3/2018 4:16:00 PM,0.42,0.425,0.42,0.4225,393
12/3/2018 4:15:00 PM,0.43,0.43,0.4225,0.4225,506
12/3/2018 4:14:00 PM,0.425,0.43,0.425,0.43,59
12/3/2018 4:13:00 PM,0.4275,0.4275,0.4225,0.425,2459
12/3/2018 4:12:00 PM,0.4275,0.43,0.4275,0.4275,211
12/3/2018 4:11:00 PM,0.4325,0.4325,0.4275,0.4275,425
12/3/2018 4:10:00 PM,0.435,0.435,0.43,0.4325,400
12/3/2018 4:09:00 PM,0.4375,0.44,0.435,0.435,2358
12/3/2018 4:08:00 PM,0.435,0.44,0.4325,0.4375,236
12/3/2018 4:07:00 PM,0.435,0.435,0.4325,0.435,859
12/3/2018 4:06:00 PM,0.4325,0.435,0.4325,0.435,1101
12/3/2018 4:05:00 PM,0.4325,0.44,0.4325,0.4325,2094
12/3/2018 4:04:00 PM,0.43,0.435,0.43,0.4325,2000
12/3/2018 4:03:00 PM,0.42,0.43,0.42,0.43,4028
12/3/2018 4:02:00 PM,0.415,0.42,0.4125,0.42,999
12/3/2018 4:01:00 PM,0.4125,0.4175,0.4125,0.415,884
12/3/2018 4:00:00 PM,0.4125,0.4125,0.4075,0.4125,419
12/3/2018 3:59:00 PM,0.4125,0.4125,0.405,0.4125,194
12/3/2018 3:58:00 PM,0.4025,0.4125,0.4025,0.4125,995
12/3/2018 3:57:00 PM,0.395,0.4025,0.395,0.4025,75
12/3/2018 3:56:00 PM,0.395,0.3975,0.395,0.395,1113
12/3/2018 3:55:00 PM,0.395,0.395,0.3925,0.395,87
12/3/2018 3:54:00 PM,0.4,0.4,0.395,0.395,291
12/3/2018 3:53:00 PM,0.3975,0.4,0.395,0.4,186
12/3/2018 3:52:00 PM,0.4025,0.4025,0.3975,0.3975,235
12/3/2018 3:51:00 PM,0.395,0.4025,0.395,0.4025,562
12/3/2018 3:50:00 PM,0.39,0.395,0.39,0.395,183
12/3/2018 3:49:00 PM,0.3925,0.3925,0.3875,0.39,431
12/3/2018 3:48:00 PM,0.3975,0.3975,0.3925,0.3925,426
12/3/2018 3:47:00 PM,0.3975,0.3975,0.395,0.3975,178
12/3/2018 3:46:00 PM,0.3975,0.4,0.395,0.3975,639
12/3/2018 3:45:00 PM,0.3925,0.3975,0.3925,0.3975,861
12/3/2018 3:44:00 PM,0.3825,0.395,0.3825,0.3925,989
12/3/2018 3:43:00 PM,0.375,0.3825,0.375,0.3825,613
12/3/2018 3:42:00 PM,0.3675,0.375,0.3675,0.375,159
12/3/2018 3:41:00 PM,0.37,0.37,0.3675,0.3675,412
12/3/2018 3:40:00 PM,0.37,0.37,0.37,0.37,100
12/3/2018 3:39:00 PM,0.3725,0.3725,0.37,0.37,71
12/3/2018 3:38:00 PM,0.3675,0.3725,0.3675,0.3725,120
12/3/2018 3:37:00 PM,0.365,0.365,0.365,0.365,100
12/3/2018 3:36:00 PM,0.365,0.37,0.365,0.3675,337
12/3/2018 3:35:00 PM,0.3625,0.365,0.3625,0.365,210
12/3/2018 3:34:00 PM,0.3675,0.3675,0.3625,0.3625,360
12/3/2018 3:33:00 PM,0.3525,0.3675,0.3525,0.3675,465
12/3/2018 3:32:00 PM,0.3525,0.3525,0.3525,0.3525,0
12/3/2018 3:31:00 PM,0.3575,0.36,0.3525,0.3525,454
12/3/2018 3:30:00 PM,0.36,0.36,0.3575,0.3575,47
12/3/2018 3:29:00 PM,0.35,0.36,0.35,0.36,250
12/3/2018 3:28:00 PM,0.35,0.35,0.35,0.35,0
12/3/2018 3:27:00 PM,0.3525,0.3525,0.35,0.35,10
12/3/2018 3:26:00 PM,0.3475,0.3525,0.3475,0.3525,40
12/3/2018 3:25:00 PM,0.3475,0.3475,0.3475,0.3475,0
12/3/2018 3:24:00 PM,0.35,0.35,0.3475,0.3475,18
12/3/2018 3:23:00 PM,0.355,0.355,0.35,0.35,663
12/3/2018 3:22:00 PM,0.355,0.355,0.3525,0.355,124
12/3/2018 3:21:00 PM,0.3525,0.355,0.35,0.355,348
12/3/2018 3:20:00 PM,0.3525,0.3525,0.35,0.3525,20
12/3/2018 3:19:00 PM,0.355,0.355,0.3525,0.3525,91
12/3/2018 3:18:00 PM,0.3625,0.3625,0.355,0.355,237
12/3/2018 3:17:00 PM,0.36,0.3625,0.36,0.3625,60
12/3/2018 3:16:00 PM,0.3625,0.3625,0.36,0.36,51
12/3/2018 3:15:00 PM,0.3625,0.3625,0.3625,0.3625,3
12/3/2018 3:14:00 PM,0.365,0.365,0.3625,0.3625,160
12/3/2018 3:13:00 PM,0.365,0.365,0.365,0.365,190
12/3/2018 3:12:00 PM,0.3725,0.3725,0.365,0.365,26
12/3/2018 3:11:00 PM,0.3725,0.38,0.3725,0.3725,1361
12/3/2018 3:10:00 PM,0.3725,0.3725,0.3725,0.3725,0
12/3/2018 3:09:00 PM,0.375,0.375,0.3725,0.3725,121
12/3/2018 3:08:00 PM,0.365,0.3775,0.365,0.375,699
12/3/2018 3:07:00 PM,0.3675,0.3675,0.365,0.365,3
12/3/2018 3:06:00 PM,0.3675,0.3675,0.3675,0.3675,0
12/3/2018 3:05:00 PM,0.3675,0.3675,0.365,0.3675,8
12/3/2018 3:04:00 PM,0.365,0.37,0.365,0.3675,30
12/3/2018 3:03:00 PM,0.3675,0.3675,0.365,0.365,50
12/3/2018 3:02:00 PM,0.37,0.3725,0.3675,0.3675,15
12/3/2018 3:01:00 PM,0.37,0.37,0.3675,0.37,162
12/3/2018 3:00:00 PM,0.37,0.375,0.37,0.37,150
12/3/2018 2:59:00 PM,0.3625,0.37,0.3625,0.37,110
12/3/2018 2:58:00 PM,0.3625,0.3625,0.3625,0.3625,0
12/3/2018 2:57:00 PM,0.365,0.365,0.3625,0.3625,20
12/3/2018 2:56:00 PM,0.365,0.3675,0.3625,0.3625,361
12/3/2018 2:55:00 PM,0.36,0.365,0.36,0.365,20
12/3/2018 2:54:00 PM,0.3575,0.36,0.3575,0.36,135
12/3/2018 2:53:00 PM,0.3525,0.3575,0.3525,0.3575,115
12/3/2018 2:52:00 PM,0.35,0.3525,0.35,0.3525,10
12/3/2018 2:51:00 PM,0.3425,0.3525,0.3425,0.35,70
12/3/2018 2:50:00 PM,0.345,0.345,0.3425,0.3425,118
12/3/2018 2:49:00 PM,0.3425,0.345,0.3425,0.345,60
12/3/2018 2:48:00 PM,0.3375,0.3425,0.3375,0.3425,20
12/3/2018 2:47:00 PM,0.3425,0.3425,0.3375,0.3375,95
12/3/2018 2:46:00 PM,0.34,0.3425,0.34,0.3425,6
12/3/2018 2:45:00 PM,0.3375,0.34,0.3375,0.34,10
12/3/2018 2:44:00 PM,0.3375,0.3375,0.3375,0.3375,0
12/3/2018 2:43:00 PM,0.3375,0.3375,0.3375,0.3375,39
12/3/2018 2:42:00 PM,0.3375,0.3375,0.3375,0.3375,0
12/3/2018 2:41:00 PM,0.3375,0.3375,0.3375,0.3375,10
12/3/2018 2:40:00 PM,0.34,0.34,0.3375,0.3375,20
12/3/2018 2:39:00 PM,0.335,0.34,0.335,0.34,43
12/3/2018 2:38:00 PM,0.3325,0.335,0.3325,0.335,272
12/3/2018 2:37:00 PM,0.33,0.3325,0.33,0.3325,170
12/3/2018 2:36:00 PM,0.3325,0.3325,0.33,0.33,1328
12/3/2018 2:35:00 PM,0.3375,0.3375,0.3325,0.3325,1102
12/3/2018 2:34:00 PM,0.3375,0.3375,0.3375,0.3375,68
12/3/2018 2:33:00 PM,0.335,0.3375,0.335,0.3375,3337
12/3/2018 2:32:00 PM,0.34,0.34,0.335,0.335,1052
12/3/2018 2:31:00 PM,0.34,0.34,0.34,0.34,0
12/3/2018 2:30:00 PM,0.335,0.34,0.335,0.34,111
12/3/2018 2:29:00 PM,0.3325,0.335,0.3325,0.335,610
12/3/2018 2:28:00 PM,0.335,0.335,0.3325,0.3325,10
12/3/2018 2:27:00 PM,0.3375,0.3375,0.335,0.335,250
12/3/2018 2:26:00 PM,0.3375,0.3375,0.3375,0.3375,98
12/3/2018 2:25:00 PM,0.3425,0.3425,0.3375,0.3375,20
12/3/2018 2:24:00 PM,0.345,0.345,0.3425,0.3425,10
12/3/2018 2:23:00 PM,0.345,0.345,0.345,0.345,0
12/3/2018 2:22:00 PM,0.3425,0.345,0.3425,0.345,10
12/3/2018 2:21:00 PM,0.34,0.3425,0.34,0.3425,10
12/3/2018 2:20:00 PM,0.345,0.345,0.34,0.34,18
12/3/2018 2:19:00 PM,0.34,0.345,0.34,0.345,15
12/3/2018 2:18:00 PM,0.3425,0.3425,0.34,0.34,5
12/3/2018 2:17:00 PM,0.3425,0.3425,0.3425,0.3425,0
12/3/2018 2:16:00 PM,0.345,0.345,0.3425,0.3425,10
12/3/2018 2:15:00 PM,0.345,0.345,0.345,0.345,401
12/3/2018 2:14:00 PM,0.3425,0.345,0.34,0.345,28
12/3/2018 2:13:00 PM,0.3425,0.3425,0.3425,0.3425,500
12/3/2018 2:12:00 PM,0.345,0.345,0.3425,0.3425,90
12/3/2018 2:11:00 PM,0.3425,0.345,0.3425,0.345,179
12/3/2018 2:10:00 PM,0.3425,0.3425,0.3425,0.3425,0
12/3/2018 2:09:00 PM,0.3425,0.3425,0.3425,0.3425,188
12/3/2018 2:08:00 PM,0.345,0.345,0.3425,0.3425,10
12/3/2018 2:07:00 PM,0.3425,0.345,0.3425,0.345,53
12/3/2018 2:06:00 PM,0.34,0.3425,0.34,0.3425,11
12/3/2018 2:05:00 PM,0.3425,0.3425,0.34,0.34,10
12/3/2018 2:04:00 PM,0.34,0.3425,0.34,0.3425,339
12/3/2018 2:03:00 PM,0.3375,0.34,0.3375,0.34,526
12/3/2018 2:02:00 PM,0.3325,0.3375,0.3325,0.3375,32
12/3/2018 2:01:00 PM,0.34,0.34,0.33,0.3325,196
12/3/2018 2:00:00 PM,0.3425,0.3425,0.34,0.34,390
12/3/2018 1:59:00 PM,0.345,0.345,0.34,0.3425,126
12/3/2018 1:58:00 PM,0.34,0.345,0.34,0.345,353
12/3/2018 1:57:00 PM,0.3425,0.3475,0.34,0.34,80
12/3/2018 1:56:00 PM,0.3475,0.3475,0.3425,0.3425,547
12/3/2018 1:55:00 PM,0.3525,0.3525,0.3475,0.3475,189
12/3/2018 1:54:00 PM,0.35,0.3525,0.35,0.3525,1119
12/3/2018 1:53:00 PM,0.3525,0.3525,0.35,0.35,5130
12/3/2018 1:52:00 PM,0.36,0.36,0.3525,0.3525,49
12/3/2018 1:51:00 PM,0.36,0.36,0.36,0.36,10
12/3/2018 1:50:00 PM,0.36,0.36,0.36,0.36,0
12/3/2018 1:49:00 PM,0.3625,0.3625,0.3575,0.36,410
12/3/2018 1:48:00 PM,0.3625,0.3625,0.3625,0.3625,3
12/3/2018 1:47:00 PM,0.3625,0.3625,0.3625,0.3625,11
12/3/2018 1:46:00 PM,0.3675,0.3675,0.3625,0.3625,137
12/3/2018 1:45:00 PM,0.3675,0.3675,0.3675,0.3675,0
12/3/2018 1:44:00 PM,0.3725,0.3725,0.3675,0.3675,22
12/3/2018 1:43:00 PM,0.375,0.375,0.3725,0.3725,10
12/3/2018 1:42:00 PM,0.375,0.375,0.3725,0.375,310
12/3/2018 1:41:00 PM,0.3725,0.375,0.37,0.375,1041
12/3/2018 1:40:00 PM,0.3775,0.3775,0.3725,0.3725,44
12/3/2018 1:39:00 PM,0.38,0.38,0.3775,0.3775,2
12/3/2018 1:38:00 PM,0.375,0.3825,0.375,0.38,196
12/3/2018 1:37:00 PM,0.3775,0.3775,0.375,0.375,16
12/3/2018 1:36:00 PM,0.3825,0.3825,0.3775,0.3775,20
12/3/2018 1:35:00 PM,0.3775,0.3825,0.3775,0.3825,20
12/3/2018 1:34:00 PM,0.38,0.38,0.3775,0.3775,65
12/3/2018 1:33:00 PM,0.3825,0.3825,0.3775,0.38,158
12/3/2018 1:32:00 PM,0.3775,0.3825,0.3775,0.3825,220
12/3/2018 1:31:00 PM,0.38,0.3825,0.3775,0.3775,48
12/3/2018 1:30:00 PM,0.3725,0.385,0.3725,0.38,735
12/3/2018 1:29:00 PM,0.3725,0.3775,0.3725,0.3725,486
12/3/2018 1:28:00 PM,0.3575,0.3725,0.3575,0.3725,860
12/3/2018 1:27:00 PM,0.36,0.36,0.3575,0.3575,1317
12/3/2018 1:26:00 PM,0.3525,0.3625,0.3525,0.36,2171
12/3/2018 1:25:00 PM,0.355,0.355,0.35,0.3525,70
12/3/2018 1:24:00 PM,0.3575,0.3575,0.3525,0.355,346
12/3/2018 1:23:00 PM,0.3525,0.3575,0.3525,0.3575,281
12/3/2018 1:22:00 PM,0.3575,0.36,0.3525,0.3525,282
12/3/2018 1:21:00 PM,0.3525,0.3575,0.3525,0.3575,149
12/3/2018 1:20:00 PM,0.3525,0.3525,0.35,0.3525,120
12/3/2018 1:19:00 PM,0.3525,0.3525,0.35,0.3525,25
12/3/2018 1:18:00 PM,0.3525,0.3525,0.3525,0.3525,0
12/3/2018 1:17:00 PM,0.3525,0.355,0.3525,0.3525,247
12/3/2018 1:16:00 PM,0.3475,0.3525,0.3475,0.3525,213
12/3/2018 1:15:00 PM,0.35,0.35,0.3475,0.3475,335
12/3/2018 1:14:00 PM,0.355,0.355,0.3475,0.35,388
12/3/2018 1:13:00 PM,0.3525,0.355,0.35,0.355,2243
12/3/2018 1:12:00 PM,0.355,0.355,0.3525,0.3525,300
12/3/2018 1:11:00 PM,0.3575,0.3575,0.355,0.355,10
12/3/2018 1:10:00 PM,0.3575,0.3575,0.3575,0.3575,477
12/3/2018 1:09:00 PM,0.365,0.365,0.355,0.3575,147
12/3/2018 1:08:00 PM,0.3575,0.365,0.355,0.365,265
12/3/2018 1:07:00 PM,0.3625,0.3625,0.3575,0.3575,203
12/3/2018 1:06:00 PM,0.3575,0.3625,0.3575,0.3625,209
12/3/2018 1:05:00 PM,0.3575,0.3575,0.3575,0.3575,11
12/3/2018 1:04:00 PM,0.3575,0.3575,0.3575,0.3575,48
12/3/2018 1:03:00 PM,0.3525,0.3575,0.3525,0.3575,1114
12/3/2018 1:02:00 PM,0.35,0.355,0.35,0.3525,59
12/3/2018 1:01:00 PM,0.355,0.355,0.35,0.35,20
12/3/2018 1:00:00 PM,0.3575,0.3575,0.355,0.355,20
12/3/2018 12:59:00 PM,0.36,0.36,0.3575,0.3575,163
12/3/2018 12:58:00 PM,0.365,0.365,0.3575,0.36,887
12/3/2018 12:57:00 PM,0.365,0.365,0.365,0.365,190
12/3/2018 12:56:00 PM,0.36,0.365,0.36,0.365,590
12/3/2018 12:55:00 PM,0.36,0.36,0.36,0.36,301
12/3/2018 12:54:00 PM,0.36,0.36,0.3575,0.3575,489
12/3/2018 12:53:00 PM,0.365,0.365,0.3575,0.36,602
12/3/2018 12:52:00 PM,0.3625,0.365,0.36,0.365,339
12/3/2018 12:51:00 PM,0.3675,0.3675,0.36,0.3625,165
12/3/2018 12:50:00 PM,0.37,0.37,0.3675,0.3675,110
12/3/2018 12:49:00 PM,0.375,0.375,0.37,0.37,32
12/3/2018 12:48:00 PM,0.3725,0.375,0.3675,0.375,508
12/3/2018 12:47:00 PM,0.3875,0.39,0.3725,0.3725,518
12/3/2018 12:46:00 PM,0.38,0.3875,0.38,0.385,893
12/3/2018 12:45:00 PM,0.375,0.38,0.3725,0.38,634
12/3/2018 12:44:00 PM,0.3725,0.375,0.37,0.375,185
12/3/2018 12:43:00 PM,0.3675,0.3725,0.3675,0.3725,88
12/3/2018 12:42:00 PM,0.37,0.37,0.3675,0.3675,76
12/3/2018 12:41:00 PM,0.37,0.3725,0.37,0.37,51
12/3/2018 12:40:00 PM,0.3675,0.3725,0.3675,0.37,1089
12/3/2018 12:39:00 PM,0.365,0.3675,0.365,0.3675,20
12/3/2018 12:38:00 PM,0.365,0.3675,0.365,0.365,353
12/3/2018 12:37:00 PM,0.37,0.37,0.3625,0.365,906
12/3/2018 12:36:00 PM,0.3675,0.37,0.3675,0.37,403
12/3/2018 12:35:00 PM,0.38,0.38,0.3675,0.3675,1522
12/3/2018 12:34:00 PM,0.375,0.3825,0.3725,0.38,563
12/3/2018 12:33:00 PM,0.375,0.375,0.3725,0.375,225
12/3/2018 12:32:00 PM,0.38,0.38,0.375,0.375,256
12/3/2018 12:31:00 PM,0.3775,0.385,0.375,0.38,2306
12/3/2018 12:30:00 PM,0.36,0.3775,0.36,0.3775,726
12/3/2018 12:29:00 PM,0.36,0.36,0.36,0.36,195
12/3/2018 12:28:00 PM,0.3625,0.3625,0.3575,0.3575,287
12/3/2018 12:27:00 PM,0.3575,0.37,0.3575,0.36,818
12/3/2018 12:26:00 PM,0.3575,0.3575,0.355,0.3575,905
12/3/2018 12:25:00 PM,0.3625,0.3625,0.3575,0.3575,444
12/3/2018 12:24:00 PM,0.355,0.365,0.355,0.3625,952
12/3/2018 12:23:00 PM,0.3525,0.3575,0.3525,0.355,420
12/3/2018 12:22:00 PM,0.3525,0.355,0.35,0.3525,440
12/3/2018 12:21:00 PM,0.3525,0.3525,0.35,0.3525,15
12/3/2018 12:20:00 PM,0.345,0.355,0.345,0.3525,374
12/3/2018 12:19:00 PM,0.3475,0.355,0.3475,0.3475,1526
12/3/2018 12:18:00 PM,0.35,0.3625,0.3475,0.3475,1642
12/3/2018 12:17:00 PM,0.34,0.35,0.3375,0.3475,834
12/3/2018 12:16:00 PM,0.3225,0.34,0.3225,0.34,748
12/3/2018 12:15:00 PM,0.315,0.3225,0.315,0.3225,524
12/3/2018 12:14:00 PM,0.315,0.315,0.315,0.315,50
12/3/2018 12:13:00 PM,0.3125,0.315,0.3125,0.315,330
12/3/2018 12:12:00 PM,0.3075,0.3125,0.3075,0.3125,110
12/3/2018 12:11:00 PM,0.3075,0.31,0.3075,0.3075,21
12/3/2018 12:10:00 PM,0.3075,0.3075,0.3075,0.3075,0
12/3/2018 12:09:00 PM,0.305,0.31,0.305,0.3075,46
12/3/2018 12:08:00 PM,0.305,0.305,0.305,0.305,0
12/3/2018 12:07:00 PM,0.305,0.305,0.305,0.305,0
12/3/2018 12:06:00 PM,0.305,0.305,0.305,0.305,0
12/3/2018 12:05:00 PM,0.305,0.3075,0.305,0.305,25
12/3/2018 12:04:00 PM,0.305,0.305,0.305,0.305,0
12/3/2018 12:03:00 PM,0.305,0.305,0.305,0.305,0
12/3/2018 12:02:00 PM,0.305,0.305,0.305,0.305,52
12/3/2018 12:01:00 PM,0.305,0.305,0.305,0.305,0
12/3/2018 12:00:00 PM,0.305,0.305,0.305,0.305,0
12/3/2018 11:59:00 AM,0.3075,0.3075,0.305,0.305,120
12/3/2018 11:58:00 AM,0.31,0.31,0.3075,0.3075,50
12/3/2018 11:57:00 AM,0.31,0.31,0.31,0.31,0
12/3/2018 11:56:00 AM,0.31,0.31,0.31,0.31,10
12/3/2018 11:55:00 AM,0.3125,0.3125,0.31,0.31,36
12/3/2018 11:54:00 AM,0.31,0.3125,0.31,0.3125,200
12/3/2018 11:53:00 AM,0.31,0.31,0.31,0.31,0
12/3/2018 11:52:00 AM,0.31,0.31,0.31,0.31,0
12/3/2018 11:51:00 AM,0.31,0.31,0.31,0.31,5
12/3/2018 11:50:00 AM,0.31,0.31,0.31,0.31,0
12/3/2018 11:49:00 AM,0.31,0.31,0.3075,0.31,172
12/3/2018 11:48:00 AM,0.31,0.3125,0.31,0.31,834
12/3/2018 11:47:00 AM,0.3075,0.3075,0.305,0.305,13
12/3/2018 11:46:00 AM,0.305,0.3075,0.305,0.3075,111
12/3/2018 11:45:00 AM,0.305,0.305,0.305,0.305,0
12/3/2018 11:44:00 AM,0.305,0.305,0.305,0.305,0
12/3/2018 11:43:00 AM,0.3025,0.305,0.3025,0.305,747
12/3/2018 11:42:00 AM,0.3025,0.305,0.3025,0.305,10
12/3/2018 11:41:00 AM,0.3025,0.3025,0.3025,0.3025,80
12/3/2018 11:40:00 AM,0.305,0.305,0.3025,0.3025,36
12/3/2018 11:39:00 AM,0.305,0.305,0.305,0.305,58
12/3/2018 11:38:00 AM,0.305,0.305,0.305,0.305,5
12/3/2018 11:37:00 AM,0.3025,0.305,0.3025,0.305,131
12/3/2018 11:36:00 AM,0.3025,0.3025,0.3025,0.3025,50
12/3/2018 11:35:00 AM,0.3025,0.3025,0.3025,0.3025,0
12/3/2018 11:34:00 AM,0.3,0.3025,0.3,0.3025,91
12/3/2018 11:33:00 AM,0.2975,0.3,0.2975,0.3,2
12/3/2018 11:32:00 AM,0.3,0.3,0.2975,0.2975,250
12/3/2018 11:31:00 AM,0.3,0.3,0.2975,0.3,700
12/3/2018 11:30:00 AM,0.2975,0.3,0.2975,0.3,500
12/3/2018 11:29:00 AM,0.2975,0.2975,0.2975,0.2975,1111
12/3/2018 11:28:00 AM,0.3,0.3,0.2975,0.2975,500
12/3/2018 11:27:00 AM,0.3,0.3,0.3,0.3,138
12/3/2018 11:26:00 AM,0.2975,0.3,0.2975,0.3,484
12/3/2018 11:25:00 AM,0.3,0.3,0.2975,0.2975,1217
12/3/2018 11:24:00 AM,0.2975,0.3,0.2975,0.3,263
12/3/2018 11:23:00 AM,0.3025,0.3025,0.2975,0.2975,160
12/3/2018 11:22:00 AM,0.305,0.305,0.3025,0.3025,29
12/3/2018 11:21:00 AM,0.305,0.305,0.305,0.305,17
12/3/2018 11:20:00 AM,0.3025,0.305,0.3025,0.3025,132
12/3/2018 11:19:00 AM,0.305,0.305,0.3025,0.3025,1
12/3/2018 11:18:00 AM,0.305,0.305,0.305,0.305,10
12/3/2018 11:17:00 AM,0.305,0.305,0.3025,0.305,380
12/3/2018 11:16:00 AM,0.305,0.305,0.305,0.305,10
12/3/2018 11:15:00 AM,0.305,0.305,0.305,0.305,1
12/3/2018 11:14:00 AM,0.31,0.31,0.305,0.305,49
12/3/2018 11:13:00 AM,0.31,0.31,0.3075,0.31,320
12/3/2018 11:12:00 AM,0.3125,0.3125,0.31,0.31,50
12/3/2018 11:11:00 AM,0.315,0.315,0.31,0.3125,858
12/3/2018 11:10:00 AM,0.315,0.315,0.315,0.315,237
12/3/2018 11:09:00 AM,0.315,0.3175,0.315,0.315,281
12/3/2018 11:08:00 AM,0.3075,0.315,0.3075,0.315,275
12/3/2018 11:07:00 AM,0.3075,0.3075,0.305,0.3075,340
12/3/2018 11:06:00 AM,0.3025,0.3075,0.3025,0.3075,1546
12/3/2018 11:05:00 AM,0.305,0.305,0.3025,0.3025,10
12/3/2018 11:04:00 AM,0.305,0.305,0.305,0.305,244
12/3/2018 11:03:00 AM,0.3075,0.3075,0.305,0.305,44
12/3/2018 11:02:00 AM,0.3025,0.3075,0.3025,0.3075,229
12/3/2018 11:01:00 AM,0.3025,0.3025,0.3025,0.3025,0
12/3/2018 11:00:00 AM,0.3,0.3025,0.3,0.3025,5
12/3/2018 10:59:00 AM,0.3,0.3,0.3,0.3,0
12/3/2018 10:58:00 AM,0.2975,0.3,0.2975,0.3,565
12/3/2018 10:57:00 AM,0.2975,0.2975,0.2975,0.2975,100
12/3/2018 10:56:00 AM,0.3,0.3,0.2975,0.2975,40
12/3/2018 10:55:00 AM,0.3,0.3,0.3,0.3,0
12/3/2018 10:54:00 AM,0.3,0.3025,0.3,0.3,12
12/3/2018 10:53:00 AM,0.2975,0.3,0.2975,0.3,77
12/3/2018 10:52:00 AM,0.2975,0.2975,0.2975,0.2975,32
12/3/2018 10:51:00 AM,0.2975,0.2975,0.2975,0.2975,300
12/3/2018 10:50:00 AM,0.3,0.3025,0.2975,0.2975,1147
12/3/2018 10:49:00 AM,0.3,0.3,0.3,0.3,100
12/3/2018 10:48:00 AM,0.3,0.3,0.3,0.3,0
12/3/2018 10:47:00 AM,0.3,0.3,0.3,0.3,15
12/3/2018 10:46:00 AM,0.3,0.3,0.3,0.3,1852
12/3/2018 10:45:00 AM,0.3,0.3,0.3,0.3,1657
12/3/2018 10:44:00 AM,0.3,0.3,0.3,0.3,1
12/3/2018 10:43:00 AM,0.3025,0.3025,0.3,0.3,10
12/3/2018 10:42:00 AM,0.2975,0.3025,0.2975,0.3025,440
12/3/2018 10:41:00 AM,0.2975,0.3,0.2975,0.2975,315
12/3/2018 10:40:00 AM,0.2975,0.2975,0.2975,0.2975,0
12/3/2018 10:39:00 AM,0.2975,0.2975,0.2975,0.2975,0
12/3/2018 10:38:00 AM,0.2975,0.2975,0.2975,0.2975,301
12/3/2018 10:37:00 AM,0.2975,0.3,0.2975,0.2975,46
