Date,NIFTY18DEC11050PE O,NIFTY18DEC11050PE H,NIFTY18DEC11050PE L,NIFTY18DEC11050PE C,NIFTY18DEC11050PE V
12/3/2018 3:29:00 PM,250.05,250.05,250,250,75
12/3/2018 3:28:00 PM,250.05,250.05,250.05,250.05,0
12/3/2018 3:27:00 PM,250.05,250.05,250.05,250.05,150
12/3/2018 3:26:00 PM,252.5,252.5,252.5,252.5,0
12/3/2018 3:25:00 PM,254.45,254.45,252.5,252.5,225
12/3/2018 3:24:00 PM,254.45,254.45,254.45,254.45,0
12/3/2018 3:23:00 PM,254.45,254.45,254.45,254.45,0
12/3/2018 3:22:00 PM,254.45,254.45,254.45,254.45,0
12/3/2018 3:21:00 PM,254.45,254.45,254.45,254.45,0
12/3/2018 3:20:00 PM,252.1,254.65,252.1,254.45,300
12/3/2018 3:19:00 PM,253.6,253.6,253.6,253.6,0
12/3/2018 3:18:00 PM,253.15,253.6,253.15,253.6,150
12/3/2018 3:17:00 PM,252.4,253.15,252.4,253.15,150
12/3/2018 3:16:00 PM,256,256,252.4,252.4,450
12/3/2018 3:15:00 PM,255,256,255,256,225
12/3/2018 3:14:00 PM,261.55,261.55,255,255,75
12/3/2018 3:13:00 PM,261.55,261.55,261.55,261.55,0
12/3/2018 3:12:00 PM,261.55,261.55,261.55,261.55,0
12/3/2018 3:11:00 PM,262.95,262.95,261.55,261.55,900
12/3/2018 3:10:00 PM,263.55,263.55,262.95,262.95,75
12/3/2018 3:09:00 PM,263.55,263.55,263.55,263.55,0
12/3/2018 3:08:00 PM,263.55,263.55,263.55,263.55,0
12/3/2018 3:07:00 PM,263.55,263.55,263.55,263.55,0
12/3/2018 3:06:00 PM,263.55,263.55,263.55,263.55,0
12/3/2018 3:05:00 PM,263.55,263.55,263.55,263.55,0
12/3/2018 3:04:00 PM,263.55,263.55,263.55,263.55,0
12/3/2018 3:03:00 PM,263.55,263.55,263.55,263.55,0
12/3/2018 3:02:00 PM,263.55,263.55,263.55,263.55,0
12/3/2018 3:01:00 PM,263.55,263.55,263.55,263.55,0
12/3/2018 3:00:00 PM,263.55,263.55,263.55,263.55,0
12/3/2018 2:59:00 PM,266.85,266.85,263.55,263.55,225
12/3/2018 2:58:00 PM,270.5,270.5,266.85,266.85,150
12/3/2018 2:57:00 PM,265,270.5,265,270.5,75
12/3/2018 2:56:00 PM,265,265,265,265,0
12/3/2018 2:55:00 PM,265,265,265,265,0
12/3/2018 2:54:00 PM,265,265,265,265,0
12/3/2018 2:53:00 PM,265,265,265,265,0
12/3/2018 2:52:00 PM,265,265,265,265,0
12/3/2018 2:51:00 PM,265,265,265,265,0
12/3/2018 2:50:00 PM,265,265,265,265,0
12/3/2018 2:49:00 PM,274.6,274.6,265,265,225
12/3/2018 2:48:00 PM,274.6,274.6,274.6,274.6,0
12/3/2018 2:47:00 PM,274.6,274.6,274.6,274.6,0
12/3/2018 2:46:00 PM,274.6,274.6,274.6,274.6,0
12/3/2018 2:45:00 PM,274.6,274.6,274.6,274.6,0
12/3/2018 2:44:00 PM,266.85,274.6,266.85,274.6,75
12/3/2018 2:43:00 PM,266.85,266.85,266.85,266.85,0
12/3/2018 2:42:00 PM,266.85,266.85,266.85,266.85,0
12/3/2018 2:41:00 PM,266.85,266.85,266.85,266.85,0
12/3/2018 2:40:00 PM,266.85,266.85,266.85,266.85,0
12/3/2018 2:39:00 PM,266.85,266.85,266.85,266.85,0
12/3/2018 2:38:00 PM,266.85,266.85,266.85,266.85,0
12/3/2018 2:37:00 PM,264.4,266.85,264.4,266.85,150
12/3/2018 2:36:00 PM,265.05,265.05,264.4,264.4,150
12/3/2018 2:35:00 PM,265.05,265.05,265.05,265.05,0
12/3/2018 2:34:00 PM,265.05,265.05,265.05,265.05,0
12/3/2018 2:33:00 PM,265.05,265.05,265.05,265.05,0
12/3/2018 2:32:00 PM,266.5,267,265.05,265.05,450
12/3/2018 2:31:00 PM,266.5,266.5,266.5,266.5,0
12/3/2018 2:30:00 PM,273.3,273.3,266.5,266.5,1200
12/3/2018 2:29:00 PM,255.7,273.3,255.7,273.3,150
12/3/2018 2:28:00 PM,255.7,255.7,255.7,255.7,0
12/3/2018 2:27:00 PM,255.7,255.7,255.7,255.7,0
12/3/2018 2:26:00 PM,255.7,255.7,255.7,255.7,0
12/3/2018 2:25:00 PM,255.7,255.7,255.7,255.7,0
12/3/2018 2:24:00 PM,255.7,255.7,255.7,255.7,0
12/3/2018 2:23:00 PM,255.7,255.7,255.7,255.7,0
12/3/2018 2:22:00 PM,255.7,255.7,255.7,255.7,0
12/3/2018 2:21:00 PM,255.95,255.95,255.7,255.7,75
12/3/2018 2:20:00 PM,255,255.95,255,255.95,75
12/3/2018 2:19:00 PM,255,255,255,255,0
12/3/2018 2:18:00 PM,255,255,255,255,0
12/3/2018 2:17:00 PM,255,255,255,255,0
12/3/2018 2:16:00 PM,260.55,260.55,255,255,75
12/3/2018 2:15:00 PM,260.55,260.55,260.55,260.55,0
12/3/2018 2:14:00 PM,264.9,264.9,260.55,260.55,75
12/3/2018 2:13:00 PM,264.9,264.9,264.9,264.9,0
12/3/2018 2:12:00 PM,264.9,264.9,264.9,264.9,0
12/3/2018 2:11:00 PM,264.9,264.9,264.9,264.9,0
12/3/2018 2:10:00 PM,264.9,264.9,264.9,264.9,0
12/3/2018 2:09:00 PM,264.9,264.9,264.9,264.9,0
12/3/2018 2:08:00 PM,265.75,265.75,264.9,264.9,75
12/3/2018 2:07:00 PM,265.75,265.75,265.75,265.75,0
12/3/2018 2:06:00 PM,265.75,265.75,265.75,265.75,0
12/3/2018 2:05:00 PM,265.75,265.75,265.75,265.75,0
12/3/2018 2:04:00 PM,263.3,265.75,263.3,265.75,75
12/3/2018 2:03:00 PM,259.7,263.3,259.7,263.3,150
12/3/2018 2:02:00 PM,254.5,259.7,254.5,259.7,150
12/3/2018 2:01:00 PM,254.5,254.5,254.5,254.5,0
12/3/2018 2:00:00 PM,252.4,255.3,252.4,254.5,150
12/3/2018 1:59:00 PM,252.4,252.4,252.4,252.4,0
12/3/2018 1:58:00 PM,252.4,252.4,252.4,252.4,0
12/3/2018 1:57:00 PM,252.4,252.4,252.4,252.4,0
12/3/2018 1:56:00 PM,252.4,252.4,252.4,252.4,150
12/3/2018 1:55:00 PM,252.4,252.4,252.4,252.4,0
