Date,USDINR18DEC71.25CE O,USDINR18DEC71.25CE H,USDINR18DEC71.25CE L,USDINR18DEC71.25CE C,USDINR18DEC71.25CE V
12/3/2018 4:59:00 PM,0.345,0.345,0.345,0.345,0
12/3/2018 4:58:00 PM,0.36,0.36,0.345,0.345,17
12/3/2018 4:57:00 PM,0.355,0.36,0.355,0.36,583
12/3/2018 4:56:00 PM,0.365,0.365,0.3525,0.355,168
12/3/2018 4:55:00 PM,0.365,0.365,0.365,0.365,151
12/3/2018 4:54:00 PM,0.365,0.365,0.355,0.36,113
12/3/2018 4:53:00 PM,0.365,0.365,0.365,0.365,86
12/3/2018 4:52:00 PM,0.3675,0.3675,0.365,0.365,1
12/3/2018 4:51:00 PM,0.3675,0.3675,0.3675,0.3675,1
12/3/2018 4:50:00 PM,0.365,0.37,0.365,0.3675,97
12/3/2018 4:49:00 PM,0.365,0.365,0.365,0.365,0
12/3/2018 4:48:00 PM,0.365,0.365,0.365,0.365,399
12/3/2018 4:47:00 PM,0.3775,0.3775,0.365,0.365,101
12/3/2018 4:46:00 PM,0.3775,0.3775,0.3775,0.3775,0
12/3/2018 4:45:00 PM,0.37,0.3775,0.37,0.3775,74
12/3/2018 4:44:00 PM,0.37,0.37,0.3675,0.37,194
12/3/2018 4:43:00 PM,0.3675,0.37,0.3675,0.37,100
12/3/2018 4:42:00 PM,0.37,0.37,0.3675,0.3675,489
12/3/2018 4:41:00 PM,0.385,0.385,0.37,0.37,390
12/3/2018 4:40:00 PM,0.3725,0.385,0.3725,0.385,245
12/3/2018 4:39:00 PM,0.37,0.3725,0.37,0.3725,60
12/3/2018 4:38:00 PM,0.365,0.37,0.365,0.37,1
12/3/2018 4:37:00 PM,0.3725,0.3725,0.365,0.365,225
12/3/2018 4:36:00 PM,0.3725,0.3725,0.3725,0.3725,65
12/3/2018 4:35:00 PM,0.3675,0.3675,0.3675,0.3675,50
12/3/2018 4:34:00 PM,0.365,0.3675,0.365,0.3675,48
12/3/2018 4:33:00 PM,0.355,0.365,0.355,0.365,193
12/3/2018 4:32:00 PM,0.35,0.355,0.35,0.355,4
12/3/2018 4:31:00 PM,0.35,0.35,0.35,0.35,0
12/3/2018 4:30:00 PM,0.35,0.35,0.35,0.35,83
12/3/2018 4:29:00 PM,0.35,0.35,0.35,0.35,0
12/3/2018 4:28:00 PM,0.35,0.35,0.35,0.35,0
12/3/2018 4:27:00 PM,0.35,0.35,0.35,0.35,0
12/3/2018 4:26:00 PM,0.35,0.35,0.35,0.35,0
12/3/2018 4:25:00 PM,0.345,0.35,0.345,0.35,20
12/3/2018 4:24:00 PM,0.345,0.345,0.345,0.345,0
12/3/2018 4:23:00 PM,0.345,0.345,0.345,0.345,0
12/3/2018 4:22:00 PM,0.345,0.345,0.345,0.345,0
12/3/2018 4:21:00 PM,0.345,0.345,0.3425,0.345,340
12/3/2018 4:20:00 PM,0.335,0.345,0.335,0.345,139
12/3/2018 4:19:00 PM,0.335,0.335,0.335,0.335,0
12/3/2018 4:18:00 PM,0.335,0.335,0.335,0.335,0
12/3/2018 4:17:00 PM,0.335,0.335,0.335,0.335,0
12/3/2018 4:16:00 PM,0.335,0.335,0.335,0.335,0
12/3/2018 4:15:00 PM,0.335,0.335,0.335,0.335,0
12/3/2018 4:14:00 PM,0.335,0.335,0.335,0.335,0
12/3/2018 4:13:00 PM,0.3425,0.3425,0.335,0.335,436
12/3/2018 4:12:00 PM,0.34,0.3425,0.34,0.3425,338
12/3/2018 4:11:00 PM,0.345,0.345,0.34,0.34,200
12/3/2018 4:10:00 PM,0.3475,0.3475,0.345,0.345,200
12/3/2018 4:09:00 PM,0.35,0.35,0.3475,0.3475,822
12/3/2018 4:08:00 PM,0.3475,0.35,0.3475,0.35,5
12/3/2018 4:07:00 PM,0.3475,0.3475,0.3475,0.3475,0
12/3/2018 4:06:00 PM,0.35,0.35,0.345,0.3475,492
12/3/2018 4:05:00 PM,0.345,0.35,0.345,0.35,210
12/3/2018 4:04:00 PM,0.345,0.345,0.345,0.345,90
12/3/2018 4:03:00 PM,0.33,0.345,0.33,0.345,263
12/3/2018 4:02:00 PM,0.33,0.33,0.33,0.33,110
12/3/2018 4:01:00 PM,0.33,0.33,0.33,0.33,100
12/3/2018 4:00:00 PM,0.33,0.33,0.33,0.33,0
12/3/2018 3:59:00 PM,0.3275,0.33,0.3275,0.33,111
12/3/2018 3:58:00 PM,0.315,0.3275,0.315,0.3275,25
12/3/2018 3:57:00 PM,0.315,0.315,0.315,0.315,0
12/3/2018 3:56:00 PM,0.315,0.315,0.315,0.315,0
12/3/2018 3:55:00 PM,0.315,0.315,0.315,0.315,0
12/3/2018 3:54:00 PM,0.315,0.315,0.315,0.315,0
12/3/2018 3:53:00 PM,0.3175,0.3175,0.315,0.315,5
12/3/2018 3:52:00 PM,0.3175,0.3175,0.3175,0.3175,0
12/3/2018 3:51:00 PM,0.3175,0.3175,0.3175,0.3175,148
12/3/2018 3:50:00 PM,0.3175,0.3175,0.3175,0.3175,0
12/3/2018 3:49:00 PM,0.3175,0.3175,0.3175,0.3175,0
12/3/2018 3:48:00 PM,0.3175,0.3175,0.3175,0.3175,0
12/3/2018 3:47:00 PM,0.32,0.32,0.3175,0.3175,92
12/3/2018 3:46:00 PM,0.32,0.32,0.32,0.32,0
12/3/2018 3:45:00 PM,0.3175,0.32,0.315,0.32,62
12/3/2018 3:44:00 PM,0.3025,0.3175,0.3025,0.3175,227
12/3/2018 3:43:00 PM,0.3,0.3025,0.3,0.3025,329
12/3/2018 3:42:00 PM,0.2925,0.2925,0.2925,0.2925,0
12/3/2018 3:41:00 PM,0.2925,0.2925,0.2925,0.2925,0
12/3/2018 3:40:00 PM,0.2925,0.2925,0.2925,0.2925,0
12/3/2018 3:39:00 PM,0.2925,0.2925,0.2925,0.2925,0
12/3/2018 3:38:00 PM,0.2925,0.2925,0.2925,0.2925,30
12/3/2018 3:37:00 PM,0.2925,0.2925,0.2925,0.2925,0
12/3/2018 3:36:00 PM,0.2775,0.2925,0.2775,0.2925,102
12/3/2018 3:35:00 PM,0.2775,0.2775,0.2775,0.2775,0
12/3/2018 3:34:00 PM,0.2775,0.2775,0.2775,0.2775,0
12/3/2018 3:33:00 PM,0.2775,0.2775,0.2775,0.2775,0
12/3/2018 3:32:00 PM,0.2775,0.2775,0.2775,0.2775,0
12/3/2018 3:31:00 PM,0.29,0.29,0.2775,0.2775,171
12/3/2018 3:30:00 PM,0.29,0.29,0.29,0.29,0
12/3/2018 3:29:00 PM,0.29,0.29,0.29,0.29,0
12/3/2018 3:28:00 PM,0.29,0.29,0.29,0.29,0
12/3/2018 3:27:00 PM,0.29,0.29,0.29,0.29,0
12/3/2018 3:26:00 PM,0.29,0.29,0.29,0.29,0
12/3/2018 3:25:00 PM,0.29,0.29,0.29,0.29,0
12/3/2018 3:24:00 PM,0.29,0.29,0.29,0.29,0
12/3/2018 3:23:00 PM,0.29,0.29,0.29,0.29,0
12/3/2018 3:22:00 PM,0.29,0.29,0.29,0.29,0
12/3/2018 3:21:00 PM,0.29,0.29,0.29,0.29,0
12/3/2018 3:20:00 PM,0.29,0.29,0.29,0.29,0
12/3/2018 3:19:00 PM,0.29,0.29,0.29,0.29,0
12/3/2018 3:18:00 PM,0.29,0.29,0.29,0.29,0
12/3/2018 3:17:00 PM,0.29,0.29,0.29,0.29,0
12/3/2018 3:16:00 PM,0.29,0.29,0.29,0.29,0
12/3/2018 3:15:00 PM,0.29,0.29,0.29,0.29,0
12/3/2018 3:14:00 PM,0.29,0.29,0.29,0.29,0
12/3/2018 3:13:00 PM,0.29,0.29,0.29,0.29,0
12/3/2018 3:12:00 PM,0.295,0.295,0.29,0.29,200
12/3/2018 3:11:00 PM,0.295,0.295,0.295,0.295,0
12/3/2018 3:10:00 PM,0.295,0.295,0.295,0.295,0
12/3/2018 3:09:00 PM,0.2925,0.295,0.2925,0.295,100
12/3/2018 3:08:00 PM,0.2925,0.2925,0.2925,0.2925,0
12/3/2018 3:07:00 PM,0.2925,0.2925,0.2925,0.2925,0
12/3/2018 3:06:00 PM,0.2925,0.2925,0.2925,0.2925,0
12/3/2018 3:05:00 PM,0.2925,0.2925,0.2925,0.2925,0
12/3/2018 3:04:00 PM,0.2925,0.2925,0.2925,0.2925,0
12/3/2018 3:03:00 PM,0.2925,0.2925,0.2925,0.2925,0
12/3/2018 3:02:00 PM,0.2925,0.2925,0.2925,0.2925,0
12/3/2018 3:01:00 PM,0.2925,0.2925,0.2925,0.2925,0
