Date,NIFTY18DEC10900CE O,NIFTY18DEC10900CE H,NIFTY18DEC10900CE L,NIFTY18DEC10900CE C,NIFTY18DEC10900CE V
12/3/2018 3:29:00 PM,207,207.6,206.65,207.55,26850
12/3/2018 3:28:00 PM,207.15,207.5,206.25,206.4,16125
12/3/2018 3:27:00 PM,207.4,207.5,206.4,206.5,13725
12/3/2018 3:26:00 PM,206.5,207.45,206.5,207.4,36975
12/3/2018 3:25:00 PM,206.05,206.85,206,206.75,16200
12/3/2018 3:24:00 PM,206.95,207.2,206,206.7,12375
12/3/2018 3:23:00 PM,207,207.7,206.4,206.95,21900
12/3/2018 3:22:00 PM,207.5,207.9,206.35,207,15675
12/3/2018 3:21:00 PM,206.9,207.9,206,207,20625
12/3/2018 3:20:00 PM,206.05,206.65,204.8,206.65,47775
12/3/2018 3:19:00 PM,207.3,207.3,206,206.45,8925
12/3/2018 3:18:00 PM,207.2,207.75,206.3,207.05,23250
12/3/2018 3:17:00 PM,207.2,207.95,207.1,207.2,16500
12/3/2018 3:16:00 PM,205.85,207.8,205.35,207.2,21600
12/3/2018 3:15:00 PM,205.2,206,204.65,205.35,15075
12/3/2018 3:14:00 PM,204.3,205.55,203.95,205.2,16500
12/3/2018 3:13:00 PM,202.45,204.3,201.7,204.3,13425
12/3/2018 3:12:00 PM,202,202.45,200.9,202.45,6975
12/3/2018 3:11:00 PM,201.25,201.95,199.9,201.9,12525
12/3/2018 3:10:00 PM,201,202.25,201,201.3,6900
12/3/2018 3:09:00 PM,201.95,202.75,201,201,18375
12/3/2018 3:08:00 PM,202.35,202.55,201,201.75,14175
12/3/2018 3:07:00 PM,202.45,203.5,201.55,202.35,10275
12/3/2018 3:06:00 PM,203.25,203.25,201.15,202.2,8625
12/3/2018 3:05:00 PM,201.5,203.25,201.2,203.25,18750
12/3/2018 3:04:00 PM,200.7,202.7,200.5,201,13575
12/3/2018 3:03:00 PM,199.15,201,198.8,200.7,7800
12/3/2018 3:02:00 PM,200.6,202.35,199.05,199.05,13950
12/3/2018 3:01:00 PM,204,204,200,200.6,19350
12/3/2018 3:00:00 PM,202.4,203.9,202.4,203.75,19050
12/3/2018 2:59:00 PM,199.55,202.75,199,202,27525
12/3/2018 2:58:00 PM,199,199.5,197.9,199.2,7950
12/3/2018 2:57:00 PM,198.1,199,197.25,199,3300
12/3/2018 2:56:00 PM,198.9,198.9,196.55,198.1,6750
12/3/2018 2:55:00 PM,199.15,199.25,198.25,198.9,4050
12/3/2018 2:54:00 PM,197.7,200,197.2,199.15,3525
12/3/2018 2:53:00 PM,197.95,198.5,196.5,197.7,4125
12/3/2018 2:52:00 PM,200.4,200.4,197.95,197.95,15450
12/3/2018 2:51:00 PM,200.9,201,200.4,200.45,20850
12/3/2018 2:50:00 PM,199.9,201.25,199.5,200.9,11250
12/3/2018 2:49:00 PM,196,199.9,196,199.9,9600
12/3/2018 2:48:00 PM,194.45,196,194.4,196,5625
12/3/2018 2:47:00 PM,195,195,193.55,194.95,5850
12/3/2018 2:46:00 PM,194.9,196.05,194.9,195,3975
12/3/2018 2:45:00 PM,195.55,196.45,194.55,194.9,6450
12/3/2018 2:44:00 PM,195.2,196.15,194.05,196.15,2625
12/3/2018 2:43:00 PM,194.8,195.5,193.7,195.45,18225
12/3/2018 2:42:00 PM,195.3,195.3,192.75,194.6,17325
12/3/2018 2:41:00 PM,196.6,196.6,193.85,195.3,14325
12/3/2018 2:40:00 PM,197.35,197.35,196.2,196.2,3750
12/3/2018 2:39:00 PM,197.25,198.3,197.25,197.55,6300
12/3/2018 2:38:00 PM,197.6,197.6,196.1,197.25,8400
12/3/2018 2:37:00 PM,198,198.95,196.15,198,5550
12/3/2018 2:36:00 PM,200.15,200.2,197.65,198,9825
12/3/2018 2:35:00 PM,201.25,201.85,200.25,200.25,9150
12/3/2018 2:34:00 PM,199.4,201.35,199.25,201.35,16500
12/3/2018 2:33:00 PM,199.8,200.4,199,199.4,5325
12/3/2018 2:32:00 PM,197.8,200.1,197.3,199.8,16500
12/3/2018 2:31:00 PM,197.5,198.4,197,197.8,8325
12/3/2018 2:30:00 PM,193.3,198.5,193.05,198,22800
12/3/2018 2:29:00 PM,195.25,195.7,191.55,193.9,17025
12/3/2018 2:28:00 PM,196.25,196.25,193.1,195.25,18300
12/3/2018 2:27:00 PM,198,198.75,195.7,196.25,26700
12/3/2018 2:26:00 PM,198.9,199.95,198,198,6075
12/3/2018 2:25:00 PM,201,201.4,198.9,198.9,15825
12/3/2018 2:24:00 PM,202.95,203.2,200.95,201,7800
12/3/2018 2:23:00 PM,203.65,204,202.4,202.95,6900
12/3/2018 2:22:00 PM,204.85,204.95,203.15,203.65,7275
12/3/2018 2:21:00 PM,206,206,204,205.1,7050
12/3/2018 2:20:00 PM,204.75,206,203.25,206,6450
12/3/2018 2:19:00 PM,206.4,206.7,204.5,204.75,6000
12/3/2018 2:18:00 PM,206.5,207.4,205.5,206.4,12225
12/3/2018 2:17:00 PM,206.25,206.65,205.05,206.2,10275
12/3/2018 2:16:00 PM,203.45,206.4,203.1,206.25,11100
12/3/2018 2:15:00 PM,202.75,203.7,202,203.45,4350
12/3/2018 2:14:00 PM,199.7,203.5,199.5,203.4,11625
12/3/2018 2:13:00 PM,198.95,199.85,198.85,199.7,5850
12/3/2018 2:12:00 PM,199.7,200.35,198.95,198.95,5700
12/3/2018 2:11:00 PM,200.5,200.8,199.25,199.7,5625
12/3/2018 2:10:00 PM,201.35,201.7,200.3,200.5,8400
12/3/2018 2:09:00 PM,198.75,201.7,198.75,201.55,11550
12/3/2018 2:08:00 PM,197.95,199.45,197.35,199,5400
12/3/2018 2:07:00 PM,198.75,200.25,196.75,197.95,8400
12/3/2018 2:06:00 PM,200.5,200.5,198,198.75,6825
12/3/2018 2:05:00 PM,198.4,200.5,198.25,200.5,14325
12/3/2018 2:04:00 PM,197.2,198.35,196.3,198.35,11850
12/3/2018 2:03:00 PM,200,200,196.5,197.25,17850
12/3/2018 2:02:00 PM,200.55,201.4,200.05,200.5,6750
12/3/2018 2:01:00 PM,200.45,201.5,198.25,200.55,58950
12/3/2018 2:00:00 PM,206.55,207.5,202.05,202.05,61800
12/3/2018 1:59:00 PM,206.3,207,206.3,206.55,3525
12/3/2018 1:58:00 PM,207.3,207.95,206.3,206.3,7125
12/3/2018 1:57:00 PM,207.9,209,207.25,207.3,10650
12/3/2018 1:56:00 PM,207.05,208.55,206.85,207.9,20325
12/3/2018 1:55:00 PM,206.9,207.5,206,207.5,29925
12/3/2018 1:54:00 PM,208,208.5,206.9,206.9,26175
12/3/2018 1:53:00 PM,209.1,209.95,207.9,208,6675
12/3/2018 1:52:00 PM,210,210.4,208.15,209.1,5775
12/3/2018 1:51:00 PM,207.85,210.5,207,210,13950
12/3/2018 1:50:00 PM,207.6,208.9,206.8,207.6,15375
12/3/2018 1:49:00 PM,210.05,210.75,207.4,208.35,10950
12/3/2018 1:48:00 PM,209.4,210.9,209.2,210.3,31500
12/3/2018 1:47:00 PM,208.95,209.7,208.4,209.4,12750
12/3/2018 1:46:00 PM,209,209.8,207.85,209.15,22500
12/3/2018 1:45:00 PM,206.15,209.65,205.95,209.6,15600
12/3/2018 1:44:00 PM,206,206.85,204.75,206.3,11925
12/3/2018 1:43:00 PM,205.5,208,205.5,206.65,8400
12/3/2018 1:42:00 PM,206.75,206.75,205,205.5,16650
12/3/2018 1:41:00 PM,206,207.9,205.75,206.75,30075
12/3/2018 1:40:00 PM,203.75,206.75,202.5,205.7,36825
12/3/2018 1:39:00 PM,202.65,203.5,201.25,203.5,11700
12/3/2018 1:38:00 PM,200,203.15,199.5,202.45,20625
12/3/2018 1:37:00 PM,200,200.9,199.55,199.55,4125
12/3/2018 1:36:00 PM,200.65,201.05,198.8,200,5550
12/3/2018 1:35:00 PM,199,200.95,198.4,200.65,18825
12/3/2018 1:34:00 PM,199.4,199.75,198.75,199,4500
12/3/2018 1:33:00 PM,199.2,200.2,198.8,199.4,11400
12/3/2018 1:32:00 PM,197.35,199.5,196.5,199,11025
12/3/2018 1:31:00 PM,197.1,197.5,196.8,197.45,3900
12/3/2018 1:30:00 PM,199.15,200,197,197,10650
12/3/2018 1:29:00 PM,196.5,200,196.5,199.9,6975
12/3/2018 1:28:00 PM,197.35,198.05,196.5,196.5,3525
12/3/2018 1:27:00 PM,199.05,200.6,196.4,197.15,6975
12/3/2018 1:26:00 PM,198,201.2,198,198.85,21900
12/3/2018 1:25:00 PM,195.95,198.1,195.95,198.1,8175
12/3/2018 1:24:00 PM,197.75,197.75,195.25,195.95,2850
12/3/2018 1:23:00 PM,196.7,197.75,194.8,197.75,5775
12/3/2018 1:22:00 PM,194.05,196,194.05,195.8,4650
12/3/2018 1:21:00 PM,195.55,196.25,194.05,194.05,9300
12/3/2018 1:20:00 PM,198,198.2,195.55,195.55,7425
12/3/2018 1:19:00 PM,198.6,199.2,197,198,39375
12/3/2018 1:18:00 PM,196.4,199,196.4,198.6,16575
12/3/2018 1:17:00 PM,194.25,197,194.25,196.8,23475
12/3/2018 1:16:00 PM,195,195.3,193.4,194.25,5175
12/3/2018 1:15:00 PM,194.3,195.45,194,195,26475
12/3/2018 1:14:00 PM,194.35,195.1,194.3,194.45,5250
12/3/2018 1:13:00 PM,193.9,195,193.75,194.35,9150
12/3/2018 1:12:00 PM,191.75,194.05,191.6,193.9,15525
12/3/2018 1:11:00 PM,191.75,192.6,190.5,191.75,2400
12/3/2018 1:10:00 PM,192.25,192.75,189.25,191.75,14550
12/3/2018 1:09:00 PM,192.4,192.8,192.05,192.25,7650
12/3/2018 1:08:00 PM,192.15,193,191.8,192.4,4275
