Date,BANKNIFTY06DEC1827300PE O,BANKNIFTY06DEC1827300PE H,BANKNIFTY06DEC1827300PE L,BANKNIFTY06DEC1827300PE C,BANKNIFTY06DEC1827300PE V
12/3/2018 3:29:00 PM,455,460.9,452.5,460.9,1140
12/3/2018 3:28:00 PM,453.05,453.25,452,452.9,280
12/3/2018 3:27:00 PM,456,456,453.05,453.05,20
12/3/2018 3:26:00 PM,457,457,456,456,40
12/3/2018 3:25:00 PM,456,457,455.5,457,360
12/3/2018 3:24:00 PM,457.2,457.2,456,456,20
12/3/2018 3:23:00 PM,456.3,457.2,454.2,457.2,40
12/3/2018 3:22:00 PM,452.35,456.75,452.35,456.3,120
12/3/2018 3:21:00 PM,451.2,452.35,451.2,452.35,20
12/3/2018 3:20:00 PM,454.9,456.8,451.2,451.2,220
12/3/2018 3:19:00 PM,452.7,455.15,452.7,454.9,60
12/3/2018 3:18:00 PM,454.1,454.1,452.7,452.7,20
12/3/2018 3:17:00 PM,447.15,454.1,447.15,454.1,40
12/3/2018 3:16:00 PM,451,453.8,447.15,447.15,280
12/3/2018 3:15:00 PM,448.45,451,446.25,451,100
12/3/2018 3:14:00 PM,454.2,454.2,448.45,448.45,60
12/3/2018 3:13:00 PM,460.45,460.5,454.2,454.2,160
12/3/2018 3:12:00 PM,461.85,461.85,458.95,460.45,80
12/3/2018 3:11:00 PM,461.85,461.85,461.85,461.85,0
12/3/2018 3:10:00 PM,461.85,461.85,461.85,461.85,0
12/3/2018 3:09:00 PM,461.85,461.85,461.85,461.85,0
12/3/2018 3:08:00 PM,461.85,461.85,461.85,461.85,0
12/3/2018 3:07:00 PM,461.85,461.85,461.85,461.85,0
12/3/2018 3:06:00 PM,461.85,461.85,461.85,461.85,0
12/3/2018 3:05:00 PM,447.35,461.85,447.35,461.85,20
12/3/2018 3:04:00 PM,447.35,447.35,447.35,447.35,0
12/3/2018 3:03:00 PM,447.35,447.35,447.35,447.35,0
12/3/2018 3:02:00 PM,447.35,447.35,447.35,447.35,0
12/3/2018 3:01:00 PM,447.35,447.35,447.35,447.35,0
12/3/2018 3:00:00 PM,441.7,447.65,441.7,447.35,40
12/3/2018 2:59:00 PM,466.45,466.45,441.7,441.7,140
12/3/2018 2:58:00 PM,466.45,466.45,466.45,466.45,0
12/3/2018 2:57:00 PM,466.45,466.45,466.45,466.45,0
12/3/2018 2:56:00 PM,459,466.45,459,466.45,200
12/3/2018 2:55:00 PM,462.4,462.4,459,459,40
12/3/2018 2:54:00 PM,455,462.4,455,462.4,20
12/3/2018 2:53:00 PM,455,455,455,455,0
12/3/2018 2:52:00 PM,451.85,455,451.85,455,40
12/3/2018 2:51:00 PM,455,455,451.85,451.85,60
12/3/2018 2:50:00 PM,474,474,451.95,455,80
12/3/2018 2:49:00 PM,474,474,474,474,0
12/3/2018 2:48:00 PM,474,474,474,474,0
12/3/2018 2:47:00 PM,474,474,474,474,0
12/3/2018 2:46:00 PM,474,474,474,474,0
