Date,BANKNIFTY06DEC1827500CE O,BANKNIFTY06DEC1827500CE H,BANKNIFTY06DEC1827500CE L,BANKNIFTY06DEC1827500CE C,BANKNIFTY06DEC1827500CE V
12/3/2018 3:29:00 PM,25.45,25.5,24.5,24.5,23700
12/3/2018 3:28:00 PM,25.2,25.55,25.05,25.4,24640
12/3/2018 3:27:00 PM,24.75,25.05,24.6,25.05,43260
12/3/2018 3:26:00 PM,24.55,24.8,24.4,24.7,25940
12/3/2018 3:25:00 PM,24.4,24.55,24.3,24.4,14000
12/3/2018 3:24:00 PM,24.25,24.7,24.25,24.35,17780
12/3/2018 3:23:00 PM,24.6,24.75,24.25,24.5,27900
12/3/2018 3:22:00 PM,25.3,25.3,24.6,24.6,25640
12/3/2018 3:21:00 PM,25.5,25.6,24.9,25,22400
12/3/2018 3:20:00 PM,25.2,25.6,25.1,25.55,24060
12/3/2018 3:19:00 PM,25.5,25.6,25.2,25.4,14300
12/3/2018 3:18:00 PM,25.65,25.75,25.3,25.55,11840
12/3/2018 3:17:00 PM,25.9,25.9,25.3,25.65,17120
12/3/2018 3:16:00 PM,25.9,26.25,25.55,25.9,31420
12/3/2018 3:15:00 PM,25.9,26.35,25.65,25.9,19980
12/3/2018 3:14:00 PM,25.65,25.9,25.5,25.9,7400
12/3/2018 3:13:00 PM,25.25,25.75,25.1,25.55,16000
12/3/2018 3:12:00 PM,25.6,25.65,25.2,25.25,12340
12/3/2018 3:11:00 PM,25.55,25.9,25.15,25.7,7740
12/3/2018 3:10:00 PM,25.1,25.7,24.85,25.55,9900
12/3/2018 3:09:00 PM,25.6,26,25,25.1,12820
12/3/2018 3:08:00 PM,26,26.1,25.6,25.65,7220
12/3/2018 3:07:00 PM,25.85,26.1,25.7,25.8,8120
12/3/2018 3:06:00 PM,26.4,26.4,25.5,25.85,7060
12/3/2018 3:05:00 PM,25.15,26.35,25.05,26.35,6640
12/3/2018 3:04:00 PM,25.45,25.95,24.95,25.3,10400
12/3/2018 3:03:00 PM,24.65,25.85,24.65,25.45,8540
12/3/2018 3:02:00 PM,25.8,25.8,24.7,24.7,6540
12/3/2018 3:01:00 PM,27,27,25.1,25.8,14140
12/3/2018 3:00:00 PM,27,27.2,26.55,27,11840
12/3/2018 2:59:00 PM,25.75,27.4,25.75,27,10940
12/3/2018 2:58:00 PM,25.4,25.95,25.3,25.75,6720
12/3/2018 2:57:00 PM,25.65,25.75,25,25.4,4540
12/3/2018 2:56:00 PM,25.5,25.8,25,25.75,5680
12/3/2018 2:55:00 PM,25.95,26.05,25.45,25.45,4960
12/3/2018 2:54:00 PM,25.5,26.2,24.95,25.95,8340
12/3/2018 2:53:00 PM,25.3,25.5,24.85,25.4,6320
12/3/2018 2:52:00 PM,25.95,26.35,25.3,25.35,11440
12/3/2018 2:51:00 PM,26.5,26.6,26,26,4680
12/3/2018 2:50:00 PM,26.4,26.9,26.1,26.45,7360
12/3/2018 2:49:00 PM,25.8,26.4,25.8,26.4,6520
12/3/2018 2:48:00 PM,25,25.95,24.7,25.8,5920
12/3/2018 2:47:00 PM,25.4,25.4,24.8,25,4620
12/3/2018 2:46:00 PM,25,25.9,25,25.4,4500
