Date,USDINR18DEC69CE O,USDINR18DEC69CE H,USDINR18DEC69CE L,USDINR18DEC69CE C,USDINR18DEC69CE V
12/3/2018 4:59:00 PM,1.73,1.73,1.73,1.73,0
12/3/2018 4:58:00 PM,1.73,1.73,1.73,1.73,0
12/3/2018 4:57:00 PM,1.7125,1.73,1.7125,1.73,46
12/3/2018 4:56:00 PM,1.7125,1.7125,1.7125,1.7125,0
12/3/2018 4:55:00 PM,1.7125,1.7125,1.7125,1.7125,0
12/3/2018 4:54:00 PM,1.7125,1.7125,1.7125,1.7125,0
12/3/2018 4:53:00 PM,1.725,1.725,1.7125,1.7125,87
12/3/2018 4:52:00 PM,1.725,1.725,1.725,1.725,0
12/3/2018 4:51:00 PM,1.73,1.73,1.725,1.725,159
12/3/2018 4:50:00 PM,1.7275,1.74,1.7275,1.74,85
12/3/2018 4:49:00 PM,1.7275,1.7275,1.7275,1.7275,0
12/3/2018 4:48:00 PM,1.7275,1.7275,1.7275,1.7275,0
12/3/2018 4:47:00 PM,1.7275,1.7275,1.7275,1.7275,12
12/3/2018 4:46:00 PM,1.75,1.75,1.75,1.75,0
12/3/2018 4:45:00 PM,1.7125,1.75,1.7125,1.75,12
12/3/2018 4:44:00 PM,1.7125,1.7125,1.7125,1.7125,0
12/3/2018 4:43:00 PM,1.7125,1.7125,1.7125,1.7125,0
12/3/2018 4:42:00 PM,1.7125,1.7125,1.7125,1.7125,0
12/3/2018 4:41:00 PM,1.7125,1.7125,1.7125,1.7125,0
12/3/2018 4:40:00 PM,1.7125,1.7125,1.7125,1.7125,0
12/3/2018 4:39:00 PM,1.7125,1.7125,1.7125,1.7125,0
12/3/2018 4:38:00 PM,1.7125,1.7125,1.7125,1.7125,0
12/3/2018 4:37:00 PM,1.7125,1.7125,1.7125,1.7125,0
12/3/2018 4:36:00 PM,1.7125,1.7125,1.7125,1.7125,0
12/3/2018 4:35:00 PM,1.7125,1.7125,1.7125,1.7125,0
12/3/2018 4:34:00 PM,1.7125,1.7125,1.7125,1.7125,0
12/3/2018 4:33:00 PM,1.7125,1.7125,1.7125,1.7125,0
12/3/2018 4:32:00 PM,1.7125,1.7125,1.7125,1.7125,0
12/3/2018 4:31:00 PM,1.7125,1.7125,1.7125,1.7125,0
12/3/2018 4:30:00 PM,1.7125,1.7125,1.7125,1.7125,0
12/3/2018 4:29:00 PM,1.7125,1.7125,1.7125,1.7125,0
12/3/2018 4:28:00 PM,1.7125,1.7125,1.7125,1.7125,0
12/3/2018 4:27:00 PM,1.7125,1.7125,1.7125,1.7125,0
12/3/2018 4:26:00 PM,1.7125,1.7125,1.7125,1.7125,0
