Date,NIFTY18DEC10900PE O,NIFTY18DEC10900PE H,NIFTY18DEC10900PE L,NIFTY18DEC10900PE C,NIFTY18DEC10900PE V
12/3/2018 3:29:00 PM,181.9,182,180,180.55,24825
12/3/2018 3:28:00 PM,181.75,182.05,181,181.8,20325
12/3/2018 3:27:00 PM,183,183,181.2,181.6,34425
12/3/2018 3:26:00 PM,182.95,184.45,182,182.1,38700
12/3/2018 3:25:00 PM,183.8,183.95,183,183,19725
12/3/2018 3:24:00 PM,183.35,184,182.95,183.85,24075
12/3/2018 3:23:00 PM,183.4,183.8,182.5,183.35,21000
12/3/2018 3:22:00 PM,183.7,183.75,182.1,183.4,17250
12/3/2018 3:21:00 PM,184.25,184.25,183,183.7,20850
12/3/2018 3:20:00 PM,184.5,185.45,183.65,183.8,17850
12/3/2018 3:19:00 PM,183,184.5,183,184.5,8850
12/3/2018 3:18:00 PM,183,184.2,182.7,183.15,11175
12/3/2018 3:17:00 PM,182.75,184.25,182.25,183.45,14250
12/3/2018 3:16:00 PM,185,185.2,182.4,182.7,22350
12/3/2018 3:15:00 PM,184.8,185.8,184.3,185.15,8025
12/3/2018 3:14:00 PM,186.8,186.8,184.6,184.8,10050
12/3/2018 3:13:00 PM,189.45,189.45,186.5,186.8,14625
12/3/2018 3:12:00 PM,189.75,190.15,188.75,189.45,3900
12/3/2018 3:11:00 PM,190.6,191.8,190.05,190.1,11100
12/3/2018 3:10:00 PM,191,191,189.75,190.6,7575
12/3/2018 3:09:00 PM,189.7,190.7,189.2,190.7,6000
12/3/2018 3:08:00 PM,189.15,190.1,188.8,190,6075
12/3/2018 3:07:00 PM,189.8,189.8,188,189,5100
12/3/2018 3:06:00 PM,187.9,190.75,187.9,189.8,4425
12/3/2018 3:05:00 PM,190.4,191,188.6,188.7,7800
12/3/2018 3:04:00 PM,191.05,191.5,189.3,191,15075
12/3/2018 3:03:00 PM,193.05,193.15,190.8,191.05,7650
12/3/2018 3:02:00 PM,190.95,193.05,190.85,193.05,6750
12/3/2018 3:01:00 PM,189.1,192.05,189.1,191.15,7200
12/3/2018 3:00:00 PM,190.45,190.7,189.2,189.8,11700
12/3/2018 2:59:00 PM,194.65,195,190,190.45,24225
12/3/2018 2:58:00 PM,195.85,196.25,194.55,194.65,5775
12/3/2018 2:57:00 PM,194.95,196.25,194.95,195.85,6075
12/3/2018 2:56:00 PM,195,196.75,194.3,194.95,8175
12/3/2018 2:55:00 PM,193.35,195,193.35,195,3675
12/3/2018 2:54:00 PM,197,197.35,192.75,193.15,5700
12/3/2018 2:53:00 PM,194.85,196.95,194.6,196.75,5250
12/3/2018 2:52:00 PM,192,195,191.7,194.85,7050
12/3/2018 2:51:00 PM,191.55,192,190.55,192,8325
12/3/2018 2:50:00 PM,192.55,192.6,191.25,191.55,8025
12/3/2018 2:49:00 PM,198.25,198.25,192.8,192.8,8925
12/3/2018 2:48:00 PM,201,201.25,198.25,198.25,6375
12/3/2018 2:47:00 PM,200,201.4,200,200.05,9675
12/3/2018 2:46:00 PM,199.6,200,198.65,200,3825
12/3/2018 2:45:00 PM,198.8,199.45,197.75,199.45,11175
12/3/2018 2:44:00 PM,198.55,200.6,198.1,198.1,20775
12/3/2018 2:43:00 PM,200.05,200.45,198.55,198.55,9300
12/3/2018 2:42:00 PM,198.25,200.95,198.25,200,8625
12/3/2018 2:41:00 PM,196.15,199,196.15,198.25,12000
12/3/2018 2:40:00 PM,196,196.35,195.55,196.2,1875
12/3/2018 2:39:00 PM,196.6,196.6,195,196,3600
12/3/2018 2:38:00 PM,195.9,197.9,195.9,196.6,23700
12/3/2018 2:37:00 PM,194.45,196.75,194.45,195.15,19050
12/3/2018 2:36:00 PM,190.1,194.45,190.1,194.45,10050
