Date,USDINR18DEC69PE O,USDINR18DEC69PE H,USDINR18DEC69PE L,USDINR18DEC69PE C,USDINR18DEC69PE V
12/3/2018 4:59:00 PM,0.105,0.1075,0.1025,0.1025,77
12/3/2018 4:58:00 PM,0.1075,0.1075,0.105,0.105,50
12/3/2018 4:57:00 PM,0.1075,0.1075,0.1075,0.1075,105
12/3/2018 4:56:00 PM,0.11,0.11,0.1075,0.1075,53
12/3/2018 4:55:00 PM,0.1075,0.11,0.1075,0.11,653
12/3/2018 4:54:00 PM,0.11,0.11,0.1075,0.1075,2
12/3/2018 4:53:00 PM,0.11,0.11,0.11,0.11,197
12/3/2018 4:52:00 PM,0.11,0.11,0.11,0.11,42
12/3/2018 4:51:00 PM,0.1075,0.11,0.1075,0.11,159
12/3/2018 4:50:00 PM,0.1075,0.1075,0.1075,0.1075,471
12/3/2018 4:49:00 PM,0.1075,0.1075,0.1075,0.1075,5
12/3/2018 4:48:00 PM,0.11,0.11,0.11,0.11,150
12/3/2018 4:47:00 PM,0.11,0.11,0.11,0.11,450
12/3/2018 4:46:00 PM,0.1075,0.11,0.1075,0.11,728
12/3/2018 4:45:00 PM,0.11,0.11,0.1075,0.1075,4
12/3/2018 4:44:00 PM,0.11,0.11,0.11,0.11,831
12/3/2018 4:43:00 PM,0.11,0.11,0.11,0.11,55
12/3/2018 4:42:00 PM,0.11,0.11,0.11,0.11,482
12/3/2018 4:41:00 PM,0.1075,0.11,0.1075,0.11,2
12/3/2018 4:40:00 PM,0.1075,0.11,0.1075,0.1075,95
12/3/2018 4:39:00 PM,0.11,0.11,0.1075,0.1075,279
12/3/2018 4:38:00 PM,0.1125,0.1125,0.11,0.11,304
12/3/2018 4:37:00 PM,0.11,0.1125,0.11,0.1125,356
12/3/2018 4:36:00 PM,0.11,0.11,0.11,0.11,0
12/3/2018 4:35:00 PM,0.11,0.11,0.11,0.11,50
12/3/2018 4:34:00 PM,0.11,0.11,0.11,0.11,88
12/3/2018 4:33:00 PM,0.1125,0.1125,0.11,0.11,360
12/3/2018 4:32:00 PM,0.115,0.115,0.1125,0.1125,36
12/3/2018 4:31:00 PM,0.115,0.115,0.115,0.115,0
12/3/2018 4:30:00 PM,0.1175,0.1175,0.115,0.115,232
12/3/2018 4:29:00 PM,0.12,0.12,0.1175,0.1175,50
12/3/2018 4:28:00 PM,0.12,0.12,0.12,0.12,150
12/3/2018 4:27:00 PM,0.12,0.12,0.12,0.12,500
12/3/2018 4:26:00 PM,0.115,0.12,0.115,0.12,151
12/3/2018 4:25:00 PM,0.115,0.115,0.115,0.115,21
12/3/2018 4:24:00 PM,0.12,0.12,0.115,0.115,266
12/3/2018 4:23:00 PM,0.1175,0.12,0.1175,0.12,18
12/3/2018 4:22:00 PM,0.12,0.12,0.1175,0.1175,5
12/3/2018 4:21:00 PM,0.12,0.12,0.12,0.12,618
12/3/2018 4:20:00 PM,0.1225,0.1225,0.12,0.12,627
12/3/2018 4:19:00 PM,0.1225,0.1225,0.1225,0.1225,0
12/3/2018 4:18:00 PM,0.125,0.125,0.1225,0.1225,104
12/3/2018 4:17:00 PM,0.12,0.125,0.12,0.125,805
12/3/2018 4:16:00 PM,0.12,0.12,0.12,0.12,0
12/3/2018 4:15:00 PM,0.12,0.12,0.12,0.12,0
12/3/2018 4:14:00 PM,0.12,0.12,0.12,0.12,232
12/3/2018 4:13:00 PM,0.12,0.12,0.12,0.12,312
12/3/2018 4:12:00 PM,0.12,0.12,0.12,0.12,40
12/3/2018 4:11:00 PM,0.12,0.12,0.12,0.12,50
12/3/2018 4:10:00 PM,0.1175,0.12,0.1175,0.12,233
12/3/2018 4:09:00 PM,0.115,0.1175,0.115,0.1175,94
12/3/2018 4:08:00 PM,0.1175,0.1175,0.115,0.115,685
12/3/2018 4:07:00 PM,0.1175,0.1175,0.1175,0.1175,0
12/3/2018 4:06:00 PM,0.1175,0.1175,0.1175,0.1175,310
12/3/2018 4:05:00 PM,0.115,0.1175,0.115,0.1175,65
12/3/2018 4:04:00 PM,0.1175,0.1175,0.115,0.115,602
12/3/2018 4:03:00 PM,0.12,0.12,0.1175,0.1175,266
12/3/2018 4:02:00 PM,0.1225,0.125,0.12,0.12,1173
12/3/2018 4:01:00 PM,0.1225,0.1225,0.12,0.1225,1942
12/3/2018 4:00:00 PM,0.1225,0.125,0.1225,0.1225,600
12/3/2018 3:59:00 PM,0.1225,0.125,0.1225,0.1225,361
12/3/2018 3:58:00 PM,0.125,0.125,0.1225,0.1225,74
12/3/2018 3:57:00 PM,0.125,0.125,0.125,0.125,350
12/3/2018 3:56:00 PM,0.1275,0.1275,0.125,0.125,92
12/3/2018 3:55:00 PM,0.125,0.1275,0.125,0.1275,1
12/3/2018 3:54:00 PM,0.125,0.125,0.125,0.125,613
12/3/2018 3:53:00 PM,0.125,0.1275,0.1225,0.125,1515
12/3/2018 3:52:00 PM,0.125,0.125,0.125,0.125,269
12/3/2018 3:51:00 PM,0.1275,0.1275,0.1225,0.125,457
12/3/2018 3:50:00 PM,0.1275,0.1275,0.1275,0.1275,0
12/3/2018 3:49:00 PM,0.1275,0.1275,0.1275,0.1275,210
12/3/2018 3:48:00 PM,0.125,0.1275,0.125,0.1275,345
12/3/2018 3:47:00 PM,0.125,0.125,0.125,0.125,27
12/3/2018 3:46:00 PM,0.125,0.1275,0.125,0.125,530
12/3/2018 3:45:00 PM,0.1225,0.125,0.1225,0.125,100
12/3/2018 3:44:00 PM,0.135,0.135,0.1225,0.1225,907
12/3/2018 3:43:00 PM,0.135,0.135,0.135,0.135,0
12/3/2018 3:42:00 PM,0.135,0.135,0.135,0.135,99
12/3/2018 3:41:00 PM,0.135,0.135,0.135,0.135,0
12/3/2018 3:40:00 PM,0.135,0.135,0.135,0.135,0
12/3/2018 3:39:00 PM,0.135,0.135,0.135,0.135,0
12/3/2018 3:38:00 PM,0.1375,0.1375,0.135,0.135,50
12/3/2018 3:37:00 PM,0.1375,0.1375,0.1375,0.1375,50
12/3/2018 3:36:00 PM,0.14,0.14,0.1375,0.1375,47
12/3/2018 3:35:00 PM,0.14,0.14,0.14,0.14,0
12/3/2018 3:34:00 PM,0.14,0.14,0.1375,0.14,1398
12/3/2018 3:33:00 PM,0.145,0.145,0.1375,0.1375,1211
12/3/2018 3:32:00 PM,0.1425,0.145,0.1425,0.145,589
12/3/2018 3:31:00 PM,0.1425,0.1425,0.1425,0.1425,7
12/3/2018 3:30:00 PM,0.1425,0.1425,0.1425,0.1425,34
12/3/2018 3:29:00 PM,0.145,0.145,0.1425,0.1425,27
12/3/2018 3:28:00 PM,0.145,0.145,0.1425,0.145,81
12/3/2018 3:27:00 PM,0.145,0.145,0.145,0.145,0
12/3/2018 3:26:00 PM,0.145,0.145,0.145,0.145,7
12/3/2018 3:25:00 PM,0.145,0.145,0.145,0.145,10
12/3/2018 3:24:00 PM,0.1425,0.145,0.1425,0.145,53
12/3/2018 3:23:00 PM,0.1425,0.1425,0.1425,0.1425,0
12/3/2018 3:22:00 PM,0.1425,0.1425,0.1425,0.1425,0
12/3/2018 3:21:00 PM,0.1475,0.1475,0.1425,0.1425,281
12/3/2018 3:20:00 PM,0.1425,0.1475,0.1425,0.1475,209
12/3/2018 3:19:00 PM,0.1425,0.1425,0.1425,0.1425,0
12/3/2018 3:18:00 PM,0.14,0.1425,0.14,0.1425,35
12/3/2018 3:17:00 PM,0.14,0.14,0.14,0.14,0
12/3/2018 3:16:00 PM,0.14,0.14,0.14,0.14,0
12/3/2018 3:15:00 PM,0.1375,0.14,0.1375,0.14,386
12/3/2018 3:14:00 PM,0.1375,0.1375,0.1375,0.1375,500
12/3/2018 3:13:00 PM,0.135,0.1375,0.135,0.1375,63
12/3/2018 3:12:00 PM,0.13,0.135,0.13,0.135,39
12/3/2018 3:11:00 PM,0.135,0.135,0.13,0.13,15
12/3/2018 3:10:00 PM,0.1325,0.135,0.1325,0.135,21
12/3/2018 3:09:00 PM,0.135,0.135,0.13,0.1325,161
12/3/2018 3:08:00 PM,0.1375,0.1375,0.13,0.135,381
12/3/2018 3:07:00 PM,0.135,0.1375,0.135,0.1375,55
12/3/2018 3:06:00 PM,0.135,0.135,0.135,0.135,80
12/3/2018 3:05:00 PM,0.135,0.135,0.135,0.135,111
12/3/2018 3:04:00 PM,0.135,0.135,0.135,0.135,0
12/3/2018 3:03:00 PM,0.135,0.135,0.135,0.135,0
12/3/2018 3:02:00 PM,0.135,0.135,0.135,0.135,94
12/3/2018 3:01:00 PM,0.135,0.135,0.135,0.135,839
12/3/2018 3:00:00 PM,0.135,0.135,0.1325,0.135,98
12/3/2018 2:59:00 PM,0.1375,0.1375,0.1325,0.135,507
12/3/2018 2:58:00 PM,0.1375,0.1375,0.1375,0.1375,550
12/3/2018 2:57:00 PM,0.1375,0.1375,0.1375,0.1375,0
12/3/2018 2:56:00 PM,0.1375,0.1375,0.1375,0.1375,215
12/3/2018 2:55:00 PM,0.14,0.14,0.1375,0.1375,133
12/3/2018 2:54:00 PM,0.1425,0.1425,0.1375,0.14,44
12/3/2018 2:53:00 PM,0.145,0.145,0.1425,0.1425,7
12/3/2018 2:52:00 PM,0.1425,0.145,0.1425,0.145,20
12/3/2018 2:51:00 PM,0.1475,0.1475,0.1425,0.1425,63
12/3/2018 2:50:00 PM,0.1475,0.1475,0.1475,0.1475,0
12/3/2018 2:49:00 PM,0.1475,0.1475,0.1475,0.1475,31
12/3/2018 2:48:00 PM,0.15,0.15,0.145,0.1475,19
12/3/2018 2:47:00 PM,0.15,0.15,0.15,0.15,0
12/3/2018 2:46:00 PM,0.15,0.15,0.15,0.15,0
12/3/2018 2:45:00 PM,0.15,0.15,0.15,0.15,0
12/3/2018 2:44:00 PM,0.15,0.15,0.15,0.15,0
12/3/2018 2:43:00 PM,0.15,0.15,0.15,0.15,50
12/3/2018 2:42:00 PM,0.15,0.15,0.15,0.15,50
12/3/2018 2:41:00 PM,0.15,0.15,0.15,0.15,5
12/3/2018 2:40:00 PM,0.1475,0.15,0.1475,0.15,6
12/3/2018 2:39:00 PM,0.15,0.15,0.1475,0.1475,2
12/3/2018 2:38:00 PM,0.1525,0.1525,0.15,0.15,210
12/3/2018 2:37:00 PM,0.1525,0.1525,0.1525,0.1525,92
12/3/2018 2:36:00 PM,0.1525,0.1525,0.1525,0.1525,0
12/3/2018 2:35:00 PM,0.15,0.1525,0.15,0.1525,56
12/3/2018 2:34:00 PM,0.15,0.15,0.15,0.15,21
12/3/2018 2:33:00 PM,0.1475,0.15,0.1475,0.15,127
12/3/2018 2:32:00 PM,0.1475,0.1475,0.1475,0.1475,0
12/3/2018 2:31:00 PM,0.1475,0.1475,0.1475,0.1475,21
12/3/2018 2:30:00 PM,0.1475,0.1475,0.1475,0.1475,100
12/3/2018 2:29:00 PM,0.15,0.15,0.1475,0.1475,46
12/3/2018 2:28:00 PM,0.1475,0.15,0.1475,0.15,100
12/3/2018 2:27:00 PM,0.1475,0.1475,0.1475,0.1475,0
12/3/2018 2:26:00 PM,0.1475,0.15,0.1475,0.1475,7
12/3/2018 2:25:00 PM,0.145,0.1475,0.145,0.1475,131
12/3/2018 2:24:00 PM,0.145,0.145,0.145,0.145,23
12/3/2018 2:23:00 PM,0.145,0.145,0.145,0.145,10
12/3/2018 2:22:00 PM,0.145,0.145,0.145,0.145,0
12/3/2018 2:21:00 PM,0.145,0.145,0.145,0.145,0
12/3/2018 2:20:00 PM,0.145,0.145,0.145,0.145,319
12/3/2018 2:19:00 PM,0.145,0.145,0.145,0.145,152
12/3/2018 2:18:00 PM,0.145,0.145,0.145,0.145,190
12/3/2018 2:17:00 PM,0.1425,0.145,0.1425,0.145,51
12/3/2018 2:16:00 PM,0.1425,0.1425,0.1425,0.1425,27
12/3/2018 2:15:00 PM,0.1425,0.1425,0.14,0.1425,191
12/3/2018 2:14:00 PM,0.1425,0.1425,0.1425,0.1425,17
12/3/2018 2:13:00 PM,0.1425,0.1425,0.1425,0.1425,0
12/3/2018 2:12:00 PM,0.1425,0.1425,0.1425,0.1425,0
12/3/2018 2:11:00 PM,0.1425,0.1425,0.1425,0.1425,112
12/3/2018 2:10:00 PM,0.1425,0.1425,0.1425,0.1425,1
12/3/2018 2:09:00 PM,0.1425,0.1425,0.1425,0.1425,236
12/3/2018 2:08:00 PM,0.1425,0.1425,0.1425,0.1425,11
12/3/2018 2:07:00 PM,0.1425,0.1425,0.1425,0.1425,5
12/3/2018 2:06:00 PM,0.1425,0.1425,0.1425,0.1425,10
12/3/2018 2:05:00 PM,0.1425,0.1425,0.1425,0.1425,0
12/3/2018 2:04:00 PM,0.145,0.145,0.1425,0.1425,40
12/3/2018 2:03:00 PM,0.145,0.145,0.145,0.145,64
12/3/2018 2:02:00 PM,0.1475,0.1475,0.1425,0.145,95
12/3/2018 2:01:00 PM,0.1425,0.1475,0.1425,0.1475,913
12/3/2018 2:00:00 PM,0.1425,0.1425,0.1425,0.1425,283
12/3/2018 1:59:00 PM,0.1425,0.1425,0.1425,0.1425,25
12/3/2018 1:58:00 PM,0.1425,0.145,0.1425,0.1425,389
12/3/2018 1:57:00 PM,0.14,0.1425,0.14,0.1425,11
12/3/2018 1:56:00 PM,0.14,0.1425,0.14,0.14,75
12/3/2018 1:55:00 PM,0.1375,0.14,0.1375,0.14,10
12/3/2018 1:54:00 PM,0.14,0.14,0.1375,0.1375,283
12/3/2018 1:53:00 PM,0.14,0.14,0.14,0.14,43
12/3/2018 1:52:00 PM,0.14,0.14,0.14,0.14,540
12/3/2018 1:51:00 PM,0.1375,0.1375,0.1375,0.1375,15
12/3/2018 1:50:00 PM,0.1375,0.1375,0.1375,0.1375,0
12/3/2018 1:49:00 PM,0.1375,0.1375,0.1375,0.1375,121
12/3/2018 1:48:00 PM,0.1375,0.1375,0.1375,0.1375,10
12/3/2018 1:47:00 PM,0.135,0.1375,0.135,0.1375,20
12/3/2018 1:46:00 PM,0.135,0.1375,0.135,0.135,113
12/3/2018 1:45:00 PM,0.1325,0.135,0.1325,0.135,14
12/3/2018 1:44:00 PM,0.1325,0.1325,0.1325,0.1325,10
