Date,BANKNIFTY06DEC1827400PE O,BANKNIFTY06DEC1827400PE H,BANKNIFTY06DEC1827400PE L,BANKNIFTY06DEC1827400PE C,BANKNIFTY06DEC1827400PE V
12/3/2018 3:29:00 PM,531.9,531.9,531.9,531.9,0
12/3/2018 3:28:00 PM,532.75,532.75,531.9,531.9,40
12/3/2018 3:27:00 PM,532.75,533.6,532.75,533.6,40
12/3/2018 3:26:00 PM,532.75,532.75,532.75,532.75,0
12/3/2018 3:25:00 PM,532.75,532.75,532.75,532.75,0
12/3/2018 3:24:00 PM,532.75,532.75,532.75,532.75,0
12/3/2018 3:23:00 PM,532.1,534.45,532.1,532.75,180
12/3/2018 3:22:00 PM,532.1,532.1,532.1,532.1,0
12/3/2018 3:21:00 PM,532.55,535,532.1,532.1,100
12/3/2018 3:20:00 PM,532.2,532.55,532.2,532.55,20
12/3/2018 3:19:00 PM,532.2,532.2,532.2,532.2,0
12/3/2018 3:18:00 PM,532.2,532.2,532.2,532.2,0
12/3/2018 3:17:00 PM,532.2,532.2,532.2,532.2,0
12/3/2018 3:16:00 PM,532.2,532.2,532.2,532.2,0
12/3/2018 3:15:00 PM,544.55,544.55,532.2,532.2,20
12/3/2018 3:14:00 PM,544.55,544.55,544.55,544.55,0
12/3/2018 3:13:00 PM,544.55,544.55,544.55,544.55,0
12/3/2018 3:12:00 PM,544.55,544.55,544.55,544.55,0
12/3/2018 3:11:00 PM,544.55,544.55,544.55,544.55,0
12/3/2018 3:10:00 PM,544.55,544.55,544.55,544.55,0
12/3/2018 3:09:00 PM,544.55,544.55,544.55,544.55,0
12/3/2018 3:08:00 PM,544.55,544.55,544.55,544.55,0
12/3/2018 3:07:00 PM,544.55,544.55,544.55,544.55,0
12/3/2018 3:06:00 PM,544.55,544.55,544.55,544.55,0
12/3/2018 3:05:00 PM,547.35,547.35,544.55,544.55,40
12/3/2018 3:04:00 PM,547.35,547.35,547.35,547.35,0
12/3/2018 3:03:00 PM,536,547.35,536,547.35,40
12/3/2018 3:02:00 PM,536,536,536,536,0
12/3/2018 3:01:00 PM,530,536,530,536,20
12/3/2018 3:00:00 PM,530,530,530,530,0
12/3/2018 2:59:00 PM,530,530,530,530,0
12/3/2018 2:58:00 PM,530,530,530,530,0
12/3/2018 2:57:00 PM,530,530,530,530,0
12/3/2018 2:56:00 PM,530,530,530,530,0
12/3/2018 2:55:00 PM,530,530,530,530,0
12/3/2018 2:54:00 PM,530,530,530,530,0
12/3/2018 2:53:00 PM,530,530,530,530,0
12/3/2018 2:52:00 PM,530,530,530,530,0
12/3/2018 2:51:00 PM,530,530,530,530,0
12/3/2018 2:50:00 PM,550,550,530,530,80
12/3/2018 2:49:00 PM,550,550,550,550,0
12/3/2018 2:48:00 PM,550,550,550,550,0
12/3/2018 2:47:00 PM,550,550,550,550,40
12/3/2018 2:46:00 PM,550,550,550,550,0
12/3/2018 2:45:00 PM,552.45,552.45,550,550,60
12/3/2018 2:44:00 PM,552.45,552.45,552.45,552.45,0
12/3/2018 2:43:00 PM,552.45,552.45,552.45,552.45,0
12/3/2018 2:42:00 PM,552.45,552.45,552.45,552.45,0
12/3/2018 2:41:00 PM,552.45,552.45,552.45,552.45,0
12/3/2018 2:40:00 PM,552.45,552.45,552.45,552.45,0
12/3/2018 2:39:00 PM,552.45,552.45,552.45,552.45,0
12/3/2018 2:38:00 PM,552.45,552.45,552.45,552.45,0
12/3/2018 2:37:00 PM,552.45,552.45,552.45,552.45,0
12/3/2018 2:36:00 PM,552.45,552.45,552.45,552.45,0
12/3/2018 2:35:00 PM,552.45,552.45,552.45,552.45,0
12/3/2018 2:34:00 PM,552.45,552.45,552.45,552.45,0
12/3/2018 2:33:00 PM,552.45,552.45,552.45,552.45,0
12/3/2018 2:32:00 PM,552.45,552.45,552.45,552.45,0
12/3/2018 2:31:00 PM,552.45,552.45,552.45,552.45,0
12/3/2018 2:30:00 PM,523.95,552.45,523.95,552.45,120
12/3/2018 2:29:00 PM,523.95,523.95,523.95,523.95,0
12/3/2018 2:28:00 PM,523.95,523.95,523.95,523.95,0
12/3/2018 2:27:00 PM,523.95,523.95,523.95,523.95,0
12/3/2018 2:26:00 PM,523.95,523.95,523.95,523.95,0
12/3/2018 2:25:00 PM,523.95,523.95,523.95,523.95,0
12/3/2018 2:24:00 PM,523.95,523.95,523.95,523.95,0
12/3/2018 2:23:00 PM,523.95,523.95,523.95,523.95,0
12/3/2018 2:22:00 PM,523.95,523.95,523.95,523.95,0
12/3/2018 2:21:00 PM,523.95,523.95,523.95,523.95,0
12/3/2018 2:20:00 PM,523.95,523.95,523.95,523.95,0
12/3/2018 2:19:00 PM,523.95,523.95,523.95,523.95,0
12/3/2018 2:18:00 PM,571.35,571.35,523.95,523.95,20
12/3/2018 2:17:00 PM,571.35,571.35,571.35,571.35,0
12/3/2018 2:16:00 PM,571.35,571.35,571.35,571.35,0
12/3/2018 2:15:00 PM,571.35,571.35,571.35,571.35,0
12/3/2018 2:14:00 PM,571.35,571.35,571.35,571.35,0
12/3/2018 2:13:00 PM,571.35,571.35,571.35,571.35,0
12/3/2018 2:12:00 PM,534.9,571.35,534.9,571.35,60
12/3/2018 2:11:00 PM,534.9,534.9,534.9,534.9,0
12/3/2018 2:10:00 PM,534.9,534.9,534.9,534.9,0
12/3/2018 2:09:00 PM,534.9,534.9,534.9,534.9,0
12/3/2018 2:08:00 PM,510.35,534.9,510.35,534.9,20
12/3/2018 2:07:00 PM,510.35,510.35,510.35,510.35,0
