Date,BANKNIFTY06DEC1826700PE O,BANKNIFTY06DEC1826700PE H,BANKNIFTY06DEC1826700PE L,BANKNIFTY06DEC1826700PE C,BANKNIFTY06DEC1826700PE V
12/3/2018 3:29:00 PM,109.2,110.2,107.75,107.75,23740
12/3/2018 3:28:00 PM,110,110.4,108.85,109.2,17920
12/3/2018 3:27:00 PM,110.9,111.25,109.6,110.25,16460
12/3/2018 3:26:00 PM,111.5,112,110.65,111.1,16700
12/3/2018 3:25:00 PM,111.65,112.1,111.3,111.5,23960
12/3/2018 3:24:00 PM,111.25,111.8,110.35,111.5,9560
12/3/2018 3:23:00 PM,111.6,112,110.35,111.1,24020
12/3/2018 3:22:00 PM,110.95,111.9,110.05,111.6,11260
12/3/2018 3:21:00 PM,110.95,111.65,109.95,110.9,21040
12/3/2018 3:20:00 PM,111.4,112,110,111.2,20640
12/3/2018 3:19:00 PM,111.15,112,111,111.4,7620
12/3/2018 3:18:00 PM,111.65,111.85,110.4,111.15,14960
12/3/2018 3:17:00 PM,109.2,111.85,109.2,111.65,13280
12/3/2018 3:16:00 PM,110.25,110.5,108.55,109.55,18060
12/3/2018 3:15:00 PM,108.35,110.35,106.35,109.7,20680
12/3/2018 3:14:00 PM,109.9,110.3,108.05,108.05,19280
12/3/2018 3:13:00 PM,111.05,112.45,109.5,110.05,16520
12/3/2018 3:12:00 PM,111.9,112.5,111.25,111.7,4480
12/3/2018 3:11:00 PM,112,113.45,110.75,111.9,10300
12/3/2018 3:10:00 PM,112.35,113.15,111.3,112.35,9280
12/3/2018 3:09:00 PM,110.45,112.85,109,112.65,12440
12/3/2018 3:08:00 PM,109,110.3,107.95,110.25,12280
12/3/2018 3:07:00 PM,110.05,110.55,109,109,6220
12/3/2018 3:06:00 PM,107.05,110.85,107,110.05,15460
12/3/2018 3:05:00 PM,111.8,112.45,107.3,107.3,6940
12/3/2018 3:04:00 PM,110.05,113.2,108.65,111.5,12500
12/3/2018 3:03:00 PM,113.8,115,110,110.05,14700
12/3/2018 3:02:00 PM,112,114.4,111.6,113.8,8260
12/3/2018 3:01:00 PM,107.55,113.35,107.15,112,7040
12/3/2018 3:00:00 PM,107.75,109.4,106.35,107.55,17440
12/3/2018 2:59:00 PM,113.8,114.05,105.45,107,29000
12/3/2018 2:58:00 PM,115.15,115.55,113.7,113.8,5080
12/3/2018 2:57:00 PM,114.6,116.55,114,115.15,6780
12/3/2018 2:56:00 PM,114.5,116.25,113.9,114.6,11840
12/3/2018 2:55:00 PM,113.45,115.1,112,115.1,5760
12/3/2018 2:54:00 PM,115.3,116.85,112,113.45,7300
12/3/2018 2:53:00 PM,115.85,117.6,114.75,115.3,7040
12/3/2018 2:52:00 PM,113.5,116.05,112,116.05,9320
12/3/2018 2:51:00 PM,112.25,113.85,111.8,113.55,6980
12/3/2018 2:50:00 PM,111.85,112.85,110.65,112.25,13220
12/3/2018 2:49:00 PM,117.75,117.85,111.8,112,15720
12/3/2018 2:48:00 PM,120.9,122,117,117,7580
12/3/2018 2:47:00 PM,118,121.35,118,120.4,15620
12/3/2018 2:46:00 PM,119,119,116.95,118,4040
12/3/2018 2:45:00 PM,118.1,119.2,115.65,118.85,9700
12/3/2018 2:44:00 PM,119.15,120.4,118,118.55,5660
12/3/2018 2:43:00 PM,120.45,121.9,118.8,119.3,11520
12/3/2018 2:42:00 PM,120.25,122,119.65,120.5,7960
12/3/2018 2:41:00 PM,118.2,120.5,118.2,119.65,9400
12/3/2018 2:40:00 PM,114.95,118.2,114.95,118.2,3620
12/3/2018 2:39:00 PM,116.95,117,113.15,114.95,9100
12/3/2018 2:38:00 PM,117.2,119,116,116.95,7440
12/3/2018 2:37:00 PM,116.7,118.65,115.35,115.35,9140
12/3/2018 2:36:00 PM,112.15,117.3,112.15,117.3,12380
12/3/2018 2:35:00 PM,115.5,115.55,110.6,112.05,16020
12/3/2018 2:34:00 PM,115.5,117,115,115.5,8880
12/3/2018 2:33:00 PM,116.35,117,114.8,115.5,8760
12/3/2018 2:32:00 PM,119.15,119.15,115,116.6,15500
12/3/2018 2:31:00 PM,118.25,119.95,117.25,119,14560
12/3/2018 2:30:00 PM,125.35,126,118.25,118.25,22240
12/3/2018 2:29:00 PM,122.25,127.55,121.75,125,35220
12/3/2018 2:28:00 PM,119.1,123.35,118.35,122.15,29360
12/3/2018 2:27:00 PM,119.4,120,118.05,119.1,13460
12/3/2018 2:26:00 PM,117.9,119.5,117.9,119.25,8620
12/3/2018 2:25:00 PM,115.5,118.5,114.9,117.6,7740
12/3/2018 2:24:00 PM,114.15,115.75,113.85,115.5,6420
12/3/2018 2:23:00 PM,113,114.15,112.6,114.15,6740
12/3/2018 2:22:00 PM,113,114.95,112.6,113,9300
12/3/2018 2:21:00 PM,111.1,113,111.1,113,3400
12/3/2018 2:20:00 PM,111.75,112.55,111,111.3,8500
12/3/2018 2:19:00 PM,108.7,112.55,107.55,111.75,13540
12/3/2018 2:18:00 PM,109.9,110.15,105.9,108.8,16620
12/3/2018 2:17:00 PM,112.05,112.85,108.9,109.8,12020
12/3/2018 2:16:00 PM,114,115,111.5,112.85,6240
12/3/2018 2:15:00 PM,112.95,118.15,111.9,114.45,9540
12/3/2018 2:14:00 PM,118.9,120.15,112.7,112.95,11140
12/3/2018 2:13:00 PM,118.35,120.4,118.35,119.1,7160
12/3/2018 2:12:00 PM,117.4,119.7,116.45,118.95,12980
12/3/2018 2:11:00 PM,112.3,117.4,112.3,117.4,7760
12/3/2018 2:10:00 PM,110.7,113.7,109.15,112.3,23160
12/3/2018 2:09:00 PM,116.15,116.65,110.5,110.85,8700
12/3/2018 2:08:00 PM,118.35,118.35,115.05,116.05,5540
12/3/2018 2:07:00 PM,119,122,116.3,117.7,15120
12/3/2018 2:06:00 PM,116.25,120,115.5,118.9,9040
12/3/2018 2:05:00 PM,120.15,120.25,115.1,116.25,24540
12/3/2018 2:04:00 PM,121.6,122.3,120,120.15,15500
12/3/2018 2:03:00 PM,119.65,122.7,119.1,121.75,14540
12/3/2018 2:02:00 PM,117,119.65,116.4,119.65,10560
12/3/2018 2:01:00 PM,119.75,120.7,116.2,116.7,17740
12/3/2018 2:00:00 PM,111.5,120,111.1,120,18820
12/3/2018 1:59:00 PM,112.35,113.3,111.05,111.5,10780
12/3/2018 1:58:00 PM,109.65,112.35,109,112.35,7980
12/3/2018 1:57:00 PM,105.95,109.7,105.55,109.3,11520
12/3/2018 1:56:00 PM,107.75,109.15,106,106,10680
12/3/2018 1:55:00 PM,110.8,111,107.65,108,8760
12/3/2018 1:54:00 PM,111.8,112.45,110.45,110.8,6880
12/3/2018 1:53:00 PM,110.65,112,110,111.45,15700
12/3/2018 1:52:00 PM,109.75,110.75,109.55,110.55,6680
12/3/2018 1:51:00 PM,110.85,110.85,109,109.85,10380
12/3/2018 1:50:00 PM,108.4,111.75,107.9,111,11900
12/3/2018 1:49:00 PM,103.4,108.8,101.75,108.4,23340
12/3/2018 1:48:00 PM,109.35,109.35,103.25,103.25,26960
12/3/2018 1:47:00 PM,109.9,110,107,109.35,21440
12/3/2018 1:46:00 PM,107.3,110,106.95,109.55,17120
12/3/2018 1:45:00 PM,112.35,112.35,106,107,10560
12/3/2018 1:44:00 PM,109.7,112.65,109.7,112.35,15800
12/3/2018 1:43:00 PM,109.65,111.2,106.6,110,14260
12/3/2018 1:42:00 PM,107.8,110.2,107.8,109.15,13140
12/3/2018 1:41:00 PM,106.15,108.5,105,107.8,40880
12/3/2018 1:40:00 PM,111.7,113.5,107.45,107.45,36300
12/3/2018 1:39:00 PM,117.7,119.15,110.25,111.25,24460
12/3/2018 1:38:00 PM,120.6,121.15,116.75,117,14000
12/3/2018 1:37:00 PM,121,121.75,120,120.6,5860
12/3/2018 1:36:00 PM,118.75,122,118.75,121,4640
12/3/2018 1:35:00 PM,123.3,124.75,118.65,118.75,10240
12/3/2018 1:34:00 PM,122.55,123.3,121.15,123.3,5720
12/3/2018 1:33:00 PM,120.9,122.55,118.9,122.55,7660
12/3/2018 1:32:00 PM,123,124,119.25,120.9,15680
12/3/2018 1:31:00 PM,121.75,123.7,121.65,123,5020
12/3/2018 1:30:00 PM,119.25,123,118,121.75,9660
12/3/2018 1:29:00 PM,121.85,123,118.45,118.6,7100
12/3/2018 1:28:00 PM,119.1,121.85,119,121.35,7160
12/3/2018 1:27:00 PM,116.4,121.4,114.4,119.5,14160
12/3/2018 1:26:00 PM,124.6,124.7,112.8,117.5,38460
12/3/2018 1:25:00 PM,127.05,127.05,124.15,124.2,3760
12/3/2018 1:24:00 PM,123.25,127.3,123.25,127.2,6080
