Date,BANKNIFTY06DEC1827100PE O,BANKNIFTY06DEC1827100PE H,BANKNIFTY06DEC1827100PE L,BANKNIFTY06DEC1827100PE C,BANKNIFTY06DEC1827100PE V
12/3/2018 3:29:00 PM,313.45,315.8,308.7,315.25,2860
12/3/2018 3:28:00 PM,312,314.9,310.85,312.1,3120
12/3/2018 3:27:00 PM,312.25,313.85,311.1,312,2100
12/3/2018 3:26:00 PM,313.4,315,311.9,312.75,2740
12/3/2018 3:25:00 PM,313,315,313,314.75,2700
12/3/2018 3:24:00 PM,312,313.65,311.55,313,480
12/3/2018 3:23:00 PM,315.5,315.5,311.35,312,2140
12/3/2018 3:22:00 PM,312.35,315.5,312.3,315.5,2100
12/3/2018 3:21:00 PM,312.5,313.4,310.35,312.75,1700
12/3/2018 3:20:00 PM,313,314.95,310.4,310.4,4580
12/3/2018 3:19:00 PM,310,313,310,312.3,4800
12/3/2018 3:18:00 PM,309.85,312.6,309.85,310,2740
12/3/2018 3:17:00 PM,307,313,307,309.85,1320
12/3/2018 3:16:00 PM,308.7,310.45,306.35,308.25,1220
12/3/2018 3:15:00 PM,308.6,309.2,304,308.7,1580
12/3/2018 3:14:00 PM,311.05,311.05,306.8,308.6,940
12/3/2018 3:13:00 PM,313.65,315,311.05,311.05,1700
12/3/2018 3:12:00 PM,312.05,314.15,311.75,313.65,100
12/3/2018 3:11:00 PM,313.7,315.65,312.05,312.05,1220
12/3/2018 3:10:00 PM,316.35,316.6,313.7,313.7,80
12/3/2018 3:09:00 PM,308.5,316.35,308.5,316.35,120
12/3/2018 3:08:00 PM,307.45,308.5,306.4,308.5,720
12/3/2018 3:07:00 PM,310.4,311.1,306.8,307.45,280
12/3/2018 3:06:00 PM,309.25,310.4,305.6,310.4,120
12/3/2018 3:05:00 PM,315,315.7,309.05,309.25,320
12/3/2018 3:04:00 PM,310.1,315,307.7,315,840
12/3/2018 3:03:00 PM,316.05,318.8,311.7,311.7,340
12/3/2018 3:02:00 PM,312.1,316.2,311.75,316.05,420
12/3/2018 3:01:00 PM,304.65,315.7,304.65,312.1,340
12/3/2018 3:00:00 PM,304,307.4,303.05,304.65,1040
12/3/2018 2:59:00 PM,318.35,318.35,301.65,304,1280
12/3/2018 2:58:00 PM,318.1,318.35,317.85,318.35,400
12/3/2018 2:57:00 PM,318.5,321.2,316.6,318.1,600
12/3/2018 2:56:00 PM,320.5,322.95,318.4,318.5,320
12/3/2018 2:55:00 PM,314.15,320.5,314.15,320.5,300
12/3/2018 2:54:00 PM,321.75,323.95,314.15,314.15,520
12/3/2018 2:53:00 PM,320.55,323.65,320.55,321.75,280
12/3/2018 2:52:00 PM,316.95,320.55,313.6,320.55,320
12/3/2018 2:51:00 PM,311.75,316.95,311.75,316.95,140
12/3/2018 2:50:00 PM,317,317,311.75,311.75,360
12/3/2018 2:49:00 PM,321.85,323.9,316.55,317,300
12/3/2018 2:48:00 PM,327,330,321.85,321.85,160
12/3/2018 2:47:00 PM,323,327,323,327,160
12/3/2018 2:46:00 PM,326.85,326.85,322.9,323,820
12/3/2018 2:45:00 PM,327.65,327.65,320.05,326.85,240
12/3/2018 2:44:00 PM,325,327.65,325,327.65,20
12/3/2018 2:43:00 PM,328.9,331.3,325,325,1880
12/3/2018 2:42:00 PM,327.05,330,326.95,328.9,840
12/3/2018 2:41:00 PM,323,327.05,323,327.05,620
12/3/2018 2:40:00 PM,318.6,323,318.6,323,140
12/3/2018 2:39:00 PM,321.7,321.7,317.2,318.6,440
12/3/2018 2:38:00 PM,319.4,323.5,319.4,321.7,100
12/3/2018 2:37:00 PM,319.65,326.6,319.2,321.35,960
12/3/2018 2:36:00 PM,310,322.05,310,319.65,420
12/3/2018 2:35:00 PM,320.3,320.3,310,310,300
12/3/2018 2:34:00 PM,319.15,320.3,317.7,320.3,580
12/3/2018 2:33:00 PM,319.45,319.45,317,319.15,200
12/3/2018 2:32:00 PM,323.3,323.3,319.45,319.45,860
12/3/2018 2:31:00 PM,322.35,326,322.35,326,180
12/3/2018 2:30:00 PM,334.55,334.55,322.35,322.35,280
12/3/2018 2:29:00 PM,330.35,341,330.3,334.55,540
12/3/2018 2:28:00 PM,325,331.05,325,330.35,1920
12/3/2018 2:27:00 PM,323.75,328.65,322.95,325,1880
12/3/2018 2:26:00 PM,323.05,325,321.8,323.75,200
12/3/2018 2:25:00 PM,315.25,321.15,315.25,321.15,100
12/3/2018 2:24:00 PM,315,315.35,314.75,315.25,140
12/3/2018 2:23:00 PM,312.6,315,312.1,315,320
12/3/2018 2:22:00 PM,311,313,310,312.6,620
12/3/2018 2:21:00 PM,309.4,311,307.85,311,500
12/3/2018 2:20:00 PM,310.95,310.95,307.35,309.4,300
12/3/2018 2:19:00 PM,309,310.95,302.85,310.95,240
12/3/2018 2:18:00 PM,306.1,309,298.1,309,1500
12/3/2018 2:17:00 PM,310,310.45,306.1,306.1,680
