Date,BANKNIFTY06DEC1827300CE O,BANKNIFTY06DEC1827300CE H,BANKNIFTY06DEC1827300CE L,BANKNIFTY06DEC1827300CE C,BANKNIFTY06DEC1827300CE V
12/3/2018 3:29:00 PM,57.75,58,56.2,57,28780
12/3/2018 3:28:00 PM,57.15,58,56.8,57.8,20780
12/3/2018 3:27:00 PM,56.25,57.15,56,57.15,24320
12/3/2018 3:26:00 PM,56.2,56.5,56,56.05,26480
12/3/2018 3:25:00 PM,55.9,56.25,55.7,56.15,17540
12/3/2018 3:24:00 PM,55.85,56.3,55.8,55.9,14700
12/3/2018 3:23:00 PM,56.3,56.7,55.65,56,28260
12/3/2018 3:22:00 PM,57,57.4,56.3,56.3,19340
12/3/2018 3:21:00 PM,58.05,58.2,57,57,20940
12/3/2018 3:20:00 PM,57.5,58.2,57.3,57.75,32800
12/3/2018 3:19:00 PM,58.1,58.1,57.45,57.5,12380
12/3/2018 3:18:00 PM,58.15,58.3,57.5,58,14540
12/3/2018 3:17:00 PM,58.5,58.65,57.4,58.05,13780
12/3/2018 3:16:00 PM,57.9,58.95,57.85,58.5,27980
12/3/2018 3:15:00 PM,58.1,58.9,57.65,57.8,27420
12/3/2018 3:14:00 PM,57.55,58.2,57.4,58.1,21360
12/3/2018 3:13:00 PM,56.95,57.85,56.6,57.6,14440
12/3/2018 3:12:00 PM,57.45,57.5,56.75,56.75,15080
12/3/2018 3:11:00 PM,57.35,57.6,56.4,57.55,19120
12/3/2018 3:10:00 PM,56.2,57.6,55.7,57.4,19580
12/3/2018 3:09:00 PM,57.55,58.3,56,56.25,12760
12/3/2018 3:08:00 PM,58.5,59.05,57.5,57.9,13280
12/3/2018 3:07:00 PM,58.3,58.65,57.75,58.4,6800
12/3/2018 3:06:00 PM,59,59.25,57.6,58.4,13080
12/3/2018 3:05:00 PM,57.15,59.2,56.7,59.2,9620
12/3/2018 3:04:00 PM,57.5,58.5,57,57.15,9480
12/3/2018 3:03:00 PM,55.75,57.9,55.15,57.65,16520
12/3/2018 3:02:00 PM,57.6,58,55.7,55.8,15020
12/3/2018 3:01:00 PM,60,60.3,56.75,57.65,17840
12/3/2018 3:00:00 PM,60.45,60.7,59.45,60,12440
12/3/2018 2:59:00 PM,58.2,61.25,58.2,60.35,28940
12/3/2018 2:58:00 PM,57.8,58.35,57,58.1,6820
12/3/2018 2:57:00 PM,57.55,57.85,56.65,57.8,3540
12/3/2018 2:56:00 PM,57.6,57.85,56.5,57.55,11760
12/3/2018 2:55:00 PM,58.9,58.9,57.35,57.6,3620
12/3/2018 2:54:00 PM,57.45,58.95,56.45,58.35,12880
12/3/2018 2:53:00 PM,57.85,57.85,56.35,57.45,10540
12/3/2018 2:52:00 PM,58.75,59.2,57.55,57.85,12760
12/3/2018 2:51:00 PM,59.45,59.95,58.85,58.9,8020
12/3/2018 2:50:00 PM,59.9,60.7,59,59.45,22540
12/3/2018 2:49:00 PM,58.1,59.85,58,59.75,11160
12/3/2018 2:48:00 PM,56.4,58.5,56.1,58.45,9140
12/3/2018 2:47:00 PM,57.5,57.5,56.25,56.6,7460
12/3/2018 2:46:00 PM,57,58.4,57,57.5,5180
12/3/2018 2:45:00 PM,57.7,59.05,56.65,57,10340
12/3/2018 2:44:00 PM,56.85,57.9,56.55,57.9,6940
12/3/2018 2:43:00 PM,56.5,57.9,55.5,57.15,16900
12/3/2018 2:42:00 PM,56.5,56.75,55,56.55,11880
12/3/2018 2:41:00 PM,57.45,57.6,56.15,56.5,17060
12/3/2018 2:40:00 PM,58.65,58.65,57.45,57.45,8180
12/3/2018 2:39:00 PM,57.5,59.8,57.45,58.65,8400
12/3/2018 2:38:00 PM,57.9,58.55,56.8,57.5,8260
12/3/2018 2:37:00 PM,58.05,58.75,56.35,58.45,15160
12/3/2018 2:36:00 PM,61.05,61.1,58,58,15960
12/3/2018 2:35:00 PM,60.15,61.35,59.95,60.8,13060
12/3/2018 2:34:00 PM,59.7,60.15,59.35,59.6,7380
12/3/2018 2:33:00 PM,59.75,60.5,59.55,59.7,10160
12/3/2018 2:32:00 PM,58.5,60,58.5,59.9,14700
12/3/2018 2:31:00 PM,58.35,59.65,57.65,58.5,23040
12/3/2018 2:30:00 PM,54.9,58.5,54.55,58.35,25900
12/3/2018 2:29:00 PM,55.7,56.1,53.3,54.8,28960
12/3/2018 2:28:00 PM,57.9,58.35,54.7,55.9,38260
12/3/2018 2:27:00 PM,57.4,58.25,57.05,57.85,11740
12/3/2018 2:26:00 PM,58.7,58.8,57.2,57.2,12980
12/3/2018 2:25:00 PM,60.45,60.55,58.15,58.7,17920
12/3/2018 2:24:00 PM,60.75,60.9,60,60.45,8480
12/3/2018 2:23:00 PM,61.2,61.35,60.2,60.2,3860
12/3/2018 2:22:00 PM,61.7,61.7,60.4,61.2,5360
12/3/2018 2:21:00 PM,62.2,63,61.45,61.45,10440
12/3/2018 2:20:00 PM,62.55,63,62.15,62.2,8780
12/3/2018 2:19:00 PM,63.5,64,62,62.8,10620
12/3/2018 2:18:00 PM,62.55,64.7,62.2,62.9,26740
12/3/2018 2:17:00 PM,61.5,62.85,61.5,62.85,10680
12/3/2018 2:16:00 PM,61.05,61.9,60.75,61.5,4140
12/3/2018 2:15:00 PM,61.9,62.2,59.7,61.05,8680
12/3/2018 2:14:00 PM,58.95,62.4,58.7,62.1,12960
12/3/2018 2:13:00 PM,59.3,59.35,58.2,58.5,3780
12/3/2018 2:12:00 PM,60.4,60.45,58.45,59.3,10540
12/3/2018 2:11:00 PM,61.35,61.55,60,60.45,5060
