Date,NIFTY18DEC11050CE O,NIFTY18DEC11050CE H,NIFTY18DEC11050CE L,NIFTY18DEC11050CE C,NIFTY18DEC11050CE V
12/3/2018 3:29:00 PM,128.2,130.5,128.2,129.6,1200
12/3/2018 3:28:00 PM,129.55,129.55,128.05,128.2,1650
12/3/2018 3:27:00 PM,129.3,129.55,128.6,129.55,675
12/3/2018 3:26:00 PM,128.55,129.55,128.3,129.3,1875
12/3/2018 3:25:00 PM,128.2,128.55,128.15,128.15,900
12/3/2018 3:24:00 PM,128.5,128.7,128.2,128.2,150
12/3/2018 3:23:00 PM,128.95,129,128.5,128.5,2100
12/3/2018 3:22:00 PM,128.95,129,128.2,128.95,375
12/3/2018 3:21:00 PM,128.3,129.5,128.3,128.95,1200
12/3/2018 3:20:00 PM,128.5,128.65,127.85,128.3,1350
12/3/2018 3:19:00 PM,128.95,129.4,128.4,128.5,375
12/3/2018 3:18:00 PM,129.2,129.5,128.95,128.95,450
12/3/2018 3:17:00 PM,129.4,130,129.2,129.2,900
12/3/2018 3:16:00 PM,127.9,129.5,127.85,129.4,1875
12/3/2018 3:15:00 PM,128.25,128.25,127.75,127.9,675
12/3/2018 3:14:00 PM,126.95,128.35,126.95,128.25,825
12/3/2018 3:13:00 PM,125.1,127,125.1,126.95,1800
12/3/2018 3:12:00 PM,125,125.1,125,125.1,75
12/3/2018 3:11:00 PM,125.25,125.25,124.8,125,600
12/3/2018 3:10:00 PM,124.95,125.45,124.95,125.25,2400
12/3/2018 3:09:00 PM,125.9,125.9,124.95,124.95,300
12/3/2018 3:08:00 PM,126.3,126.3,125.9,125.9,600
12/3/2018 3:07:00 PM,125.4,126.95,125.4,126.3,300
12/3/2018 3:06:00 PM,127,127,125.4,125.4,1275
12/3/2018 3:05:00 PM,126,126,126,126,75
12/3/2018 3:04:00 PM,124,126,124,126,150
12/3/2018 3:03:00 PM,124,124,124,124,0
12/3/2018 3:02:00 PM,126.9,126.9,124,124,150
12/3/2018 3:01:00 PM,127,127,126.9,126.9,600
12/3/2018 3:00:00 PM,127.15,127.15,127,127,150
