Date,USDINR18DEC69.5CE O,USDINR18DEC69.5CE H,USDINR18DEC69.5CE L,USDINR18DEC69.5CE C,USDINR18DEC69.5CE V
12/3/2018 4:59:00 PM,1.3225,1.3425,1.3225,1.3425,12
12/3/2018 4:58:00 PM,1.3125,1.325,1.3125,1.3225,93
12/3/2018 4:57:00 PM,1.3025,1.3125,1.3025,1.3125,300
12/3/2018 4:56:00 PM,1.3025,1.3025,1.3025,1.3025,0
12/3/2018 4:55:00 PM,1.2975,1.3025,1.2975,1.3025,46
12/3/2018 4:54:00 PM,1.3,1.3,1.2975,1.2975,15
12/3/2018 4:53:00 PM,1.315,1.315,1.3,1.3,10
12/3/2018 4:52:00 PM,1.315,1.315,1.315,1.315,0
12/3/2018 4:51:00 PM,1.315,1.315,1.315,1.315,0
12/3/2018 4:50:00 PM,1.32,1.325,1.315,1.315,405
12/3/2018 4:49:00 PM,1.3075,1.32,1.3075,1.32,21
12/3/2018 4:48:00 PM,1.3075,1.3075,1.3075,1.3075,0
12/3/2018 4:47:00 PM,1.3175,1.3175,1.3075,1.3075,25
12/3/2018 4:46:00 PM,1.3275,1.3275,1.3175,1.3175,25
12/3/2018 4:45:00 PM,1.325,1.3275,1.325,1.3275,25
12/3/2018 4:44:00 PM,1.325,1.325,1.325,1.325,0
12/3/2018 4:43:00 PM,1.315,1.325,1.315,1.325,2
12/3/2018 4:42:00 PM,1.315,1.315,1.315,1.315,0
12/3/2018 4:41:00 PM,1.35,1.35,1.31,1.315,50
12/3/2018 4:40:00 PM,1.3225,1.35,1.3225,1.35,4
12/3/2018 4:39:00 PM,1.3175,1.3325,1.3175,1.3225,32
12/3/2018 4:38:00 PM,1.3075,1.3175,1.305,1.3175,215
12/3/2018 4:37:00 PM,1.3225,1.3225,1.3225,1.3225,0
12/3/2018 4:36:00 PM,1.3225,1.3225,1.3225,1.3225,0
12/3/2018 4:35:00 PM,1.3225,1.3225,1.3125,1.3225,22
12/3/2018 4:34:00 PM,1.315,1.3225,1.315,1.3225,12
12/3/2018 4:33:00 PM,1.3,1.315,1.3,1.315,32
12/3/2018 4:32:00 PM,1.29,1.3,1.29,1.3,55
12/3/2018 4:31:00 PM,1.2625,1.29,1.2625,1.29,60
12/3/2018 4:30:00 PM,1.2625,1.2625,1.2625,1.2625,0
12/3/2018 4:29:00 PM,1.2625,1.2625,1.2625,1.2625,0
12/3/2018 4:28:00 PM,1.2625,1.2625,1.2625,1.2625,0
12/3/2018 4:27:00 PM,1.27,1.27,1.2625,1.2625,3
12/3/2018 4:26:00 PM,1.275,1.275,1.27,1.27,100
12/3/2018 4:25:00 PM,1.26,1.275,1.26,1.275,3
12/3/2018 4:24:00 PM,1.26,1.26,1.26,1.26,0
12/3/2018 4:23:00 PM,1.26,1.26,1.26,1.26,0
12/3/2018 4:22:00 PM,1.2425,1.26,1.2425,1.26,21
12/3/2018 4:21:00 PM,1.2425,1.2425,1.2425,1.2425,0
12/3/2018 4:20:00 PM,1.2425,1.2425,1.2425,1.2425,0
12/3/2018 4:19:00 PM,1.2425,1.2425,1.2425,1.2425,1
12/3/2018 4:18:00 PM,1.2425,1.2425,1.2425,1.2425,0
12/3/2018 4:17:00 PM,1.255,1.255,1.2425,1.2425,20
12/3/2018 4:16:00 PM,1.2725,1.2725,1.255,1.255,100
12/3/2018 4:15:00 PM,1.2725,1.2725,1.2725,1.2725,0
12/3/2018 4:14:00 PM,1.26,1.2725,1.26,1.2725,10
12/3/2018 4:13:00 PM,1.2675,1.2675,1.26,1.26,30
12/3/2018 4:12:00 PM,1.2675,1.2675,1.2675,1.2675,0
12/3/2018 4:11:00 PM,1.2775,1.2775,1.2675,1.2675,10
12/3/2018 4:10:00 PM,1.2775,1.2775,1.27,1.2775,41
12/3/2018 4:09:00 PM,1.2775,1.2775,1.2775,1.2775,0
12/3/2018 4:08:00 PM,1.2775,1.2775,1.2775,1.2775,0
12/3/2018 4:07:00 PM,1.2775,1.2775,1.2775,1.2775,0
12/3/2018 4:06:00 PM,1.2775,1.2775,1.2775,1.2775,20
12/3/2018 4:05:00 PM,1.285,1.2925,1.2825,1.2825,33
12/3/2018 4:04:00 PM,1.28,1.285,1.28,1.285,25
12/3/2018 4:03:00 PM,1.26,1.285,1.26,1.28,16
12/3/2018 4:02:00 PM,1.26,1.26,1.26,1.26,0
12/3/2018 4:01:00 PM,1.255,1.26,1.255,1.26,112
12/3/2018 4:00:00 PM,1.2525,1.255,1.245,1.255,59
12/3/2018 3:59:00 PM,1.2425,1.2525,1.2425,1.2525,45
12/3/2018 3:58:00 PM,1.22,1.2425,1.22,1.2425,14
12/3/2018 3:57:00 PM,1.22,1.22,1.22,1.22,0
12/3/2018 3:56:00 PM,1.22,1.22,1.22,1.22,0
12/3/2018 3:55:00 PM,1.22,1.22,1.22,1.22,0
12/3/2018 3:54:00 PM,1.22,1.22,1.22,1.22,0
12/3/2018 3:53:00 PM,1.22,1.22,1.22,1.22,0
