Date,NIFTY18DEC11100CE O,NIFTY18DEC11100CE H,NIFTY18DEC11100CE L,NIFTY18DEC11100CE C,NIFTY18DEC11100CE V
12/3/2018 3:29:00 PM,107.15,107.65,106.75,106.75,52800
12/3/2018 3:28:00 PM,106.8,106.8,106.3,106.75,25125
12/3/2018 3:27:00 PM,106.85,107.15,106.65,106.75,16200
12/3/2018 3:26:00 PM,106.8,107.25,106.7,106.9,28725
12/3/2018 3:25:00 PM,106.8,107,106.5,106.65,16500
12/3/2018 3:24:00 PM,106.4,106.95,106.4,106.8,6600
12/3/2018 3:23:00 PM,107,107.35,106.55,106.55,19500
12/3/2018 3:22:00 PM,106.9,107.3,106.55,107,32475
12/3/2018 3:21:00 PM,106.75,107.25,106.55,106.7,32175
12/3/2018 3:20:00 PM,106.5,106.75,105.55,106.75,29775
12/3/2018 3:19:00 PM,107.05,107.15,106.15,106.5,16425
12/3/2018 3:18:00 PM,107.25,107.6,106.65,107,25800
12/3/2018 3:17:00 PM,107.85,107.9,107.1,107.4,35475
12/3/2018 3:16:00 PM,106.25,107.85,106.25,107.85,37500
12/3/2018 3:15:00 PM,106.35,106.75,106.05,106.1,11550
12/3/2018 3:14:00 PM,106,106.75,105.7,106.3,14550
12/3/2018 3:13:00 PM,104.7,106,104.5,106,17925
12/3/2018 3:12:00 PM,104.3,104.75,104,104.7,5250
12/3/2018 3:11:00 PM,104.75,104.75,103.55,104.55,58875
12/3/2018 3:10:00 PM,104.1,104.55,103.95,104.45,19275
12/3/2018 3:09:00 PM,104.65,105,103.9,104.1,9975
12/3/2018 3:08:00 PM,104.35,105,104.25,104.65,29475
12/3/2018 3:07:00 PM,105,105.5,104.35,104.35,7575
12/3/2018 3:06:00 PM,105.75,105.85,104.15,105,4950
12/3/2018 3:05:00 PM,104.5,105.75,104.45,105.75,5400
12/3/2018 3:04:00 PM,104,105,103.5,104.5,30975
12/3/2018 3:03:00 PM,102.75,104,102.6,104,4725
12/3/2018 3:02:00 PM,104.1,104.25,102.75,102.75,8100
12/3/2018 3:01:00 PM,105.55,105.85,103.55,104.25,12225
12/3/2018 3:00:00 PM,105.25,105.85,104.8,105.55,12000
12/3/2018 2:59:00 PM,103,106,103,105.35,53550
12/3/2018 2:58:00 PM,102.4,103,102,103,6750
12/3/2018 2:57:00 PM,102.15,102.7,101.9,102.4,17700
12/3/2018 2:56:00 PM,102.5,102.95,101.6,102.15,5925
12/3/2018 2:55:00 PM,102.8,102.95,102.3,102.5,2850
12/3/2018 2:54:00 PM,101.5,103.7,101.3,102.8,5475
12/3/2018 2:53:00 PM,102.35,102.35,100.9,101.25,8400
12/3/2018 2:52:00 PM,103.85,103.85,102.25,102.25,28125
12/3/2018 2:51:00 PM,103.85,103.95,103.45,103.45,3150
12/3/2018 2:50:00 PM,103,104,103,103.85,24150
12/3/2018 2:49:00 PM,100.45,103,100.45,103,11775
12/3/2018 2:48:00 PM,99.95,100.75,99.8,100.45,1650
12/3/2018 2:47:00 PM,99.8,100.05,99.3,99.95,4875
12/3/2018 2:46:00 PM,99.75,100.55,99.75,99.8,3075
12/3/2018 2:45:00 PM,100.75,100.75,99.75,99.75,1650
12/3/2018 2:44:00 PM,99.75,100.75,99.5,100.75,3225
12/3/2018 2:43:00 PM,99.65,100.1,99.15,99.75,8625
12/3/2018 2:42:00 PM,99.95,99.95,98.5,99.5,30450
12/3/2018 2:41:00 PM,100.3,100.5,98.95,99.55,15750
12/3/2018 2:40:00 PM,101.5,101.5,100.3,100.3,3150
12/3/2018 2:39:00 PM,101.2,101.65,101.05,101.5,6375
12/3/2018 2:38:00 PM,101.25,101.25,100,101.2,16275
12/3/2018 2:37:00 PM,101.5,102,100.35,101.25,11100
12/3/2018 2:36:00 PM,103.3,103.3,101.3,101.5,11625
12/3/2018 2:35:00 PM,103.3,103.85,103.05,103.3,9000
12/3/2018 2:34:00 PM,102.25,103.45,102.25,103.3,13950
12/3/2018 2:33:00 PM,102.15,102.75,102.05,102.25,4650
12/3/2018 2:32:00 PM,101.15,102.55,101.05,102.15,3750
12/3/2018 2:31:00 PM,101.8,102,100.6,101.15,5850
12/3/2018 2:30:00 PM,98.5,101.9,98,101.8,16500
12/3/2018 2:29:00 PM,99.4,99.4,97.25,98.5,20175
12/3/2018 2:28:00 PM,100,100.15,97.85,99.4,30000
12/3/2018 2:27:00 PM,101.45,101.7,100.05,100.05,27525
12/3/2018 2:26:00 PM,102,102.15,100.95,101.45,15225
12/3/2018 2:25:00 PM,102.9,103,101.45,102.05,7650
12/3/2018 2:24:00 PM,104,104.1,102.9,102.9,5325
12/3/2018 2:23:00 PM,105,105,104,104,2475
12/3/2018 2:22:00 PM,105.2,105.5,104.55,105,8400
12/3/2018 2:21:00 PM,105.9,106,105.2,105.2,5325
12/3/2018 2:20:00 PM,105.55,105.95,104.65,105.9,3150
12/3/2018 2:19:00 PM,105.95,106.6,105.45,105.55,6450
12/3/2018 2:18:00 PM,106.25,107,105.75,105.95,17175
12/3/2018 2:17:00 PM,106.3,106.6,105.75,106.25,8625
