Date,BANKNIFTY06DEC1826500PE O,BANKNIFTY06DEC1826500PE H,BANKNIFTY06DEC1826500PE L,BANKNIFTY06DEC1826500PE C,BANKNIFTY06DEC1826500PE V
12/3/2018 3:29:00 PM,54.95,55,54,54.95,35380
12/3/2018 3:28:00 PM,55.1,55.55,54.75,54.75,34340
12/3/2018 3:27:00 PM,56.05,56.05,55,55.1,30420
12/3/2018 3:26:00 PM,56.9,57,55.95,56.15,25980
12/3/2018 3:25:00 PM,57.2,57.35,56.75,56.95,22680
12/3/2018 3:24:00 PM,57,57.25,56.6,57.15,13340
12/3/2018 3:23:00 PM,57.4,57.7,56.2,57.1,30660
12/3/2018 3:22:00 PM,57.1,57.55,56.65,57.25,15980
12/3/2018 3:21:00 PM,57.35,57.75,56.5,57.2,23200
12/3/2018 3:20:00 PM,57.45,58.1,57.05,57.5,34400
12/3/2018 3:19:00 PM,57.35,58.1,57.35,57.7,16940
12/3/2018 3:18:00 PM,57.75,58.1,57.3,57.35,17320
12/3/2018 3:17:00 PM,56.65,58.35,56.6,57.6,19440
12/3/2018 3:16:00 PM,57.35,57.35,56.4,56.6,20940
12/3/2018 3:15:00 PM,56.35,57.3,55,57.15,34720
12/3/2018 3:14:00 PM,57,57.25,56.2,56.4,23700
12/3/2018 3:13:00 PM,57.55,58.4,56.7,56.7,32540
12/3/2018 3:12:00 PM,57.85,58.25,57.5,57.5,14680
12/3/2018 3:11:00 PM,58.65,59.4,57.75,57.95,26100
12/3/2018 3:10:00 PM,58.35,58.95,57.85,58.45,18080
12/3/2018 3:09:00 PM,56.95,58.6,56.35,58.35,14100
12/3/2018 3:08:00 PM,56.2,56.95,55.75,56.75,13300
12/3/2018 3:07:00 PM,57,57.05,56.35,56.35,12160
12/3/2018 3:06:00 PM,55.3,57.25,55.05,57,14400
12/3/2018 3:05:00 PM,57.6,58.45,55.35,55.35,5580
12/3/2018 3:04:00 PM,57.4,58.45,55.85,57.85,14940
12/3/2018 3:03:00 PM,59.25,59.55,56.9,56.9,14720
12/3/2018 3:02:00 PM,58.1,59.6,57.8,59.2,11600
12/3/2018 3:01:00 PM,55,58.85,55,57.75,10560
12/3/2018 3:00:00 PM,55.35,56.5,54.65,55,20880
12/3/2018 2:59:00 PM,59.25,59.25,54.05,55.2,41720
12/3/2018 2:58:00 PM,59.8,60.4,59,59.5,9040
12/3/2018 2:57:00 PM,59.75,61,59.2,60.1,6860
12/3/2018 2:56:00 PM,59.5,60.55,58.9,59.75,13160
12/3/2018 2:55:00 PM,58.55,59.8,58,59.8,9680
12/3/2018 2:54:00 PM,59.6,61.2,58,58.7,11880
12/3/2018 2:53:00 PM,60.5,61.25,59.5,59.6,8860
12/3/2018 2:52:00 PM,58.9,60.6,58,60.5,13720
12/3/2018 2:51:00 PM,58.4,59.3,57.9,58.8,9940
12/3/2018 2:50:00 PM,58.05,58.8,57.05,58.45,18540
12/3/2018 2:49:00 PM,61.4,61.8,58,58.2,27880
