Date,USDINR18DEC72PE O,USDINR18DEC72PE H,USDINR18DEC72PE L,USDINR18DEC72PE C,USDINR18DEC72PE V
12/3/2018 4:59:00 PM,1.5525,1.5525,1.5525,1.5525,0
12/3/2018 4:58:00 PM,1.5525,1.5525,1.5525,1.5525,0
12/3/2018 4:57:00 PM,1.5525,1.5525,1.5525,1.5525,0
12/3/2018 4:56:00 PM,1.5525,1.5525,1.5525,1.5525,0
12/3/2018 4:55:00 PM,1.5525,1.5525,1.5525,1.5525,0
12/3/2018 4:54:00 PM,1.5525,1.5525,1.5525,1.5525,0
12/3/2018 4:53:00 PM,1.5525,1.5525,1.5525,1.5525,0
12/3/2018 4:52:00 PM,1.5475,1.5525,1.5475,1.5525,10
12/3/2018 4:51:00 PM,1.5475,1.5475,1.5475,1.5475,0
12/3/2018 4:50:00 PM,1.5475,1.5475,1.5475,1.5475,0
12/3/2018 4:49:00 PM,1.5475,1.5475,1.5475,1.5475,0
12/3/2018 4:48:00 PM,1.5475,1.5475,1.5475,1.5475,0
12/3/2018 4:47:00 PM,1.5475,1.5475,1.5475,1.5475,0
12/3/2018 4:46:00 PM,1.5475,1.5475,1.5475,1.5475,10
12/3/2018 4:45:00 PM,1.5475,1.5475,1.5475,1.5475,0
12/3/2018 4:44:00 PM,1.535,1.5475,1.535,1.5475,1
12/3/2018 4:43:00 PM,1.535,1.535,1.535,1.535,0
12/3/2018 4:42:00 PM,1.5425,1.5425,1.535,1.535,50
12/3/2018 4:41:00 PM,1.5425,1.5425,1.5425,1.5425,0
12/3/2018 4:40:00 PM,1.5425,1.5425,1.5425,1.5425,0
12/3/2018 4:39:00 PM,1.5425,1.5425,1.5425,1.5425,0
12/3/2018 4:38:00 PM,1.5425,1.5425,1.5425,1.5425,0
12/3/2018 4:37:00 PM,1.5425,1.5425,1.5425,1.5425,0
12/3/2018 4:36:00 PM,1.5425,1.5425,1.5425,1.5425,0
12/3/2018 4:35:00 PM,1.5425,1.5425,1.5425,1.5425,0
12/3/2018 4:34:00 PM,1.545,1.545,1.5325,1.5425,11
12/3/2018 4:33:00 PM,1.555,1.555,1.5375,1.545,216
12/3/2018 4:32:00 PM,1.5925,1.5925,1.555,1.555,1
12/3/2018 4:31:00 PM,1.5925,1.5925,1.5925,1.5925,0
12/3/2018 4:30:00 PM,1.5925,1.5925,1.5925,1.5925,0
12/3/2018 4:29:00 PM,1.5925,1.5925,1.5925,1.5925,0
12/3/2018 4:28:00 PM,1.5925,1.5925,1.5925,1.5925,0
12/3/2018 4:27:00 PM,1.5925,1.5925,1.5925,1.5925,0
12/3/2018 4:26:00 PM,1.5925,1.5925,1.5925,1.5925,0
12/3/2018 4:25:00 PM,1.5925,1.5925,1.5925,1.5925,0
12/3/2018 4:24:00 PM,1.5925,1.5925,1.5925,1.5925,0
12/3/2018 4:23:00 PM,1.5925,1.5925,1.5925,1.5925,0
12/3/2018 4:22:00 PM,1.5925,1.5925,1.5925,1.5925,0
12/3/2018 4:21:00 PM,1.5925,1.5925,1.5925,1.5925,0
12/3/2018 4:20:00 PM,1.61,1.61,1.5925,1.5925,45
12/3/2018 4:19:00 PM,1.61,1.61,1.61,1.61,0
12/3/2018 4:18:00 PM,1.61,1.61,1.61,1.61,0
12/3/2018 4:17:00 PM,1.595,1.61,1.595,1.61,130
12/3/2018 4:16:00 PM,1.595,1.595,1.595,1.595,0
12/3/2018 4:15:00 PM,1.575,1.595,1.575,1.595,15
12/3/2018 4:14:00 PM,1.575,1.575,1.575,1.575,0
12/3/2018 4:13:00 PM,1.575,1.575,1.575,1.575,0
