Date,BANKNIFTY06DEC1827500PE O,BANKNIFTY06DEC1827500PE H,BANKNIFTY06DEC1827500PE L,BANKNIFTY06DEC1827500PE C,BANKNIFTY06DEC1827500PE V
12/3/2018 3:29:00 PM,620,623.8,617.9,618.45,140
12/3/2018 3:28:00 PM,619.45,620,619.45,620,40
12/3/2018 3:27:00 PM,622.7,622.7,619.45,619.45,60
12/3/2018 3:26:00 PM,625,628.75,622.7,622.7,60
12/3/2018 3:25:00 PM,622,626.8,622,625,200
12/3/2018 3:24:00 PM,622,622,622,622,0
12/3/2018 3:23:00 PM,622,622,622,622,0
12/3/2018 3:22:00 PM,622,622,622,622,0
12/3/2018 3:21:00 PM,620.5,622,620.5,622,80
12/3/2018 3:20:00 PM,619.15,620.5,619.15,620.5,40
12/3/2018 3:19:00 PM,619.15,619.15,619.15,619.15,0
12/3/2018 3:18:00 PM,619.3,623,619.15,619.15,80
12/3/2018 3:17:00 PM,614.8,619.3,614.8,619.3,40
12/3/2018 3:16:00 PM,613,622.7,613,614.8,100
12/3/2018 3:15:00 PM,619.35,619.35,613,613,100
12/3/2018 3:14:00 PM,626.15,626.15,619.35,619.35,60
12/3/2018 3:13:00 PM,626.15,626.15,626.15,626.15,0
12/3/2018 3:12:00 PM,626.15,626.15,626.15,626.15,0
12/3/2018 3:11:00 PM,625.45,628.15,625.45,626.15,40
12/3/2018 3:10:00 PM,621.9,631,621.9,625.45,280
12/3/2018 3:09:00 PM,619.3,621.9,619.3,621.9,80
12/3/2018 3:08:00 PM,620,620,618.3,619.3,140
12/3/2018 3:07:00 PM,619.55,620,619.55,620,100
12/3/2018 3:06:00 PM,620.65,620.65,619.55,619.55,20
12/3/2018 3:05:00 PM,621.85,627.55,620.65,620.65,120
12/3/2018 3:04:00 PM,625.85,625.85,621.85,621.85,160
12/3/2018 3:03:00 PM,631.55,631.55,625.85,625.85,100
12/3/2018 3:02:00 PM,626.7,631.55,626.7,631.55,40
12/3/2018 3:01:00 PM,621.15,626.7,620,626.7,40
12/3/2018 3:00:00 PM,611.25,621.15,611.25,621.15,40
12/3/2018 2:59:00 PM,628,628,611.25,611.25,20
12/3/2018 2:58:00 PM,628,628,628,628,0
12/3/2018 2:57:00 PM,628,628,628,628,0
12/3/2018 2:56:00 PM,628,628,628,628,0
12/3/2018 2:55:00 PM,632.15,632.15,628,628,40
12/3/2018 2:54:00 PM,632.15,632.15,632.15,632.15,0
12/3/2018 2:53:00 PM,631.95,632.15,631.95,632.15,20
12/3/2018 2:52:00 PM,620,631.95,620,631.95,20
12/3/2018 2:51:00 PM,620,620,620,620,0
12/3/2018 2:50:00 PM,638.1,638.1,617.25,620,100
12/3/2018 2:49:00 PM,638.1,638.1,638.1,638.1,0
12/3/2018 2:48:00 PM,638.1,638.1,638.1,638.1,0
12/3/2018 2:47:00 PM,642.25,642.25,638.1,638.1,40
12/3/2018 2:46:00 PM,642.25,642.25,642.25,642.25,0
12/3/2018 2:45:00 PM,642.25,642.25,642.25,642.25,0
12/3/2018 2:44:00 PM,642.25,642.25,642.25,642.25,0
12/3/2018 2:43:00 PM,642.25,642.25,642.25,642.25,0
12/3/2018 2:42:00 PM,624.3,642.25,624.3,642.25,20
12/3/2018 2:41:00 PM,624.3,624.3,624.3,624.3,0
12/3/2018 2:40:00 PM,624.3,624.3,624.3,624.3,0
12/3/2018 2:39:00 PM,638.6,638.6,624.3,624.3,100
12/3/2018 2:38:00 PM,630.55,638.6,630.55,638.6,60
12/3/2018 2:37:00 PM,630.55,630.55,630.55,630.55,0
12/3/2018 2:36:00 PM,630,630.55,630,630.55,40
12/3/2018 2:35:00 PM,630,630,630,630,0
12/3/2018 2:34:00 PM,630,630,630,630,0
12/3/2018 2:33:00 PM,630,630,630,630,0
12/3/2018 2:32:00 PM,630,630,630,630,0
12/3/2018 2:31:00 PM,634.15,634.15,628,630,200
12/3/2018 2:30:00 PM,649.45,652.95,634.15,634.15,420
12/3/2018 2:29:00 PM,646.35,653.55,646.35,649.45,1000
12/3/2018 2:28:00 PM,637,650.65,637,646.9,340
12/3/2018 2:27:00 PM,625,637,625,637,40
12/3/2018 2:26:00 PM,625,625,625,625,0
12/3/2018 2:25:00 PM,627.35,627.35,625,625,60
12/3/2018 2:24:00 PM,622.15,627.35,622.15,627.35,80
12/3/2018 2:23:00 PM,614.6,622.15,614.6,622.15,40
12/3/2018 2:22:00 PM,614.6,614.6,614.6,614.6,0
12/3/2018 2:21:00 PM,615.4,615.4,614.6,614.6,40
12/3/2018 2:20:00 PM,615.75,615.75,615.4,615.4,40
12/3/2018 2:19:00 PM,608.6,615.75,608.6,615.75,20
12/3/2018 2:18:00 PM,615.2,615.2,608.6,608.6,60
12/3/2018 2:17:00 PM,625.85,625.85,615.2,615.2,40
12/3/2018 2:16:00 PM,625.85,625.85,625.85,625.85,0
12/3/2018 2:15:00 PM,624.15,636,624.15,625.85,60
12/3/2018 2:14:00 PM,615.55,635.1,615.55,624.15,140
12/3/2018 2:13:00 PM,615.55,615.55,615.55,615.55,0
12/3/2018 2:12:00 PM,615.55,615.55,615.55,615.55,0
12/3/2018 2:11:00 PM,615.55,615.55,615.55,615.55,0
12/3/2018 2:10:00 PM,615.55,615.55,615.55,615.55,0
12/3/2018 2:09:00 PM,626.2,626.2,615.55,615.55,40
12/3/2018 2:08:00 PM,626.2,626.2,626.2,626.2,0
12/3/2018 2:07:00 PM,626.2,626.2,626.2,626.2,0
12/3/2018 2:06:00 PM,626.2,626.2,626.2,626.2,0
12/3/2018 2:05:00 PM,639,639,626.2,626.2,40
