Date,NIFTY18DEC10850PE O,NIFTY18DEC10850PE H,NIFTY18DEC10850PE L,NIFTY18DEC10850PE C,NIFTY18DEC10850PE V
12/3/2018 3:29:00 PM,163,163.3,162,162,2625
12/3/2018 3:28:00 PM,162.8,163,162.8,163,900
12/3/2018 3:27:00 PM,164.1,164.1,162.8,162.8,1350
12/3/2018 3:26:00 PM,164.5,164.9,164,164.1,2175
12/3/2018 3:25:00 PM,164.65,165,164.5,164.55,1125
12/3/2018 3:24:00 PM,164,164.65,164,164.65,225
12/3/2018 3:23:00 PM,163.9,165.45,163.7,164,2025
12/3/2018 3:22:00 PM,164.55,164.55,163.9,163.9,2325
12/3/2018 3:21:00 PM,165.55,165.55,164.4,164.55,600
12/3/2018 3:20:00 PM,165.8,166.35,164.9,165.55,900
12/3/2018 3:19:00 PM,164.95,165.8,164.75,165.8,300
12/3/2018 3:18:00 PM,164.9,164.95,164.5,164.95,675
12/3/2018 3:17:00 PM,164.25,165,163.25,165,1575
12/3/2018 3:16:00 PM,166.25,166.25,164.15,164.25,2100
12/3/2018 3:15:00 PM,165.8,166.25,165.8,166.25,1500
12/3/2018 3:14:00 PM,167.2,167.2,165,165.8,1875
12/3/2018 3:13:00 PM,169.05,169.05,167.2,167.2,1500
12/3/2018 3:12:00 PM,170.2,170.25,169.05,169.05,300
12/3/2018 3:11:00 PM,170.2,170.2,170.2,170.2,75
12/3/2018 3:10:00 PM,171,171,170.05,170.2,375
12/3/2018 3:09:00 PM,170,171,170,171,450
12/3/2018 3:08:00 PM,169.15,170,169.15,170,150
12/3/2018 3:07:00 PM,170,170,169.15,169.15,150
12/3/2018 3:06:00 PM,169,170.55,168.55,170,825
12/3/2018 3:05:00 PM,171.45,171.45,170,170,375
12/3/2018 3:04:00 PM,171.4,171.45,169.75,171.45,900
12/3/2018 3:03:00 PM,173.7,173.7,171.4,171.4,300
12/3/2018 3:02:00 PM,172.7,173.7,171,173.7,450
12/3/2018 3:01:00 PM,170,172.7,169.15,172.7,600
12/3/2018 3:00:00 PM,170.35,170.85,170,170,1425
12/3/2018 2:59:00 PM,175.75,175.75,170.35,170.35,1650
12/3/2018 2:58:00 PM,175.35,176,175,175.75,2025
12/3/2018 2:57:00 PM,175.6,175.6,175.35,175.35,75
12/3/2018 2:56:00 PM,174,176.15,174,175.6,1500
12/3/2018 2:55:00 PM,173.65,174,173.65,174,75
12/3/2018 2:54:00 PM,176.65,176.65,173.65,173.65,825
12/3/2018 2:53:00 PM,173.3,176.65,173.3,176.65,225
12/3/2018 2:52:00 PM,171.95,173.3,171.95,173.3,1125
12/3/2018 2:51:00 PM,171.95,171.95,171.15,171.5,1050
12/3/2018 2:50:00 PM,175.5,175.5,171.95,171.95,675
12/3/2018 2:49:00 PM,178,178,175.5,175.5,1875
12/3/2018 2:48:00 PM,179.15,179.15,178,178,150
12/3/2018 2:47:00 PM,179.5,180.8,179.15,179.15,3900
12/3/2018 2:46:00 PM,179,179,179,179,150
12/3/2018 2:45:00 PM,178.35,179,177.7,179,300
12/3/2018 2:44:00 PM,179.3,179.3,178.2,178.35,900
12/3/2018 2:43:00 PM,179.9,180,179.3,179.3,300
12/3/2018 2:42:00 PM,178.6,180.1,178.4,179.9,1875
12/3/2018 2:41:00 PM,175.2,178.6,175.2,178.6,600
12/3/2018 2:40:00 PM,175.2,175.2,175.2,175.2,0
12/3/2018 2:39:00 PM,176.5,176.5,175.2,175.2,75
12/3/2018 2:38:00 PM,175.2,177.55,175.2,176.5,2925
12/3/2018 2:37:00 PM,175.2,176.15,175.15,175.2,450
12/3/2018 2:36:00 PM,170.25,175.2,170.25,175.2,1050
12/3/2018 2:35:00 PM,171.1,171.1,169.45,170.25,900
12/3/2018 2:34:00 PM,173,173,171.1,171.1,525
12/3/2018 2:33:00 PM,172.7,173.15,172.7,173,675
12/3/2018 2:32:00 PM,175,175,172.7,172.7,1050
12/3/2018 2:31:00 PM,174.75,175,173.45,175,675
12/3/2018 2:30:00 PM,179,179,174.65,174.75,2025
12/3/2018 2:29:00 PM,177,180,177,179,1650
12/3/2018 2:28:00 PM,176,177.95,176,177,975
12/3/2018 2:27:00 PM,172.8,175.7,172.8,175.7,4350
12/3/2018 2:26:00 PM,171.85,173,171.85,172.8,600
12/3/2018 2:25:00 PM,169.8,171.85,169.8,171.85,900
12/3/2018 2:24:00 PM,167.9,169.8,167.9,169.8,225
12/3/2018 2:23:00 PM,167.9,167.9,167.9,167.9,0
12/3/2018 2:22:00 PM,166.75,167.9,166.75,167.9,75
12/3/2018 2:21:00 PM,166.75,166.75,166.75,166.75,0
12/3/2018 2:20:00 PM,165.5,167.5,165.5,166.75,300
12/3/2018 2:19:00 PM,165.5,165.5,165.5,165.5,0
12/3/2018 2:18:00 PM,165.3,166,165,165.5,1575
12/3/2018 2:17:00 PM,167.95,167.95,165.3,165.3,300
12/3/2018 2:16:00 PM,167.95,167.95,167.95,167.95,0
12/3/2018 2:15:00 PM,168.85,168.85,167.95,167.95,300
12/3/2018 2:14:00 PM,172.6,172.6,168.85,168.85,4275
12/3/2018 2:13:00 PM,172.6,172.6,172.6,172.6,225
12/3/2018 2:12:00 PM,169.75,172.6,169.75,172.6,225
12/3/2018 2:11:00 PM,169.75,169.75,169.75,169.75,0
12/3/2018 2:10:00 PM,170,170.75,169.5,169.75,1725
12/3/2018 2:09:00 PM,172.9,172.9,170,170,1575
12/3/2018 2:08:00 PM,172,172.9,172,172.9,300
12/3/2018 2:07:00 PM,173,174,172,172,450
12/3/2018 2:06:00 PM,172.1,173,171.25,173,675
12/3/2018 2:05:00 PM,174.75,174.75,172,172.1,1350
12/3/2018 2:04:00 PM,173.05,174.85,173.05,174.75,1800
12/3/2018 2:03:00 PM,170.25,173.5,170.25,173.05,1950
12/3/2018 2:02:00 PM,169,170.25,169,170.25,675
12/3/2018 2:01:00 PM,167.75,169.4,167.65,169,1125
12/3/2018 2:00:00 PM,163.8,167,163.8,167,525
12/3/2018 1:59:00 PM,165.05,165.05,163.8,163.8,600
12/3/2018 1:58:00 PM,164.05,165.05,163.65,165.05,300
12/3/2018 1:57:00 PM,163.5,164.05,163,164.05,1725
12/3/2018 1:56:00 PM,164.95,164.95,163.5,163.5,900
12/3/2018 1:55:00 PM,165.2,165.2,164.95,164.95,300
12/3/2018 1:54:00 PM,164,165.2,164,165.2,675
12/3/2018 1:53:00 PM,163.85,164.05,163.85,164,225
12/3/2018 1:52:00 PM,163.65,163.85,163.15,163.85,300
12/3/2018 1:51:00 PM,164.85,165.45,163.65,163.65,675
12/3/2018 1:50:00 PM,163.1,165,163.1,164.85,1125
12/3/2018 1:49:00 PM,162,163.55,161.85,163.1,525
12/3/2018 1:48:00 PM,162.7,162.7,161.9,162,1500
12/3/2018 1:47:00 PM,165.5,165.5,162,162.7,3375
12/3/2018 1:46:00 PM,164.55,165.5,164.05,165.5,1800
12/3/2018 1:45:00 PM,168.2,168.2,165,165,1200
12/3/2018 1:44:00 PM,167,169.65,167,168.2,750
12/3/2018 1:43:00 PM,169.7,169.7,166.1,167,1275
12/3/2018 1:42:00 PM,167.65,169.7,167.65,169.7,300
12/3/2018 1:41:00 PM,168.15,168.4,167.5,167.65,2100
12/3/2018 1:40:00 PM,171.5,173.2,167.35,168.15,4050
12/3/2018 1:39:00 PM,173.45,174,171.5,171.5,2775
12/3/2018 1:38:00 PM,177,177,173,173.45,2175
12/3/2018 1:37:00 PM,177.45,177.45,176.3,177,675
12/3/2018 1:36:00 PM,176.25,177.45,176.25,177.45,300
12/3/2018 1:35:00 PM,177.45,178.4,176.25,176.25,225
12/3/2018 1:34:00 PM,177.6,177.85,177.45,177.45,150
12/3/2018 1:33:00 PM,178.3,178.5,176.6,177.6,2850
12/3/2018 1:32:00 PM,180.7,180.7,177.6,177.75,1950
12/3/2018 1:31:00 PM,180,181.1,180,180.7,675
12/3/2018 1:30:00 PM,177.3,180,177.3,180,675
12/3/2018 1:29:00 PM,179.95,179.95,177.3,177.3,150
12/3/2018 1:28:00 PM,179.2,179.95,179.2,179.95,525
12/3/2018 1:27:00 PM,178,179.2,177,179.2,600
12/3/2018 1:26:00 PM,179,179,176,178,1950
12/3/2018 1:25:00 PM,181.9,181.9,179,179,150
12/3/2018 1:24:00 PM,181.05,181.9,181.05,181.9,525
12/3/2018 1:23:00 PM,181.2,181.65,180,181.05,1050
12/3/2018 1:22:00 PM,182.5,182.5,181.4,182.35,225
12/3/2018 1:21:00 PM,180,182.5,180,182.5,375
12/3/2018 1:20:00 PM,178.15,180,178.15,180,450
12/3/2018 1:19:00 PM,177.5,178.7,177.5,178.15,2550
12/3/2018 1:18:00 PM,180.75,180.75,177.5,177.5,2625
12/3/2018 1:17:00 PM,183,183,180.5,180.75,600
12/3/2018 1:16:00 PM,182,183.5,182,183,825
12/3/2018 1:15:00 PM,183,183,182,182,3975
12/3/2018 1:14:00 PM,183.2,183.2,183,183,225
12/3/2018 1:13:00 PM,185,185,182.45,183.2,750
12/3/2018 1:12:00 PM,187,187.85,185,185,825
12/3/2018 1:11:00 PM,190.2,190.2,186.9,187,3975
12/3/2018 1:10:00 PM,186.05,190.2,186.05,190.2,675
12/3/2018 1:09:00 PM,186.4,186.4,186.05,186.05,75
12/3/2018 1:08:00 PM,186.85,186.85,186.4,186.4,150
12/3/2018 1:07:00 PM,189.9,189.9,186.55,186.85,675
12/3/2018 1:06:00 PM,191.3,191.3,189.9,189.9,1500
12/3/2018 1:05:00 PM,192,192,191.3,191.3,75
12/3/2018 1:04:00 PM,189.65,192,189.6,192,525
12/3/2018 1:03:00 PM,188,189.65,188,189.65,225
12/3/2018 1:02:00 PM,190.15,190.15,188,188,1125
12/3/2018 1:01:00 PM,188.6,190.15,188.1,190.15,1350
12/3/2018 1:00:00 PM,191.45,191.65,188.6,188.6,7425
12/3/2018 12:59:00 PM,193,193.2,191.85,191.85,1200
12/3/2018 12:58:00 PM,189.3,193,189.3,193,1500
12/3/2018 12:57:00 PM,187.75,189.3,187.75,189.3,75
12/3/2018 12:56:00 PM,189,189,187.75,187.75,225
12/3/2018 12:55:00 PM,188.1,189.35,188.1,189,300
12/3/2018 12:54:00 PM,190.05,190.05,188.1,188.1,375
12/3/2018 12:53:00 PM,187.85,190.95,187.85,190.05,675
12/3/2018 12:52:00 PM,188,188,187.85,187.85,150
12/3/2018 12:51:00 PM,186.45,188,186.45,188,300
12/3/2018 12:50:00 PM,188.7,188.7,186.45,186.45,1500
12/3/2018 12:49:00 PM,188.8,188.8,188.8,188.8,150
12/3/2018 12:48:00 PM,190,190.2,188.4,188.8,450
12/3/2018 12:47:00 PM,189.4,190.45,189.4,190,900
12/3/2018 12:46:00 PM,185.95,189.4,185.95,189.4,1800
12/3/2018 12:45:00 PM,183.5,185.95,183.5,185.95,900
12/3/2018 12:44:00 PM,184,184.75,183.5,183.5,375
12/3/2018 12:43:00 PM,182.2,184,182.2,184,900
12/3/2018 12:42:00 PM,182.2,182.2,181.5,182.2,375
12/3/2018 12:41:00 PM,182.45,182.45,181.55,182.2,150
12/3/2018 12:40:00 PM,182.45,182.5,181.45,182.45,825
12/3/2018 12:39:00 PM,183,183,182.45,182.45,525
12/3/2018 12:38:00 PM,183.1,183.1,182.5,183,750
12/3/2018 12:37:00 PM,184.3,184.3,183.1,183.1,525
12/3/2018 12:36:00 PM,182.7,183.25,182.7,183.25,225
12/3/2018 12:35:00 PM,184.1,184.1,182.7,182.7,750
12/3/2018 12:34:00 PM,186.65,186.65,183,184.1,1800
12/3/2018 12:33:00 PM,185.95,186.65,185.95,186.65,150
12/3/2018 12:32:00 PM,187,187,185.5,185.95,675
12/3/2018 12:31:00 PM,187,187,186.5,187,375
12/3/2018 12:30:00 PM,187.25,187.25,187,187,300
12/3/2018 12:29:00 PM,189.25,189.25,187.25,187.25,600
12/3/2018 12:28:00 PM,190,190,189,189.25,150
12/3/2018 12:27:00 PM,188.2,190.2,188.2,190,150
12/3/2018 12:26:00 PM,186.8,188.2,186.6,188.2,525
12/3/2018 12:25:00 PM,188,188,186.8,186.8,525
12/3/2018 12:24:00 PM,188,188,187.8,188,300
12/3/2018 12:23:00 PM,187.65,188.05,187.25,188,450
12/3/2018 12:22:00 PM,189.5,190.15,187.65,187.65,1575
12/3/2018 12:21:00 PM,189.65,189.65,189.5,189.5,750
12/3/2018 12:20:00 PM,190.2,190.3,189.55,189.65,1200
12/3/2018 12:19:00 PM,191.4,191.45,190.15,190.15,525
