Date,BANKNIFTY06DEC1826600CE O,BANKNIFTY06DEC1826600CE H,BANKNIFTY06DEC1826600CE L,BANKNIFTY06DEC1826600CE C,BANKNIFTY06DEC1826600CE V
12/3/2018 3:29:00 PM,362.55,366.95,359,366.95,3520
12/3/2018 3:28:00 PM,361.85,364.05,359.4,364.05,1740
12/3/2018 3:27:00 PM,360,362.65,360,361.6,1040
12/3/2018 3:26:00 PM,358.9,361.05,358.9,360,1300
12/3/2018 3:25:00 PM,359.15,360,357.95,360,1880
12/3/2018 3:24:00 PM,360.2,360.5,358.85,360.1,740
12/3/2018 3:23:00 PM,360.2,361.95,357.55,360.2,1040
12/3/2018 3:22:00 PM,362.25,363.15,358.35,360.2,740
12/3/2018 3:21:00 PM,364.05,366.35,362.2,362.25,2340
12/3/2018 3:20:00 PM,364.15,365.9,361.55,364.05,2140
12/3/2018 3:19:00 PM,365.25,365.25,362.5,364.45,300
12/3/2018 3:18:00 PM,364.5,365.5,364,365.25,700
12/3/2018 3:17:00 PM,366.95,367,363.85,364.5,2300
12/3/2018 3:16:00 PM,365.05,367.15,364.95,366.95,1360
12/3/2018 3:15:00 PM,364.8,368.2,364.4,365.05,2640
12/3/2018 3:14:00 PM,363,364.8,361.7,364.8,160
12/3/2018 3:13:00 PM,361,363,360.2,363,240
12/3/2018 3:12:00 PM,361.85,362.05,360,361,540
12/3/2018 3:11:00 PM,359.45,361.85,358.1,361.85,420
12/3/2018 3:10:00 PM,358.6,361.25,357,359.45,440
12/3/2018 3:09:00 PM,362.4,363.6,358.6,358.6,300
12/3/2018 3:08:00 PM,365.9,367.65,364.9,366.6,160
12/3/2018 3:07:00 PM,367.9,367.9,365.9,365.9,300
12/3/2018 3:06:00 PM,367.9,367.9,367.9,367.9,20
12/3/2018 3:05:00 PM,361.25,363.4,361.25,363.4,100
12/3/2018 3:04:00 PM,363.2,365.6,360.75,361.25,420
12/3/2018 3:03:00 PM,356.9,363.2,353.65,363.2,260
12/3/2018 3:02:00 PM,360,361.4,356.9,356.9,80
12/3/2018 3:01:00 PM,369.25,369.25,359.1,360,140
12/3/2018 3:00:00 PM,374,374,369.25,369.25,180
12/3/2018 2:59:00 PM,357.45,374,357.45,374,300
12/3/2018 2:58:00 PM,358.55,361.4,357.45,357.45,1060
12/3/2018 2:57:00 PM,358.55,358.55,358.55,358.55,0
12/3/2018 2:56:00 PM,361.15,361.15,356.7,358.55,80
12/3/2018 2:55:00 PM,358,361.15,358,361.15,20
12/3/2018 2:54:00 PM,358,358,358,358,0
12/3/2018 2:53:00 PM,357.8,358,355.85,358,100
12/3/2018 2:52:00 PM,362.25,363.6,357.8,357.8,120
12/3/2018 2:51:00 PM,366.4,366.4,362.25,362.25,40
12/3/2018 2:50:00 PM,364,366.4,364,366.4,20
12/3/2018 2:49:00 PM,357.45,364,357.45,364,280
12/3/2018 2:48:00 PM,351.8,357.45,351.8,357.45,120
12/3/2018 2:47:00 PM,357.6,357.6,350.3,351.8,40
12/3/2018 2:46:00 PM,354.45,357.6,354.45,357.6,20
12/3/2018 2:45:00 PM,356.85,360.25,354.45,354.45,100
12/3/2018 2:44:00 PM,350.3,356.85,349.95,356.85,380
12/3/2018 2:43:00 PM,349.15,350.3,348.25,350.3,1640
12/3/2018 2:42:00 PM,353.15,353.15,346.25,349.15,100
12/3/2018 2:41:00 PM,357.65,357.65,353.15,353.15,60
12/3/2018 2:40:00 PM,360.45,360.45,357.65,357.65,20
12/3/2018 2:39:00 PM,357,361.9,357,360.45,60
12/3/2018 2:38:00 PM,359.35,359.35,355.45,357,720
12/3/2018 2:37:00 PM,362.8,362.8,353.25,359.35,120
12/3/2018 2:36:00 PM,369.75,369.75,359.4,362.8,200
12/3/2018 2:35:00 PM,365.4,369.75,365.4,369.75,280
12/3/2018 2:34:00 PM,363.15,365.4,362.5,365.4,180
12/3/2018 2:33:00 PM,364.25,365.95,363.15,363.15,220
12/3/2018 2:32:00 PM,358.45,364.25,358.45,364.25,80
12/3/2018 2:31:00 PM,357.75,358.45,355.2,358.45,140
