Date,Nifty Bank O,Nifty Bank H,Nifty Bank L,Nifty Bank C,Nifty Bank V
11/22/2018 10:25:00 AM,26302.4,26302.5,26293.55,26294.25,0
11/22/2018 10:24:00 AM,26292.35,26308.2,26291.1,26302.8,0
11/22/2018 10:23:00 AM,26293.7,26295.15,26290,26293.4,0
11/22/2018 10:22:00 AM,26292.35,26296.75,26291.5,26292.9,0
11/22/2018 10:21:00 AM,26289.9,26293.85,26284.95,26292.5,0
11/22/2018 10:20:00 AM,26278.25,26290.25,26276.15,26288.1,0
11/22/2018 10:19:00 AM,26280.75,26280.75,26275.1,26278.65,0
11/22/2018 10:18:00 AM,26279.25,26282.35,26273.7,26279.95,0
11/22/2018 10:17:00 AM,26283.3,26287.55,26277.65,26280.3,0
11/22/2018 10:16:00 AM,26273,26283.3,26273,26283.3,0
11/22/2018 10:15:00 AM,26276.35,26278.9,26272.75,26272.75,0
11/22/2018 10:14:00 AM,26282.3,26285.6,26275,26276.5,0
11/22/2018 10:13:00 AM,26271.45,26286,26271.1,26281.85,0
11/22/2018 10:12:00 AM,26285.6,26285.7,26267.9,26272.85,0
11/22/2018 10:11:00 AM,26289.1,26295.15,26282.5,26284.45,0
11/22/2018 10:10:00 AM,26294.55,26297.5,26287.15,26289.1,0
11/22/2018 10:09:00 AM,26285.5,26293.35,26285.5,26292.4,0
11/22/2018 10:08:00 AM,26278.75,26286.95,26278.15,26285.4,0
11/22/2018 10:07:00 AM,26280.9,26281.25,26273.45,26278.7,0
11/22/2018 10:06:00 AM,26296.05,26296.85,26271.6,26278.35,0
11/22/2018 10:05:00 AM,26303.9,26304.1,26293.45,26297.7,0
11/22/2018 10:04:00 AM,26306.8,26312.4,26299.5,26303.55,0
11/22/2018 10:03:00 AM,26313.25,26313.8,26304.55,26307.9,0
11/22/2018 10:02:00 AM,26299.05,26317.05,26293.8,26310.9,0
11/22/2018 10:01:00 AM,26301.55,26303.6,26297.15,26299.7,0
11/22/2018 10:00:00 AM,26308.3,26309,26297.05,26300.3,0
11/22/2018 9:59:00 AM,26310.4,26310.45,26303.8,26305.95,0
11/22/2018 9:58:00 AM,26307.45,26313.9,26304.3,26309.25,0
11/22/2018 9:57:00 AM,26310.4,26319.8,26307.55,26308.3,0
11/22/2018 9:56:00 AM,26311.65,26316.75,26307.3,26312.9,0
11/22/2018 9:55:00 AM,26311.95,26323.1,26311.35,26314.55,0
11/22/2018 9:54:00 AM,26304.25,26312.8,26302.7,26310.7,0
11/22/2018 9:53:00 AM,26296.55,26304.65,26292.2,26304.2,0
11/22/2018 9:52:00 AM,26293.95,26308.65,26293.95,26296.3,0
11/22/2018 9:51:00 AM,26287.05,26302.05,26283.45,26296.75,0
11/22/2018 9:50:00 AM,26281.65,26287.85,26275.25,26285.5,0
11/22/2018 9:49:00 AM,26280.05,26285.5,26278.4,26281.4,0
11/22/2018 9:48:00 AM,26276.75,26287.55,26270.6,26278.1,0
11/22/2018 9:47:00 AM,26274.55,26282.45,26270.8,26275.35,0
11/22/2018 9:46:00 AM,26261.65,26278.8,26259.75,26274.45,0
11/22/2018 9:45:00 AM,26235.05,26263.1,26235.05,26263.1,0
11/22/2018 9:44:00 AM,26235.2,26238.45,26226.4,26235.95,0
11/22/2018 9:43:00 AM,26238.3,26242.95,26233.6,26235.6,0
11/22/2018 9:42:00 AM,26236,26243.85,26235.3,26238.1,0
11/22/2018 9:41:00 AM,26245.65,26245.65,26233.9,26238.55,0
11/22/2018 9:40:00 AM,26244.65,26247.1,26231.65,26245.25,0
11/22/2018 9:39:00 AM,26258.3,26259.7,26243.75,26244.5,0
11/22/2018 9:38:00 AM,26252.9,26259.8,26251,26258.45,0
11/22/2018 9:37:00 AM,26245.75,26255.05,26245.75,26253.6,0
