Date,BANKNIFTY22NOV1826200CE O,BANKNIFTY22NOV1826200CE H,BANKNIFTY22NOV1826200CE L,BANKNIFTY22NOV1826200CE C,BANKNIFTY22NOV1826200CE V
11/22/2018 3:29:00 PM,0.05,0.05,0.05,0.05,80
11/22/2018 3:28:00 PM,0.05,0.05,0.05,0.05,3060
11/22/2018 3:27:00 PM,0.05,0.05,0.05,0.05,4520
11/22/2018 3:26:00 PM,0.05,0.05,0.05,0.05,18500
11/22/2018 3:25:00 PM,0.05,0.05,0.05,0.05,25680
11/22/2018 3:24:00 PM,0.05,0.05,0.05,0.05,14600
11/22/2018 3:23:00 PM,0.05,0.1,0.05,0.05,240100
11/22/2018 3:22:00 PM,0.05,0.1,0.05,0.05,15620
11/22/2018 3:21:00 PM,0.05,0.1,0.05,0.05,44300
11/22/2018 3:20:00 PM,0.05,0.1,0.05,0.1,132840
11/22/2018 3:19:00 PM,0.05,0.1,0.05,0.1,16720
11/22/2018 3:18:00 PM,0.05,0.1,0.05,0.1,38460
11/22/2018 3:17:00 PM,0.1,0.1,0.05,0.05,25460
11/22/2018 3:16:00 PM,0.05,0.1,0.05,0.1,66480
11/22/2018 3:15:00 PM,0.1,0.1,0.05,0.1,56940
11/22/2018 3:14:00 PM,0.1,0.1,0.05,0.05,41460
11/22/2018 3:13:00 PM,0.1,0.1,0.05,0.1,42660
11/22/2018 3:12:00 PM,0.1,0.1,0.05,0.1,53980
11/22/2018 3:11:00 PM,0.05,0.1,0.05,0.1,99040
11/22/2018 3:10:00 PM,0.1,0.1,0.05,0.05,119520
11/22/2018 3:09:00 PM,0.15,0.15,0.1,0.1,230360
11/22/2018 3:08:00 PM,0.15,0.15,0.1,0.1,174620
11/22/2018 3:07:00 PM,0.1,0.15,0.1,0.1,169200
11/22/2018 3:06:00 PM,0.2,0.2,0.1,0.15,295140
11/22/2018 3:05:00 PM,0.2,0.25,0.15,0.2,251000
11/22/2018 3:04:00 PM,0.3,0.3,0.2,0.2,272820
11/22/2018 3:03:00 PM,0.3,0.35,0.2,0.3,284140
11/22/2018 3:02:00 PM,0.3,0.35,0.25,0.35,278460
11/22/2018 3:01:00 PM,0.35,0.4,0.3,0.35,228140
11/22/2018 3:00:00 PM,0.3,0.4,0.3,0.35,226520
11/22/2018 2:59:00 PM,0.3,0.4,0.3,0.3,265720
11/22/2018 2:58:00 PM,0.4,0.4,0.3,0.3,367260
11/22/2018 2:57:00 PM,0.55,0.55,0.4,0.4,217140
11/22/2018 2:56:00 PM,0.45,0.55,0.4,0.55,214300
11/22/2018 2:55:00 PM,0.4,0.45,0.3,0.4,272440
11/22/2018 2:54:00 PM,0.4,0.45,0.35,0.45,278480
11/22/2018 2:53:00 PM,0.5,0.55,0.3,0.4,457760
11/22/2018 2:52:00 PM,0.5,0.6,0.45,0.5,396900
11/22/2018 2:51:00 PM,0.6,0.7,0.45,0.45,478140
11/22/2018 2:50:00 PM,0.9,0.9,0.55,0.55,436380
