Date,USDINR O,USDINR H,USDINR L,USDINR C,USDINR V
11/22/2018 1:09:00 PM,71.154999,71.160004,71.144997,71.144997,-987654321
11/22/2018 1:08:00 PM,71.150002,71.150002,71.147499,71.147499,-987654321
11/22/2018 1:07:00 PM,71.144997,71.150002,71.144997,71.147499,-987654321
11/22/2018 1:06:00 PM,71.144997,71.147499,71.144997,71.144997,-987654321
11/22/2018 1:05:00 PM,71.142502,71.142502,71.142502,71.142502,-987654321
11/22/2018 1:04:00 PM,71.139999,71.144997,71.139999,71.139999,-987654321
11/22/2018 1:03:00 PM,71.144997,71.152496,71.144997,71.152496,-987654321
11/22/2018 1:02:00 PM,71.152496,71.152496,71.144997,71.144997,-987654321
11/22/2018 1:01:00 PM,71.144997,71.150002,71.144997,71.150002,-987654321
11/22/2018 1:00:00 PM,71.144997,71.152496,71.144997,71.144997,-987654321
11/22/2018 12:59:00 PM,71.135002,71.139999,71.135002,71.139999,-987654321
11/22/2018 12:58:00 PM,71.129997,71.137497,71.129997,71.137497,-987654321
11/22/2018 12:57:00 PM,71.137497,71.137497,71.137497,71.137497,-987654321
11/22/2018 12:56:00 PM,71.135002,71.142502,71.135002,71.142502,-987654321
11/22/2018 12:55:00 PM,71.135002,71.139999,71.1325,71.1325,-987654321
11/22/2018 12:54:00 PM,71.139999,71.142502,71.129997,71.129997,-987654321
11/22/2018 12:53:00 PM,71.139999,71.139999,71.139999,71.139999,-987654321
11/22/2018 12:52:00 PM,71.142502,71.142502,71.142502,71.142502,-987654321
11/22/2018 12:51:00 PM,71.144997,71.150002,71.139999,71.139999,-987654321
11/22/2018 12:50:00 PM,71.147499,71.147499,71.144997,71.144997,-987654321
11/22/2018 12:49:00 PM,71.142502,71.157501,71.142502,71.144997,-987654321
11/22/2018 12:48:00 PM,71.139999,71.144997,71.137497,71.137497,-987654321
11/22/2018 12:47:00 PM,71.125,71.150002,71.125,71.139999,-987654321
11/22/2018 12:46:00 PM,71.135002,71.135002,71.129997,71.129997,-987654321
11/22/2018 12:45:00 PM,71.129997,71.139999,71.127502,71.137497,-987654321
11/22/2018 12:44:00 PM,71.135002,71.139999,71.129997,71.129997,-987654321
11/22/2018 12:43:00 PM,71.137497,71.139999,71.135002,71.139999,-987654321
11/22/2018 12:42:00 PM,71.139999,71.144997,71.135002,71.135002,-987654321
11/22/2018 12:41:00 PM,71.150002,71.154999,71.135002,71.135002,-987654321
11/22/2018 12:40:00 PM,71.160004,71.160004,71.150002,71.150002,-987654321
11/22/2018 12:39:00 PM,71.152496,71.157501,71.152496,71.157501,-987654321
11/22/2018 12:38:00 PM,71.150002,71.167503,71.150002,71.157501,-987654321
11/22/2018 12:37:00 PM,71.139999,71.147499,71.139999,71.147499,-987654321
11/22/2018 12:36:00 PM,71.144997,71.144997,71.144997,71.144997,-987654321
11/22/2018 12:35:00 PM,71.144997,71.150002,71.137497,71.147499,-987654321
11/22/2018 12:34:00 PM,71.144997,71.147499,71.144997,71.147499,-987654321
11/22/2018 12:33:00 PM,71.144997,71.144997,71.139999,71.144997,-987654321
11/22/2018 12:32:00 PM,71.144997,71.144997,71.139999,71.139999,-987654321
11/22/2018 12:31:00 PM,71.154999,71.157501,71.144997,71.147499,-987654321
11/22/2018 12:30:00 PM,71.150002,71.154999,71.150002,71.152496,-987654321
11/22/2018 12:29:00 PM,71.150002,71.154999,71.150002,71.152496,-987654321
11/22/2018 12:28:00 PM,71.154999,71.154999,71.150002,71.152496,-987654321
11/22/2018 12:27:00 PM,71.154999,71.162498,71.154999,71.160004,-987654321
11/22/2018 12:26:00 PM,71.160004,71.160004,71.160004,71.160004,-987654321
11/22/2018 12:25:00 PM,71.169998,71.169998,71.157501,71.157501,-987654321
11/22/2018 12:24:00 PM,71.154999,71.165001,71.154999,71.160004,-987654321
11/22/2018 12:23:00 PM,71.160004,71.160004,71.154999,71.160004,-987654321
11/22/2018 12:22:00 PM,71.165001,71.165001,71.160004,71.160004,-987654321
11/22/2018 12:21:00 PM,71.165001,71.165001,71.160004,71.160004,-987654321
11/22/2018 12:20:00 PM,71.167503,71.167503,71.165001,71.167503,-987654321
11/22/2018 12:19:00 PM,71.169998,71.175003,71.165001,71.169998,-987654321
11/22/2018 12:18:00 PM,71.172501,71.175003,71.172501,71.175003,-987654321
11/22/2018 12:17:00 PM,71.169998,71.175003,71.169998,71.175003,-987654321
11/22/2018 12:16:00 PM,71.169998,71.177498,71.169998,71.177498,-987654321
11/22/2018 12:15:00 PM,71.175003,71.175003,71.172501,71.172501,-987654321
11/22/2018 12:14:00 PM,71.175003,71.184998,71.169998,71.184998,-987654321
11/22/2018 12:13:00 PM,71.175003,71.192497,71.172501,71.172501,-987654321
11/22/2018 12:12:00 PM,71.18,71.184998,71.175003,71.175003,-987654321
11/22/2018 12:11:00 PM,71.184998,71.184998,71.175003,71.18,-987654321
11/22/2018 12:10:00 PM,71.169998,71.195,71.169998,71.184998,-987654321
11/22/2018 12:09:00 PM,71.169998,71.172501,71.167503,71.169998,-987654321
11/22/2018 12:08:00 PM,71.167503,71.169998,71.165001,71.169998,-987654321
11/22/2018 12:07:00 PM,71.175003,71.184998,71.167503,71.169998,-987654321
11/22/2018 12:06:00 PM,71.190002,71.190002,71.18,71.18,-987654321
11/22/2018 12:05:00 PM,71.184998,71.195,71.182503,71.1875,-987654321
11/22/2018 12:04:00 PM,71.195,71.195,71.184998,71.184998,-987654321
11/22/2018 12:03:00 PM,71.190002,71.205002,71.1875,71.195,-987654321
11/22/2018 12:02:00 PM,71.184998,71.1875,71.184998,71.1875,-987654321
11/22/2018 12:01:00 PM,71.184998,71.195,71.182503,71.1875,-987654321
11/22/2018 12:00:00 PM,71.18,71.184998,71.18,71.184998,-987654321
11/22/2018 11:59:00 AM,71.182503,71.184998,71.18,71.182503,-987654321
11/22/2018 11:58:00 AM,71.172501,71.18,71.172501,71.18,-987654321
11/22/2018 11:57:00 AM,71.169998,71.172501,71.169998,71.172501,-987654321
11/22/2018 11:56:00 AM,71.184998,71.184998,71.169998,71.169998,-987654321
11/22/2018 11:55:00 AM,71.182503,71.184998,71.169998,71.184998,-987654321
11/22/2018 11:54:00 AM,71.175003,71.182503,71.172501,71.182503,-987654321
11/22/2018 11:53:00 AM,71.184998,71.184998,71.169998,71.175003,-987654321
11/22/2018 11:52:00 AM,71.1875,71.190002,71.184998,71.184998,-987654321
11/22/2018 11:51:00 AM,71.182503,71.190002,71.18,71.184998,-987654321
11/22/2018 11:50:00 AM,71.184998,71.190002,71.184998,71.184998,-987654321
11/22/2018 11:49:00 AM,71.1875,71.195,71.18,71.1875,-987654321
11/22/2018 11:48:00 AM,71.18,71.1875,71.175003,71.1875,-987654321
11/22/2018 11:47:00 AM,71.18,71.18,71.175003,71.177498,-987654321
11/22/2018 11:46:00 AM,71.175003,71.18,71.169998,71.175003,-987654321
11/22/2018 11:45:00 AM,71.175003,71.177498,71.175003,71.177498,-987654321
11/22/2018 11:44:00 AM,71.175003,71.18,71.175003,71.18,-987654321
11/22/2018 11:43:00 AM,71.175003,71.18,71.175003,71.18,-987654321
11/22/2018 11:42:00 AM,71.18,71.18,71.175003,71.175003,-987654321
11/22/2018 11:41:00 AM,71.165001,71.18,71.165001,71.18,-987654321
11/22/2018 11:40:00 AM,71.172501,71.18,71.167503,71.18,-987654321
11/22/2018 11:39:00 AM,71.167503,71.169998,71.167503,71.169998,-987654321
11/22/2018 11:38:00 AM,71.165001,71.167503,71.165001,71.165001,-987654321
11/22/2018 11:37:00 AM,71.167503,71.167503,71.167503,71.167503,-987654321
11/22/2018 11:36:00 AM,71.169998,71.175003,71.165001,71.172501,-987654321
11/22/2018 11:35:00 AM,71.160004,71.167503,71.160004,71.167503,-987654321
11/22/2018 11:34:00 AM,71.154999,71.172501,71.154999,71.160004,-987654321
11/22/2018 11:33:00 AM,71.157501,71.165001,71.154999,71.154999,-987654321
11/22/2018 11:32:00 AM,71.160004,71.160004,71.154999,71.160004,-987654321
11/22/2018 11:31:00 AM,71.162498,71.162498,71.150002,71.160004,-987654321
11/22/2018 11:30:00 AM,71.150002,71.165001,71.144997,71.160004,-987654321
11/22/2018 11:29:00 AM,71.144997,71.150002,71.142502,71.150002,-987654321
11/22/2018 11:28:00 AM,71.142502,71.150002,71.139999,71.150002,-987654321
11/22/2018 11:27:00 AM,71.152496,71.152496,71.142502,71.142502,-987654321
11/22/2018 11:26:00 AM,71.152496,71.167503,71.150002,71.150002,-987654321
11/22/2018 11:25:00 AM,71.154999,71.157501,71.152496,71.152496,-987654321
11/22/2018 11:24:00 AM,71.154999,71.165001,71.150002,71.154999,-987654321
11/22/2018 11:23:00 AM,71.160004,71.160004,71.154999,71.157501,-987654321
11/22/2018 11:22:00 AM,71.154999,71.160004,71.154999,71.160004,-987654321
11/22/2018 11:21:00 AM,71.160004,71.165001,71.154999,71.165001,-987654321
11/22/2018 11:20:00 AM,71.160004,71.162498,71.150002,71.160004,-987654321
11/22/2018 11:19:00 AM,71.169998,71.169998,71.160004,71.162498,-987654321
