Date,BANKNIFTY22NOV1826300CE O,BANKNIFTY22NOV1826300CE H,BANKNIFTY22NOV1826300CE L,BANKNIFTY22NOV1826300CE C,BANKNIFTY22NOV1826300CE V
11/22/2018 3:29:00 PM,0.05,0.05,0.05,0.05,4900
11/22/2018 3:28:00 PM,0.05,0.05,0.05,0.05,4220
11/22/2018 3:27:00 PM,0.05,0.1,0.05,0.05,81040
11/22/2018 3:26:00 PM,0.05,0.1,0.05,0.05,54820
11/22/2018 3:25:00 PM,0.05,0.1,0.05,0.05,18020
11/22/2018 3:24:00 PM,0.05,0.1,0.05,0.1,17320
11/22/2018 3:23:00 PM,0.05,0.1,0.05,0.05,54440
11/22/2018 3:22:00 PM,0.1,0.1,0.05,0.05,7100
11/22/2018 3:21:00 PM,0.1,0.1,0.05,0.1,17040
11/22/2018 3:20:00 PM,0.1,0.1,0.05,0.1,81980
11/22/2018 3:19:00 PM,0.05,0.1,0.05,0.05,20380
11/22/2018 3:18:00 PM,0.1,0.1,0.05,0.05,32220
11/22/2018 3:17:00 PM,0.1,0.1,0.05,0.1,36740
11/22/2018 3:16:00 PM,0.05,0.1,0.05,0.1,55920
11/22/2018 3:15:00 PM,0.1,0.1,0.05,0.1,53440
11/22/2018 3:14:00 PM,0.1,0.15,0.05,0.05,54820
11/22/2018 3:13:00 PM,0.1,0.15,0.05,0.1,45520
11/22/2018 3:12:00 PM,0.05,0.15,0.05,0.05,57160
11/22/2018 3:11:00 PM,0.1,0.15,0.05,0.1,65940
11/22/2018 3:10:00 PM,0.05,0.1,0.05,0.1,57620
11/22/2018 3:09:00 PM,0.05,0.15,0.05,0.1,106100
11/22/2018 3:08:00 PM,0.1,0.15,0.05,0.05,175300
11/22/2018 3:07:00 PM,0.1,0.15,0.1,0.1,159960
11/22/2018 3:06:00 PM,0.15,0.15,0.1,0.15,142080
11/22/2018 3:05:00 PM,0.1,0.15,0.1,0.1,92880
11/22/2018 3:04:00 PM,0.1,0.15,0.1,0.1,54980
11/22/2018 3:03:00 PM,0.15,0.15,0.1,0.1,75680
11/22/2018 3:02:00 PM,0.2,0.2,0.1,0.1,121300
11/22/2018 3:01:00 PM,0.2,0.2,0.15,0.15,97920
11/22/2018 3:00:00 PM,0.15,0.2,0.15,0.2,101500
11/22/2018 2:59:00 PM,0.2,0.2,0.15,0.2,55400
11/22/2018 2:58:00 PM,0.15,0.2,0.15,0.2,118620
11/22/2018 2:57:00 PM,0.2,0.25,0.15,0.2,139340
11/22/2018 2:56:00 PM,0.2,0.25,0.15,0.25,148220
