Date,BANKNIFTY22NOV1825600CE O,BANKNIFTY22NOV1825600CE H,BANKNIFTY22NOV1825600CE L,BANKNIFTY22NOV1825600CE C,BANKNIFTY22NOV1825600CE V
11/22/2018 3:29:00 PM,387,387,367,382,2200
11/22/2018 3:28:00 PM,387,387,372.05,387,40
11/22/2018 3:27:00 PM,387,387,387,387,0
11/22/2018 3:26:00 PM,380.2,387.15,375.5,387,780
11/22/2018 3:25:00 PM,380.2,380.2,380.2,380.2,0
11/22/2018 3:24:00 PM,380.2,380.2,380.2,380.2,0
11/22/2018 3:23:00 PM,391.8,393,380.2,380.2,240
11/22/2018 3:22:00 PM,391.25,391.8,391.25,391.8,20
11/22/2018 3:21:00 PM,388,391.25,388,391.25,320
11/22/2018 3:20:00 PM,380.05,388,380.05,388,100
11/22/2018 3:19:00 PM,380.05,380.05,380.05,380.05,0
11/22/2018 3:18:00 PM,385,385,380.05,380.05,20
11/22/2018 3:17:00 PM,400,400,376.05,385,640
11/22/2018 3:16:00 PM,400,400,400,400,0
11/22/2018 3:15:00 PM,400,400,400,400,0
11/22/2018 3:14:00 PM,400,400,400,400,20
11/22/2018 3:13:00 PM,400,400,400,400,20
11/22/2018 3:12:00 PM,400,400,400,400,0
11/22/2018 3:11:00 PM,400,400,400,400,0
11/22/2018 3:10:00 PM,409.4,409.4,400,400,220
11/22/2018 3:09:00 PM,418.1,418.1,407.9,409.4,80
11/22/2018 3:08:00 PM,438.35,438.35,418.1,418.1,20
11/22/2018 3:07:00 PM,438.35,438.35,438.35,438.35,0
11/22/2018 3:06:00 PM,450,450,438.35,438.35,20
11/22/2018 3:05:00 PM,459.9,459.9,450,450,20
11/22/2018 3:04:00 PM,459.9,459.9,459.9,459.9,0
11/22/2018 3:03:00 PM,455.75,460.25,455.75,459.9,60
11/22/2018 3:02:00 PM,451.3,455.75,451.3,455.75,120
11/22/2018 3:01:00 PM,451.3,451.3,451.3,451.3,0
11/22/2018 3:00:00 PM,445,451.3,443.05,451.3,40
11/22/2018 2:59:00 PM,438.45,445,438.45,445,100
11/22/2018 2:58:00 PM,440,446.1,438.45,438.45,80
11/22/2018 2:57:00 PM,447.15,447.15,440,440,40
11/22/2018 2:56:00 PM,430,450.9,430,447.15,140
11/22/2018 2:55:00 PM,430,430,430,430,0
11/22/2018 2:54:00 PM,430,430,430,430,0
11/22/2018 2:53:00 PM,414.15,430,414.15,430,20
11/22/2018 2:52:00 PM,453,453,414.15,414.15,20
11/22/2018 2:51:00 PM,453.5,453.5,453,453,20
11/22/2018 2:50:00 PM,468.95,468.95,453.5,453.5,20
11/22/2018 2:49:00 PM,468.95,468.95,468.95,468.95,0
11/22/2018 2:48:00 PM,460.9,468.95,460.9,468.95,40
11/22/2018 2:47:00 PM,460.9,460.9,460.9,460.9,0
11/22/2018 2:46:00 PM,460.9,460.9,460.9,460.9,0
11/22/2018 2:45:00 PM,460.9,460.9,460.9,460.9,0
11/22/2018 2:44:00 PM,460.9,460.9,460.9,460.9,0
11/22/2018 2:43:00 PM,460.9,460.9,460.9,460.9,0
11/22/2018 2:42:00 PM,460.9,460.9,460.9,460.9,0
11/22/2018 2:41:00 PM,460.9,460.9,460.9,460.9,0
11/22/2018 2:40:00 PM,485.3,485.3,460.9,460.9,40
11/22/2018 2:39:00 PM,488.95,488.95,485.3,485.3,20
11/22/2018 2:38:00 PM,487.7,488.95,487.7,488.95,20
11/22/2018 2:37:00 PM,500,500,483.4,487.7,40
11/22/2018 2:36:00 PM,515.7,515.7,500,500,20
11/22/2018 2:35:00 PM,515.7,515.7,515.7,515.7,0
11/22/2018 2:34:00 PM,509.65,515.7,509.65,515.7,20
11/22/2018 2:33:00 PM,509.65,509.65,509.65,509.65,0
11/22/2018 2:32:00 PM,523.15,523.15,509.65,509.65,80
11/22/2018 2:31:00 PM,520.5,523.15,520.5,523.15,20
11/22/2018 2:30:00 PM,529.6,529.6,520.05,520.5,140
11/22/2018 2:29:00 PM,529.6,529.6,529.6,529.6,0
11/22/2018 2:28:00 PM,529.6,529.6,529.6,529.6,0
11/22/2018 2:27:00 PM,529.6,529.6,529.6,529.6,0
11/22/2018 2:26:00 PM,532,532,529.6,529.6,80
11/22/2018 2:25:00 PM,532,532,532,532,0
11/22/2018 2:24:00 PM,530,532,530,532,20
11/22/2018 2:23:00 PM,556.25,556.25,530,530,20
11/22/2018 2:22:00 PM,556.25,556.25,556.25,556.25,0
11/22/2018 2:21:00 PM,556.25,556.25,556.25,556.25,0
11/22/2018 2:20:00 PM,540,556.25,538,556.25,120
11/22/2018 2:19:00 PM,524.95,540,524.95,540,40
