Date,BANKNIFTY22NOV1825700CE O,BANKNIFTY22NOV1825700CE H,BANKNIFTY22NOV1825700CE L,BANKNIFTY22NOV1825700CE C,BANKNIFTY22NOV1825700CE V
11/22/2018 3:29:00 PM,280.2,280.2,280,280,120
11/22/2018 3:28:00 PM,280.2,280.2,280.2,280.2,0
11/22/2018 3:27:00 PM,285,285,280.2,280.2,80
11/22/2018 3:26:00 PM,285,285,284.2,285,740
11/22/2018 3:25:00 PM,285.6,285.6,283.8,285,2560
11/22/2018 3:24:00 PM,290,290,284.8,285.6,1320
11/22/2018 3:23:00 PM,293.75,293.75,290,290,1080
11/22/2018 3:22:00 PM,290.35,293.8,290.35,293.75,960
11/22/2018 3:21:00 PM,289.45,293,288.75,291.05,2780
11/22/2018 3:20:00 PM,284.5,289.65,283.55,289.45,1040
11/22/2018 3:19:00 PM,284.9,286.65,284.3,284.3,2220
11/22/2018 3:18:00 PM,285.95,285.95,281.3,284.95,940
11/22/2018 3:17:00 PM,280.8,284.75,278.1,284.3,3300
11/22/2018 3:16:00 PM,292.75,292.75,280.8,280.8,3420
11/22/2018 3:15:00 PM,302.35,303.55,292.75,292.75,3800
11/22/2018 3:14:00 PM,298.4,308.25,292.1,307,860
11/22/2018 3:13:00 PM,302.95,302.95,298.4,298.4,320
11/22/2018 3:12:00 PM,303.05,304.3,296.4,302.95,620
11/22/2018 3:11:00 PM,306.4,306.4,299.9,303.05,440
11/22/2018 3:10:00 PM,304,306.4,291.1,306.4,860
11/22/2018 3:09:00 PM,300.1,304.3,300.1,304,400
11/22/2018 3:08:00 PM,334.2,334.2,300.1,300.1,600
11/22/2018 3:07:00 PM,336.7,338.55,330,334.2,920
11/22/2018 3:06:00 PM,349.7,349.7,331.45,336.7,440
11/22/2018 3:05:00 PM,355,355,349.7,349.7,40
11/22/2018 3:04:00 PM,357,357,355,355,40
11/22/2018 3:03:00 PM,357,357,357,357,1000
11/22/2018 3:02:00 PM,332.3,359.6,332.3,357,1200
11/22/2018 3:01:00 PM,332.3,332.3,332.3,332.3,0
11/22/2018 3:00:00 PM,332.3,332.3,332.3,332.3,0
11/22/2018 2:59:00 PM,332.3,332.3,332.3,332.3,0
11/22/2018 2:58:00 PM,344.35,344.35,332.3,332.3,100
11/22/2018 2:57:00 PM,349.85,349.85,344.35,344.35,40
11/22/2018 2:56:00 PM,342.4,349.85,339.75,349.85,260
11/22/2018 2:55:00 PM,330,342.5,330,342.4,600
11/22/2018 2:54:00 PM,327.9,330,327.9,330,120
11/22/2018 2:53:00 PM,327.9,327.9,327.9,327.9,0
11/22/2018 2:52:00 PM,325.1,327.9,325.1,327.9,60
11/22/2018 2:51:00 PM,345.55,345.55,325.1,325.1,40
11/22/2018 2:50:00 PM,365.1,365.1,341.2,345.55,580
11/22/2018 2:49:00 PM,363.65,365.1,361.6,365.1,40
11/22/2018 2:48:00 PM,374,374,363.65,363.65,660
11/22/2018 2:47:00 PM,381.75,381.75,373.2,374,260
11/22/2018 2:46:00 PM,381.6,385.05,378.75,381.75,480
11/22/2018 2:45:00 PM,355.7,383.3,355.7,380.55,340
11/22/2018 2:44:00 PM,355.7,355.7,355.7,355.7,0
11/22/2018 2:43:00 PM,367.55,367.55,355.7,355.7,20
11/22/2018 2:42:00 PM,365.75,369.1,365.75,367.55,40
11/22/2018 2:41:00 PM,360,367.7,360,365.75,80
11/22/2018 2:40:00 PM,388.2,388.2,360,360,100
