Date,BANKNIFTY22NOV1825900PE O,BANKNIFTY22NOV1825900PE H,BANKNIFTY22NOV1825900PE L,BANKNIFTY22NOV1825900PE C,BANKNIFTY22NOV1825900PE V
11/22/2018 3:29:00 PM,0.05,0.05,0.05,0.05,2760
11/22/2018 3:28:00 PM,0.05,0.05,0.05,0.05,1580
11/22/2018 3:27:00 PM,0.05,0.05,0.05,0.05,21020
11/22/2018 3:26:00 PM,0.05,0.05,0.05,0.05,2260
11/22/2018 3:25:00 PM,0.05,0.05,0.05,0.05,5060
11/22/2018 3:24:00 PM,0.05,0.05,0.05,0.05,5240
11/22/2018 3:23:00 PM,0.05,0.05,0.05,0.05,31560
11/22/2018 3:22:00 PM,0.05,0.05,0.05,0.05,30360
11/22/2018 3:21:00 PM,0.05,0.1,0.05,0.05,98360
11/22/2018 3:20:00 PM,0.05,0.1,0.05,0.05,67140
11/22/2018 3:19:00 PM,0.05,0.1,0.05,0.05,78740
11/22/2018 3:18:00 PM,0.15,0.15,0.05,0.05,235380
11/22/2018 3:17:00 PM,0.2,0.3,0.15,0.15,165980
11/22/2018 3:16:00 PM,0.1,0.25,0.1,0.15,214660
11/22/2018 3:15:00 PM,0.1,0.15,0.1,0.1,122820
11/22/2018 3:14:00 PM,0.2,0.2,0.1,0.1,135120
11/22/2018 3:13:00 PM,0.25,0.3,0.15,0.15,176340
11/22/2018 3:12:00 PM,0.15,0.25,0.15,0.25,180620
11/22/2018 3:11:00 PM,0.25,0.4,0.15,0.15,122480
11/22/2018 3:10:00 PM,0.4,0.45,0.2,0.25,164920
11/22/2018 3:09:00 PM,0.2,0.45,0.15,0.35,147200
11/22/2018 3:08:00 PM,0.15,0.3,0.1,0.2,187200
11/22/2018 3:07:00 PM,0.2,0.2,0.1,0.2,170920
11/22/2018 3:06:00 PM,0.2,0.25,0.15,0.2,83220
11/22/2018 3:05:00 PM,0.1,0.2,0.1,0.2,118420
11/22/2018 3:04:00 PM,0.2,0.2,0.1,0.1,180660
11/22/2018 3:03:00 PM,0.2,0.25,0.15,0.2,255240
11/22/2018 3:02:00 PM,0.25,0.25,0.2,0.25,232080
11/22/2018 3:01:00 PM,0.3,0.35,0.25,0.25,261920
11/22/2018 3:00:00 PM,0.55,0.55,0.3,0.35,184560
