Date,BANKNIFTY22NOV1826000CE O,BANKNIFTY22NOV1826000CE H,BANKNIFTY22NOV1826000CE L,BANKNIFTY22NOV1826000CE C,BANKNIFTY22NOV1826000CE V
11/22/2018 3:29:00 PM,0.25,0.25,0.05,0.05,181640
11/22/2018 3:28:00 PM,0.25,0.3,0.2,0.25,148040
11/22/2018 3:27:00 PM,0.25,0.3,0.2,0.3,146000
11/22/2018 3:26:00 PM,0.2,0.3,0.15,0.2,245740
11/22/2018 3:25:00 PM,0.35,0.35,0.15,0.15,250900
11/22/2018 3:24:00 PM,0.4,0.6,0.3,0.35,165880
11/22/2018 3:23:00 PM,1,1,0.3,0.4,253680
11/22/2018 3:22:00 PM,1.6,1.95,1.05,1.15,271560
11/22/2018 3:21:00 PM,1.05,1.9,1.05,1.7,307800
11/22/2018 3:20:00 PM,0.7,1.2,0.55,1.2,295480
11/22/2018 3:19:00 PM,0.7,0.85,0.5,0.7,255900
11/22/2018 3:18:00 PM,0.85,1,0.45,0.6,335140
11/22/2018 3:17:00 PM,0.6,0.9,0.35,0.9,398360
11/22/2018 3:16:00 PM,2,2,0.5,0.6,637460
11/22/2018 3:15:00 PM,5.7,5.85,2.05,2.05,439600
11/22/2018 3:14:00 PM,4.95,6.3,3.1,4.95,457280
11/22/2018 3:13:00 PM,6.5,7.55,4.15,4.75,445760
11/22/2018 3:12:00 PM,7.95,9.4,5.55,7,404400
11/22/2018 3:11:00 PM,9.3,9.35,7,8.15,389440
11/22/2018 3:10:00 PM,10,12,6.6,9.75,489800
11/22/2018 3:09:00 PM,13.4,16.3,8.15,10.25,603680
11/22/2018 3:08:00 PM,30,31,13.5,13.5,357160
11/22/2018 3:07:00 PM,34.15,35.65,27.35,30.75,277200
11/22/2018 3:06:00 PM,34.95,36.2,28.5,34.95,223100
11/22/2018 3:05:00 PM,48,51,34.45,34.9,145700
11/22/2018 3:04:00 PM,47.8,52.15,47.25,49.05,89600
11/22/2018 3:03:00 PM,56,56,44.15,47.8,133300
11/22/2018 3:02:00 PM,48.55,55.95,46,52.25,153420
11/22/2018 3:01:00 PM,46,56.85,46,50.05,180200
11/22/2018 3:00:00 PM,43,48,38,48,153480
11/22/2018 2:59:00 PM,46,47.6,39.35,43.2,114720
11/22/2018 2:58:00 PM,44.6,47.75,40,45.5,104020
11/22/2018 2:57:00 PM,52.5,52.5,41.7,45.4,110180
11/22/2018 2:56:00 PM,50.8,54.25,46,53.6,160720
11/22/2018 2:55:00 PM,43.55,51,43.4,51,140520
11/22/2018 2:54:00 PM,42.55,46,39.6,45.95,118100
11/22/2018 2:53:00 PM,41.6,46.85,41.2,42.6,140280
11/22/2018 2:52:00 PM,38.95,46.35,32.45,39.1,249680
11/22/2018 2:51:00 PM,53.05,57.35,37.3,37.3,201820
11/22/2018 2:50:00 PM,63.7,63.7,50.15,53.4,220580
11/22/2018 2:49:00 PM,68.4,71.6,64.45,64.45,64100
11/22/2018 2:48:00 PM,75,75.85,64.05,66.75,89060
11/22/2018 2:47:00 PM,83.95,84.3,76.55,76.55,59100
11/22/2018 2:46:00 PM,85.45,88,82.25,83.35,58140
11/22/2018 2:45:00 PM,79.75,87,78.6,85,82900
11/22/2018 2:44:00 PM,68.65,81,68.65,79.55,72240
11/22/2018 2:43:00 PM,68.1,71.95,63.95,68.55,76420
11/22/2018 2:42:00 PM,78.5,78.5,66.8,67.05,67200
11/22/2018 2:41:00 PM,69.95,78.65,66.3,78.65,85820
11/22/2018 2:40:00 PM,86.4,89.65,64.85,68.65,116420
11/22/2018 2:39:00 PM,92.25,93.35,86.6,87.35,43740
11/22/2018 2:38:00 PM,83.2,95,83.2,90.05,46300
11/22/2018 2:37:00 PM,92.15,92.2,83.7,84.65,78180
11/22/2018 2:36:00 PM,113.1,116,92.3,92.3,38140
11/22/2018 2:35:00 PM,115.4,118.5,108.3,113.1,17060
11/22/2018 2:34:00 PM,114.55,122,112.6,116.6,14960
11/22/2018 2:33:00 PM,114.45,118.8,111.9,114.5,24080
11/22/2018 2:32:00 PM,109.95,115.3,104.35,114.45,26900
11/22/2018 2:31:00 PM,124.4,126.3,107.5,110.4,22500
11/22/2018 2:30:00 PM,132.4,132.4,118.15,124.4,24340
11/22/2018 2:29:00 PM,135.25,135.5,129,132.4,11800
11/22/2018 2:28:00 PM,140.6,140.6,124.6,136.85,19100
11/22/2018 2:27:00 PM,134.8,141.5,132.9,140.75,9920
11/22/2018 2:26:00 PM,126.5,137,126.45,134.8,9720
11/22/2018 2:25:00 PM,129.95,130.5,122,127.95,12840
11/22/2018 2:24:00 PM,132,136.15,129.15,129.95,10360
11/22/2018 2:23:00 PM,135.55,139.85,127.85,138.15,19640
11/22/2018 2:22:00 PM,143.45,148.2,136.1,136.1,11820
11/22/2018 2:21:00 PM,158.55,158.55,141.85,142.55,21380
11/22/2018 2:20:00 PM,142.95,162.95,142.7,159.35,37900
11/22/2018 2:19:00 PM,127.65,147.1,127.65,147.1,29860
11/22/2018 2:18:00 PM,122.05,129,119,129,12680
11/22/2018 2:17:00 PM,120.1,122.45,115.95,120.8,14980
11/22/2018 2:16:00 PM,109,118.75,108.2,118.75,33480
11/22/2018 2:15:00 PM,123.05,123.5,102.2,107.15,40780
11/22/2018 2:14:00 PM,131.25,134.2,120.6,123.65,19640
11/22/2018 2:13:00 PM,136.8,139.65,129.3,131.25,8820
11/22/2018 2:12:00 PM,135.05,137.4,132.8,137,7400
11/22/2018 2:11:00 PM,134.35,137.2,126.7,132.85,11540
11/22/2018 2:10:00 PM,144.7,144.7,131,134.35,17040
11/22/2018 2:09:00 PM,157.65,157.7,141.75,144.6,19580
11/22/2018 2:08:00 PM,144.15,157.9,144.15,157.6,21800
11/22/2018 2:07:00 PM,136.1,145.9,136.1,144.15,13060
11/22/2018 2:06:00 PM,133.8,141,132.85,136.35,7160
11/22/2018 2:05:00 PM,135.15,135.4,126.8,133.8,6640
11/22/2018 2:04:00 PM,128.95,135.35,126.3,135.35,8800
11/22/2018 2:03:00 PM,133.25,134,127.35,128,9500
11/22/2018 2:02:00 PM,132.05,139,130.95,133.25,6980
11/22/2018 2:01:00 PM,132.65,134.25,125.6,129.25,8100
