Date,BANKNIFTY22NOV1826200PE O,BANKNIFTY22NOV1826200PE H,BANKNIFTY22NOV1826200PE L,BANKNIFTY22NOV1826200PE C,BANKNIFTY22NOV1826200PE V
11/22/2018 3:29:00 PM,192.1,199.9,192.1,199.85,9080
11/22/2018 3:28:00 PM,191.55,193,191.3,192.1,6640
11/22/2018 3:27:00 PM,189.75,193,189.75,191.55,5960
11/22/2018 3:26:00 PM,190.4,191,188.45,189.95,15500
11/22/2018 3:25:00 PM,197.5,197.5,190.25,191.5,14600
11/22/2018 3:24:00 PM,199.65,200,196.25,197.85,8240
11/22/2018 3:23:00 PM,188.55,199.95,188.55,199.8,28460
11/22/2018 3:22:00 PM,189.95,191,185.55,188.55,15440
11/22/2018 3:21:00 PM,192.4,192.85,189.85,190,23240
11/22/2018 3:20:00 PM,198.5,200.6,192.85,192.85,35100
11/22/2018 3:19:00 PM,198.8,199.5,196.4,198.3,24500
11/22/2018 3:18:00 PM,196.7,203.75,196.7,199.4,32120
11/22/2018 3:17:00 PM,202.85,207.55,197.2,197.6,41460
11/22/2018 3:16:00 PM,186.45,203.6,186.45,202.8,63440
11/22/2018 3:15:00 PM,174.25,185.55,172.5,185.55,28880
11/22/2018 3:14:00 PM,181.8,187.95,172.65,174.85,37220
11/22/2018 3:13:00 PM,177.2,182.55,176,182.15,18180
11/22/2018 3:12:00 PM,174.9,182.1,172.45,177.2,24480
11/22/2018 3:11:00 PM,176.3,180.65,174,176.2,37640
11/22/2018 3:10:00 PM,176,186,172,173.75,48780
11/22/2018 3:09:00 PM,176.8,179.4,168.65,176.95,73260
11/22/2018 3:08:00 PM,146.05,175.95,145.4,175.95,82680
11/22/2018 3:07:00 PM,141.35,149.65,139.25,145.5,47860
11/22/2018 3:06:00 PM,139.3,147.15,138,141,49340
11/22/2018 3:05:00 PM,125.1,139.8,121.5,139.8,47640
11/22/2018 3:04:00 PM,125.7,125.9,120.15,123.05,40260
11/22/2018 3:03:00 PM,117,129.9,116.25,125.85,65840
11/22/2018 3:02:00 PM,125.15,128,116.45,120.75,63720
11/22/2018 3:01:00 PM,128.7,129.7,115.25,124.25,69500
11/22/2018 3:00:00 PM,134.6,141.85,127.1,127.1,61920
11/22/2018 2:59:00 PM,133.5,141.15,130.05,135.1,57740
11/22/2018 2:58:00 PM,136.05,142.05,132.15,134.1,36840
11/22/2018 2:57:00 PM,126,139.3,125.55,135,50200
11/22/2018 2:56:00 PM,129.3,135.3,124.3,124.3,60400
11/22/2018 2:55:00 PM,141.75,141.75,129.75,129.75,46340
11/22/2018 2:54:00 PM,142.3,147.3,137.5,138.15,57340
11/22/2018 2:53:00 PM,145.8,146.75,135.6,142,52840
11/22/2018 2:52:00 PM,149.1,159.15,140.15,148.8,111340
11/22/2018 2:51:00 PM,131.5,152.95,125.55,150.4,99800
11/22/2018 2:50:00 PM,118.35,134.85,118.35,130.35,151720
11/22/2018 2:49:00 PM,110.9,118,110,118,77300
11/22/2018 2:48:00 PM,105.95,117.2,105,113.8,80920
11/22/2018 2:47:00 PM,98.35,104.95,98,104.7,61780
11/22/2018 2:46:00 PM,95.6,99.9,93,98.8,79800
11/22/2018 2:45:00 PM,101.1,105,95.05,95.9,70540
11/22/2018 2:44:00 PM,118.6,118.6,101.05,103.65,90200
11/22/2018 2:43:00 PM,119.85,123.2,114.1,118.25,93940
11/22/2018 2:42:00 PM,107.4,120.25,107.4,118.9,76840
11/22/2018 2:41:00 PM,118.8,123,107.15,107.35,138800
11/22/2018 2:40:00 PM,100,126.7,96,119.8,268240
11/22/2018 2:39:00 PM,94.8,100,92.15,98.75,108280
11/22/2018 2:38:00 PM,104,105,91.5,96.05,170700
11/22/2018 2:37:00 PM,92.7,104.55,92.7,102.7,245380
11/22/2018 2:36:00 PM,74.9,93.6,71.1,93,157580
11/22/2018 2:35:00 PM,72.15,78,70.4,75,70380
11/22/2018 2:34:00 PM,73,76.05,66.9,71.6,71340
11/22/2018 2:33:00 PM,74.65,76.25,70.75,73.5,80300
11/22/2018 2:32:00 PM,81.2,84.9,74.05,75.35,118320
11/22/2018 2:31:00 PM,66.95,80,63.95,79.6,122180
11/22/2018 2:30:00 PM,59,71.8,59,65.65,142840
11/22/2018 2:29:00 PM,57.25,62.1,56.75,58.5,58420
11/22/2018 2:28:00 PM,53.75,65.5,53.75,56.55,125360
11/22/2018 2:27:00 PM,58.6,60.5,53,53.2,80780
11/22/2018 2:26:00 PM,65,66.35,56.7,58.6,84280
11/22/2018 2:25:00 PM,62.4,69,62.1,65.5,111320
11/22/2018 2:24:00 PM,61.2,63.4,58.25,62.55,110720
11/22/2018 2:23:00 PM,59.2,64.5,55.75,56.7,146180
11/22/2018 2:22:00 PM,53.95,58.4,49.85,58.4,128080
11/22/2018 2:21:00 PM,42.2,53.85,41.9,52.8,198640
11/22/2018 2:20:00 PM,51.15,55,37.75,40.5,328280
11/22/2018 2:19:00 PM,67.15,67.15,53.25,53.95,140500
11/22/2018 2:18:00 PM,70.3,73,65.7,65.9,101060
11/22/2018 2:17:00 PM,73.15,76.15,71.65,71.65,85480
11/22/2018 2:16:00 PM,83,83,73.7,73.7,104740
11/22/2018 2:15:00 PM,70,87,70,83.25,202520
11/22/2018 2:14:00 PM,64.95,72.15,63.15,69.85,108660
11/22/2018 2:13:00 PM,60.65,66,58.15,65.2,57540
11/22/2018 2:12:00 PM,63.6,64.55,60,60,46980
11/22/2018 2:11:00 PM,63.6,68.55,60.8,64.05,94380
